"hgowner","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Owner","2007","16-34 y.","West Germany","1546","0.340883702705208","0.325738847477114","0.356028557933301","1"
"Owner","2007","16-34 y.","East Germany","534","0.297674779712784","0.272895745716502","0.322453813709065","1"
"Owner","2007","35-65 y.","West Germany","5359","0.519365667102815","0.50894106817785","0.529790266027779","1"
"Owner","2007","35-65 y.","East Germany","1472","0.453411281279872","0.434510664482443","0.472311898077301","1"
"Owner","2007","66 and older","West Germany","2045","0.553801277495242","0.536747752822751","0.570854802167733","1"
"Owner","2007","66 and older","East Germany","451","0.332860100059552","0.305517198667534","0.36020300145157","1"
"Resident or shared accommodation","2007","16-34 y.","East Germany","","","","","5"
"Resident or shared accommodation","2007","16-34 y.","West Germany","2","","","","5"
"Resident or shared accommodation","2007","35-65 y.","West Germany","4","","","","5"
"Resident or shared accommodation","2007","35-65 y.","East Germany","","","","","5"
"Resident or shared accommodation","2007","66 and older","West Germany","31","0.0124897867329685","0.00867981875672879","0.0162997547092082","5"
"Resident or shared accommodation","2007","66 and older","East Germany","13","","","","5"
"Subtenant","2007","16-34 y.","East Germany","54","0.0557967963647896","0.043357907549077","0.0682356851805022","3"
"Subtenant","2007","16-34 y.","West Germany","128","0.0477685660519804","0.0409542332346716","0.0545828988692892","3"
"Subtenant","2007","35-65 y.","West Germany","77","0.0122718209648229","0.00997467512321088","0.0145689668064349","3"
"Subtenant","2007","35-65 y.","East Germany","34","0.021782198225618","0.0162401778485272","0.0273242186027088","3"
"Subtenant","2007","66 and older","West Germany","39","0.0172853111543503","0.0128140983466679","0.0217565239620326","3"
"Subtenant","2007","66 and older","East Germany","17","","","","3"
"Tenant","2007","16-34 y.","East Germany","","","","","4"
"Tenant","2007","16-34 y.","West Germany","","","","","4"
"Tenant","2007","35-65 y.","West Germany","","","","","4"
"Tenant","2007","35-65 y.","East Germany","2","","","","4"
"Tenant","2007","66 and older","West Germany","","","","","4"
"Tenant","2007","66 and older","East Germany","","","","","4"
"Main tenant","2008","16-34 y.","East Germany","665","0.632269195420548","0.604768785985038","0.659769604856058","2"
"Main tenant","2008","16-34 y.","West Germany","1885","0.603989481663409","0.587672355940126","0.620306607386691","2"
"Main tenant","2008","35-65 y.","West Germany","3108","0.466252052686935","0.455440127666971","0.477063977706898","2"
"Main tenant","2008","35-65 y.","East Germany","1084","0.514747882415433","0.495219162505296","0.53427660232557","2"
"Main tenant","2008","66 and older","West Germany","1071","0.391202992846467","0.374357337416242","0.408048648276692","2"
"Main tenant","2008","66 and older","East Germany","647","0.607898475194976","0.57950793095388","0.636289019436073","2"
"Owner","2008","16-34 y.","West Germany","1464","0.358809304097231","0.342806316624074","0.374812291570388","1"
"Owner","2008","16-34 y.","East Germany","472","0.304149709969953","0.277912071002102","0.330387348937804","1"
"Owner","2008","35-65 y.","West Germany","4981","0.517901491403249","0.507071801712326","0.528731181094172","1"
"Owner","2008","35-65 y.","East Germany","1393","0.463139873555714","0.44365581465985","0.482623932451578","1"
"Owner","2008","66 and older","West Germany","2075","0.575130193858262","0.558066950182098","0.592193437534426","1"
"Owner","2008","66 and older","East Germany","458","0.344959749093555","0.317317261035505","0.372602237151605","1"
"Resident or shared accommodation","2008","16-34 y.","East Germany","","","","","5"
"Resident or shared accommodation","2008","16-34 y.","West Germany","1","","","","5"
"Resident or shared accommodation","2008","35-65 y.","West Germany","3","","","","5"
"Resident or shared accommodation","2008","35-65 y.","East Germany","","","","","5"
"Resident or shared accommodation","2008","66 and older","West Germany","32","0.0135133801048649","0.00952792271375433","0.0174988374959755","5"
"Resident or shared accommodation","2008","66 and older","East Germany","11","","","","5"
"Subtenant","2008","16-34 y.","West Germany","101","0.0359424363302286","0.0297318750613792","0.042152997599078","3"
"Subtenant","2008","16-34 y.","East Germany","44","0.0635810946094995","0.0496648443882293","0.0774973448307697","3"
"Subtenant","2008","35-65 y.","West Germany","86","0.0147444411252016","0.0121322007200726","0.0173566815303305","3"
"Subtenant","2008","35-65 y.","East Germany","37","0.0218952104403643","0.0161770014073575","0.0276134194733712","3"
"Subtenant","2008","66 and older","East Germany","20","","","","3"
"Subtenant","2008","66 and older","West Germany","46","0.0201534331904063","0.0153027363587558","0.0250041300220568","3"
"Tenant","2008","16-34 y.","West Germany","","","","","4"
"Tenant","2008","16-34 y.","East Germany","","","","","4"
"Tenant","2008","35-65 y.","West Germany","","","","","4"
"Tenant","2008","35-65 y.","East Germany","2","","","","4"
"Tenant","2008","66 and older","East Germany","","","","","4"
"Tenant","2008","66 and older","West Germany","","","","","4"
"Main tenant","2009","16-34 y.","West Germany","1737","0.599810120869888","0.58276292307265","0.616857318667126","2"
"Main tenant","2009","16-34 y.","East Germany","605","0.65083286700225","0.622269617139289","0.679396116865211","2"
"Main tenant","2009","35-65 y.","West Germany","2844","0.459687749675655","0.448413990449047","0.470961508902263","2"
"Main tenant","2009","66 and older","West Germany","1035","0.387231590329875","0.3700591442145","0.40440403644525","2"
"Main tenant","2009","35-65 y.","East Germany","968","0.487985301689248","0.467962234590913","0.508008368787584","2"
"Main tenant","2009","66 and older","East Germany","644","0.61451192146168","0.586108924106422","0.642914918816938","2"
"Owner","2009","16-34 y.","West Germany","1337","0.35903950854363","0.342347837940723","0.375731179146538","1"
"Owner","2009","16-34 y.","East Germany","404","0.290228353349574","0.2630335799536","0.317423126745548","1"
"Owner","2009","35-65 y.","West Germany","4584","0.523903224080887","0.51260557609275","0.535200872069023","1"
"Owner","2009","35-65 y.","East Germany","1380","0.485644289487233","0.46562369615598","0.505664882818486","1"
"Owner","2009","66 and older","West Germany","1977","0.580266478283727","0.562868485064332","0.597664471503121","1"
"Owner","2009","66 and older","East Germany","459","0.360531586239561","0.332511159207808","0.388552013271313","1"
"Resident or shared accommodation","2009","16-34 y.","West Germany","1","","","","5"
"Resident or shared accommodation","2009","16-34 y.","East Germany","","","","","5"
"Resident or shared accommodation","2009","35-65 y.","West Germany","3","","","","5"
"Resident or shared accommodation","2009","35-65 y.","East Germany","1","","","","5"
"Resident or shared accommodation","2009","66 and older","West Germany","30","0.0132507058124908","0.00921962498124395","0.0172817866437376","5"
"Resident or shared accommodation","2009","66 and older","East Germany","5","","","","5"
"Subtenant","2009","16-34 y.","West Germany","98","0.0398557531067308","0.0330492067462184","0.0466622994672433","3"
"Subtenant","2009","16-34 y.","East Germany","61","0.0589387796481762","0.0448275223566359","0.0730500369397166","3"
"Subtenant","2009","35-65 y.","West Germany","76","0.0155509822351496","0.0127520627167838","0.0183499017535155","3"
"Subtenant","2009","35-65 y.","East Germany","43","0.0259164713353987","0.0195518575857587","0.0322810850850387","3"
"Subtenant","2009","66 and older","West Germany","49","0.0192512255739078","0.0144071973272314","0.0240952538205843","3"
"Subtenant","2009","66 and older","East Germany","20","","","","3"
"Tenant","2009","16-34 y.","West Germany","","","","","4"
"Tenant","2009","16-34 y.","East Germany","","","","","4"
"Tenant","2009","35-65 y.","West Germany","","","","","4"
"Tenant","2009","35-65 y.","East Germany","2","","","","4"
"Tenant","2009","66 and older","East Germany","","","","","4"
"Tenant","2009","66 and older","West Germany","","","","","4"
"Main tenant","2010","16-34 y.","West Germany","3251","0.587370749620025","0.57418747099198","0.60055402824807","2"
"Main tenant","2010","16-34 y.","East Germany","1047","0.654829823651713","0.631483362445054","0.678176284858372","2"
"Main tenant","2010","35-65 y.","West Germany","4448","0.459203671593928","0.449686857360237","0.46872048582762","2"
"Main tenant","2010","35-65 y.","East Germany","1267","0.47818407246455","0.4599183650487","0.4964497798804","2"
"Main tenant","2010","66 and older","West Germany","988","0.383324420634196","0.365940910621188","0.400707930647204","2"
"Main tenant","2010","66 and older","East Germany","607","0.609636260773207","0.580420077134726","0.638852444411689","2"
"Owner","2010","16-34 y.","West Germany","1983","0.377817190538644","0.364833829656816","0.390800551420472","1"
"Owner","2010","16-34 y.","East Germany","485","0.294897317385816","0.272504857877837","0.317289776893795","1"
"Owner","2010","35-65 y.","West Germany","5991","0.52447090716894","0.514933698249233","0.534008116088647","1"
"Owner","2010","35-65 y.","East Germany","1553","0.498974263033994","0.480691182659043","0.517257343408945","1"
"Owner","2010","66 and older","West Germany","1951","0.583176883113496","0.565548929401653","0.600804836825339","1"
"Owner","2010","66 and older","East Germany","438","0.366017137805505","0.337167336594806","0.394866939016205","1"
"Resident or shared accommodation","2010","16-34 y.","West Germany","3","","","","5"
"Resident or shared accommodation","2010","16-34 y.","East Germany","","","","","5"
"Resident or shared accommodation","2010","35-65 y.","West Germany","3","","","","5"
"Resident or shared accommodation","2010","35-65 y.","East Germany","1","","","","5"
"Resident or shared accommodation","2010","66 and older","West Germany","28","","","","5"
"Resident or shared accommodation","2010","66 and older","East Germany","6","","","","5"
"Subtenant","2010","16-34 y.","West Germany","120","0.0334410362496173","0.0286266458149515","0.0382554266842832","3"
"Subtenant","2010","16-34 y.","East Germany","61","0.0502728589624715","0.0395426934826615","0.0610030244422814","3"
"Subtenant","2010","35-65 y.","West Germany","89","0.0154056629208106","0.0130536434572959","0.0177576823843253","3"
"Subtenant","2010","35-65 y.","East Germany","50","0.0223901548801155","0.0169802253232187","0.0278000844370122","3"
"Subtenant","2010","66 and older","West Germany","37","0.0192638242147989","0.0143493936460745","0.0241782547835233","3"
"Subtenant","2010","66 and older","East Germany","18","","","","3"
"Tenant","2010","16-34 y.","West Germany","","","","","4"
"Tenant","2010","35-65 y.","West Germany","2","","","","4"
"Tenant","2010","16-34 y.","East Germany","","","","","4"
"Tenant","2010","66 and older","West Germany","1","","","","4"
"Tenant","2010","35-65 y.","East Germany","2","","","","4"
"Tenant","2010","66 and older","East Germany","2","","","","4"
"Main tenant","2011","16-34 y.","West Germany","3377","0.582219339399832","0.569413609178575","0.595025069621089","2"
"Main tenant","2011","16-34 y.","East Germany","1117","0.689206561524989","0.666875120872801","0.711538002177177","2"
"Main tenant","2011","35-65 y.","West Germany","5395","0.442064230337878","0.433521855428553","0.450606605247203","2"
"Main tenant","2011","35-65 y.","East Germany","1645","0.495759398476259","0.479126223033349","0.512392573919169","2"
"Main tenant","2011","66 and older","West Germany","1327","0.385459397281143","0.370223442764204","0.400695351798083","2"
"Main tenant","2011","66 and older","East Germany","739","0.610781382079192","0.584195165858758","0.637367598299626","2"
"Owner","2011","16-34 y.","West Germany","2184","0.38041555562214","0.367809876293315","0.393021234950966","1"
"Owner","2011","16-34 y.","East Germany","488","0.2739474218703","0.252428338720536","0.295466505020065","1"
"Owner","2011","35-65 y.","West Germany","7491","0.544400240109776","0.535833911406852","0.552966568812701","1"
"Owner","2011","35-65 y.","East Germany","1781","0.486193247222097","0.469565816410949","0.502820678033245","1"
"Owner","2011","66 and older","West Germany","2521","0.589992984810022","0.57459640969326","0.605389559926784","1"
"Owner","2011","66 and older","East Germany","523","0.362614826224903","0.336400385821846","0.38882926662796","1"
"Resident or shared accommodation","2011","16-34 y.","East Germany","","","","","5"
"Resident or shared accommodation","2011","16-34 y.","West Germany","1","","","","5"
"Resident or shared accommodation","2011","35-65 y.","West Germany","3","","","","5"
"Resident or shared accommodation","2011","35-65 y.","East Germany","","","","","5"
"Resident or shared accommodation","2011","66 and older","West Germany","36","0.0127697971961048","0.00925495141667543","0.0162846429755342","5"
"Resident or shared accommodation","2011","66 and older","East Germany","12","","","","5"
"Subtenant","2011","16-34 y.","West Germany","136","0.0364172137703639","0.0315533125900565","0.0412811149506713","3"
"Subtenant","2011","16-34 y.","East Germany","45","0.0368460166047108","0.0277563228128813","0.0459357103965403","3"
"Subtenant","2011","35-65 y.","West Germany","93","0.0129503280000019","0.0110056230217147","0.0148950329782892","3"
"Subtenant","2011","35-65 y.","East Germany","43","0.0178741466563764","0.0134663960442146","0.0222818972685381","3"
"Subtenant","2011","66 and older","East Germany","16","","","","3"
"Subtenant","2011","66 and older","West Germany","35","0.0117618171904927","0.00838682256991713","0.0151368118110683","3"
"Tenant","2011","16-34 y.","West Germany","","","","","4"
"Tenant","2011","16-34 y.","East Germany","","","","","4"
"Tenant","2011","35-65 y.","West Germany","2","","","","4"
"Tenant","2011","35-65 y.","East Germany","2","","","","4"
"Tenant","2011","66 and older","West Germany","1","","","","4"
"Tenant","2011","66 and older","East Germany","2","","","","4"
"Main tenant","2012","16-34 y.","West Germany","3185","0.598851665480715","0.585776602830755","0.611926728130674","2"
"Main tenant","2012","16-34 y.","East Germany","1026","0.685342968087593","0.661803307525158","0.708882628650028","2"
"Main tenant","2012","35-65 y.","East Germany","1661","0.492866284291907","0.476253337501256","0.509479231082558","2"
"Main tenant","2012","35-65 y.","West Germany","5251","0.441313796787619","0.432658181928195","0.449969411647043","2"
"Main tenant","2012","66 and older","West Germany","1356","0.383974201549837","0.368818696182478","0.399129706917197","2"
"Main tenant","2012","66 and older","East Germany","763","0.622073301309626","0.595776612283809","0.648369990335443","2"
"Owner","2012","16-34 y.","West Germany","2111","0.369490530336243","0.356614585306652","0.382366475365835","1"
"Owner","2012","16-34 y.","East Germany","417","0.261213918366639","0.238945723961361","0.283482112771917","1"
"Owner","2012","35-65 y.","West Germany","7300","0.545848195370476","0.537169056056072","0.55452733468488","1"
"Owner","2012","35-65 y.","East Germany","1762","0.48660357370739","0.469994900333415","0.503212247081365","1"
"Owner","2012","66 and older","West Germany","2536","0.595557536160903","0.580263920018364","0.610851152303442","1"
"Owner","2012","66 and older","East Germany","508","0.349378824530555","0.323521184265645","0.375236464795464","1"
"Resident or shared accommodation","2012","16-34 y.","West Germany","","","","","5"
"Resident or shared accommodation","2012","16-34 y.","East Germany","","","","","5"
"Resident or shared accommodation","2012","35-65 y.","West Germany","3","","","","5"
"Resident or shared accommodation","2012","35-65 y.","East Germany","","","","","5"
"Resident or shared accommodation","2012","66 and older","West Germany","22","","","","5"
"Resident or shared accommodation","2012","66 and older","East Germany","12","","","","5"
"Subtenant","2012","16-34 y.","West Germany","102","0.0316578041830421","0.0269870557848168","0.0363285525812674","3"
"Subtenant","2012","16-34 y.","East Germany","52","0.053443113545768","0.042042014191954","0.0648442128995821","3"
"Subtenant","2012","35-65 y.","East Germany","54","0.020373318195248","0.0156788968875428","0.0250677395029532","3"
"Subtenant","2012","35-65 y.","West Germany","86","0.0118959527364756","0.0100060426097064","0.0137858628632448","3"
"Subtenant","2012","66 and older","East Germany","22","","","","3"
"Subtenant","2012","66 and older","West Germany","41","0.0126920817694847","0.00920379090731558","0.0161803726316537","3"
"Tenant","2012","16-34 y.","East Germany","","","","","4"
"Tenant","2012","16-34 y.","West Germany","","","","","4"
"Tenant","2012","35-65 y.","West Germany","2","","","","4"
"Tenant","2012","35-65 y.","East Germany","2","","","","4"
"Tenant","2012","66 and older","West Germany","1","","","","4"
"Tenant","2012","66 and older","East Germany","1","","","","4"
"Main tenant","2013","16-34 y.","West Germany","4489","0.622885527660741","0.611522021210489","0.634249034110993","2"
"Main tenant","2013","16-34 y.","East Germany","1029","0.674920623969232","0.65082790353275","0.699013344405713","2"
"Main tenant","2013","35-65 y.","West Germany","6672","0.437730885729963","0.429580834853379","0.445880936606548","2"
"Main tenant","2013","35-65 y.","East Germany","1771","0.485701956284254","0.469219189792688","0.502184722775821","2"
"Main tenant","2013","66 and older","West Germany","1334","0.367922574456817","0.352697634325505","0.38314751458813","2"
"Main tenant","2013","66 and older","East Germany","711","0.577698152798545","0.550382269331089","0.605014036266001","2"
"Owner","2013","16-34 y.","West Germany","2366","0.354467705494954","0.343252197046865","0.365683213943043","1"
"Owner","2013","16-34 y.","East Germany","387","0.281038607940938","0.257917930203478","0.304159285678398","1"
"Owner","2013","35-65 y.","West Germany","7452","0.549602518191896","0.541429039324622","0.55777599705917","1"
"Owner","2013","35-65 y.","East Germany","1703","0.49230822079316","0.475820662156621","0.508795779429699","1"
"Owner","2013","66 and older","West Germany","2457","0.61167065635633","0.596283755214366","0.627057557498294","1"
"Owner","2013","66 and older","East Germany","508","0.385992657343495","0.359069277692096","0.412916036994893","1"
"Resident or shared accommodation","2013","16-34 y.","West Germany","","","","","5"
"Resident or shared accommodation","2013","16-34 y.","East Germany","","","","","5"
"Resident or shared accommodation","2013","35-65 y.","West Germany","1","","","","5"
"Resident or shared accommodation","2013","35-65 y.","East Germany","","","","","5"
"Resident or shared accommodation","2013","66 and older","West Germany","30","0.00931071014783055","0.00627854833974303","0.0123428719559181","5"
"Resident or shared accommodation","2013","66 and older","East Germany","14","","","","5"
"Subtenant","2013","16-34 y.","West Germany","133","0.0226467668443048","0.0191585736990371","0.0261349599895725","3"
"Subtenant","2013","16-34 y.","East Germany","36","0.0440407680898304","0.0334868939431181","0.0545946422365428","3"
"Subtenant","2013","35-65 y.","West Germany","109","0.0122237452492767","0.010418583815904","0.0140289066826493","3"
"Subtenant","2013","35-65 y.","East Germany","56","0.0218551316664425","0.0170332555577646","0.0266770077751205","3"
"Subtenant","2013","66 and older","West Germany","33","0.0110960590390215","0.0077889107466496","0.0144032073313935","3"
"Subtenant","2013","66 and older","East Germany","22","","","","3"
"Tenant","2013","16-34 y.","West Germany","","","","","4"
"Tenant","2013","16-34 y.","East Germany","","","","","4"
"Tenant","2013","35-65 y.","West Germany","","","","","4"
"Tenant","2013","35-65 y.","East Germany","2","","","","4"
"Tenant","2013","66 and older","West Germany","","","","","4"
"Tenant","2013","66 and older","East Germany","1","","","","4"
"Main tenant","2014","16-34 y.","West Germany","3704","0.624820051055918","0.612454183154059","0.637185918957778","2"
"Main tenant","2014","16-34 y.","East Germany","900","0.67281638643632","0.64703248764637","0.69860028522627","2"
"Main tenant","2014","35-65 y.","West Germany","5662","0.446884757351496","0.438141808999738","0.455627705703254","2"
"Main tenant","2014","35-65 y.","East Germany","1578","0.491483638621279","0.474143377640462","0.508823899602095","2"
"Main tenant","2014","66 and older","West Germany","1281","0.358683839146692","0.34337607290691","0.373991605386474","2"
"Main tenant","2014","66 and older","East Germany","730","0.620246618198615","0.59322287748012","0.647270358917109","2"
"Owner","2014","16-34 y.","West Germany","2065","0.351225227274885","0.339033446578077","0.363417007971692","1"
"Owner","2014","16-34 y.","East Germany","328","0.259507914214028","0.235417733964891","0.283598094463165","1"
"Owner","2014","35-65 y.","West Germany","6673","0.542521035590681","0.533760186807037","0.551281884374326","1"
"Owner","2014","35-65 y.","East Germany","1566","0.483959953553537","0.466626103005749","0.501293804101324","1"
"Owner","2014","66 and older","West Germany","2422","0.619015415868928","0.603515681380672","0.634515150357184","1"
"Owner","2014","66 and older","East Germany","480","0.348325400725027","0.321796429582775","0.374854371867278","1"
"Resident or shared accommodation","2014","16-34 y.","West Germany","1","","","","5"
"Resident or shared accommodation","2014","16-34 y.","East Germany","1","","","","5"
"Resident or shared accommodation","2014","35-65 y.","West Germany","1","","","","5"
"Resident or shared accommodation","2014","35-65 y.","East Germany","1","","","","5"
"Resident or shared accommodation","2014","66 and older","West Germany","29","","","","5"
"Resident or shared accommodation","2014","66 and older","East Germany","9","","","","5"
"Subtenant","2014","16-34 y.","West Germany","119","0.0238046249413131","0.0199112488432224","0.0276980010394038","3"
"Subtenant","2014","16-34 y.","East Germany","43","0.0674723505413005","0.0536876189522879","0.0812570821303131","3"
"Subtenant","2014","35-65 y.","West Germany","86","0.0101425885182302","0.0083805595198792","0.0119046175165811","3"
"Subtenant","2014","35-65 y.","East Germany","48","0.0244697257496959","0.0191107281990386","0.0298287233003533","3"
"Subtenant","2014","66 and older","East Germany","17","","","","3"
"Subtenant","2014","66 and older","West Germany","39","0.0136497539732086","0.00994637790945442","0.0173531300369628","3"
"Tenant","2014","16-34 y.","West Germany","","","","","4"
"Tenant","2014","35-65 y.","West Germany","","","","","4"
"Tenant","2014","16-34 y.","East Germany","","","","","4"
"Tenant","2014","35-65 y.","East Germany","","","","","4"
"Tenant","2014","66 and older","West Germany","","","","","4"
"Tenant","2014","66 and older","East Germany","3","","","","4"
"Main tenant","2015","16-34 y.","West Germany","3983","0.620513434402653","0.608286760993619","0.632740107811687","2"
"Main tenant","2015","16-34 y.","East Germany","891","0.704137329565026","0.678629746701889","0.729644912428163","2"
"Main tenant","2015","35-65 y.","West Germany","5719","0.448775948516274","0.439947396499185","0.457604500533364","2"
"Main tenant","2015","35-65 y.","East Germany","1561","0.510713921349058","0.493031196831166","0.52839664586695","2"
"Main tenant","2015","66 and older","East Germany","713","0.596733712144197","0.569440889949511","0.624026534338883","2"
"Main tenant","2015","66 and older","West Germany","1263","0.349716330542113","0.334408292971008","0.365024368113217","2"
"Owner","2015","16-34 y.","West Germany","1921","0.346436257675896","0.334447058938668","0.358425456413124","1"
"Owner","2015","35-65 y.","West Germany","6361","0.539359263917551","0.530511554393677","0.548206973441426","1"
"Owner","2015","35-65 y.","East Germany","1470","0.473675596546669","0.456013341080249","0.491337852013088","1"
"Owner","2015","16-34 y.","East Germany","300","0.256117641367371","0.231724518020764","0.280510764713978","1"
"Owner","2015","66 and older","West Germany","2392","0.628966163124236","0.613459064859073","0.6444732613894","1"
"Owner","2015","66 and older","East Germany","497","0.370937305191106","0.344061627627306","0.397812982754907","1"
"Resident or shared accommodation","2015","16-34 y.","West Germany","1","","","","5"
"Resident or shared accommodation","2015","16-34 y.","East Germany","","","","","5"
"Resident or shared accommodation","2015","35-65 y.","West Germany","3","","","","5"
"Resident or shared accommodation","2015","35-65 y.","East Germany","","","","","5"
"Resident or shared accommodation","2015","66 and older","West Germany","32","0.00921826521993746","0.00615048859084098","0.0122860418490339","5"
"Resident or shared accommodation","2015","66 and older","East Germany","12","","","","5"
"Subtenant","2015","16-34 y.","East Germany","39","0.0397450290676033","0.0288273524382054","0.0506627056970012","3"
"Subtenant","2015","16-34 y.","West Germany","146","0.0330209003232723","0.0285185683563926","0.037523232290152","3"
"Subtenant","2015","35-65 y.","West Germany","109","0.011171837743643","0.00930617414850724","0.0130375013387788","3"
"Subtenant","2015","35-65 y.","East Germany","39","0.0156104821042734","0.0112254724746604","0.0199954917338864","3"
"Subtenant","2015","66 and older","East Germany","19","","","","3"
"Subtenant","2015","66 and older","West Germany","41","0.0120992411137135","0.00858973612234457","0.0156087461050825","3"
"Tenant","2015","16-34 y.","East Germany","","","","","4"
"Tenant","2015","16-34 y.","West Germany","","","","","4"
"Tenant","2015","35-65 y.","West Germany","","","","","4"
"Tenant","2015","35-65 y.","East Germany","","","","","4"
"Tenant","2015","66 and older","West Germany","","","","","4"
"Tenant","2015","66 and older","East Germany","","","","","4"
"Main tenant","2016","16-34 y.","West Germany","3263","0.611997299267139","0.598670443098649","0.625324155435628","2"
"Main tenant","2016","16-34 y.","East Germany","759","0.707003614507636","0.679834176263163","0.734173052752108","2"
"Main tenant","2016","35-65 y.","West Germany","5104","0.447972667055679","0.438705287636829","0.457240046474528","2"
"Main tenant","2016","35-65 y.","East Germany","1445","0.487718794407054","0.469523338549607","0.5059142502645","2"
"Main tenant","2016","66 and older","East Germany","666","0.574890353993604","0.54681435611689","0.602966351870318","2"
"Main tenant","2016","66 and older","West Germany","1245","0.353453884844827","0.33781857394327","0.369089195746385","2"
"Owner","2016","16-34 y.","West Germany","1738","0.346459758013363","0.333446137158398","0.359473378868328","1"
"Owner","2016","35-65 y.","West Germany","5866","0.541388755778404","0.532102773298924","0.550674738257883","1"
"Owner","2016","16-34 y.","East Germany","286","0.240588928693087","0.215072787777594","0.26610506960858","1"
"Owner","2016","35-65 y.","East Germany","1402","0.486307002214697","0.468112881673024","0.50450112275637","1"
"Owner","2016","66 and older","West Germany","2282","0.623085598249928","0.607235366698506","0.63893582980135","1"
"Owner","2016","66 and older","East Germany","497","0.386715754343308","0.359057864214815","0.414373644471801","1"
"Resident or shared accommodation","2016","16-34 y.","West Germany","1","","","","5"
"Resident or shared accommodation","2016","16-34 y.","East Germany","","","","","5"
"Resident or shared accommodation","2016","35-65 y.","West Germany","5","","","","5"
"Resident or shared accommodation","2016","35-65 y.","East Germany","","","","","5"
"Resident or shared accommodation","2016","66 and older","West Germany","29","","","","5"
"Resident or shared accommodation","2016","66 and older","East Germany","11","","","","5"
"Subtenant","2016","16-34 y.","West Germany","134","0.0415043753118021","0.0360495908882044","0.0469591597353997","3"
"Subtenant","2016","16-34 y.","East Germany","33","0.0524074567992776","0.0391045646432749","0.0657103489552802","3"
"Subtenant","2016","35-65 y.","West Germany","86","0.00953312744422444","0.00772225203352972","0.0113440028549192","3"
"Subtenant","2016","35-65 y.","East Germany","52","0.0259742033782493","0.0201841798133535","0.0317642269431451","3"
"Subtenant","2016","66 and older","West Germany","35","0.0122539956927275","0.00865565822545579","0.0158523331599992","3"
"Subtenant","2016","66 and older","East Germany","17","","","","3"
"Tenant","2016","16-34 y.","West Germany","","","","","4"
"Tenant","2016","16-34 y.","East Germany","","","","","4"
"Tenant","2016","35-65 y.","West Germany","","","","","4"
"Tenant","2016","35-65 y.","East Germany","","","","","4"
"Tenant","2016","66 and older","East Germany","","","","","4"
"Tenant","2016","66 and older","West Germany","","","","","4"
"Main tenant","2017","16-34 y.","West Germany","4603","0.627720068232469","0.616465348253079","0.638974788211859","2"
"Main tenant","2017","16-34 y.","East Germany","1071","0.711601815026849","0.688954019142255","0.734249610911443","2"
"Main tenant","2017","35-65 y.","West Germany","6515","0.442393649900386","0.433994605417763","0.450792694383008","2"
"Main tenant","2017","35-65 y.","East Germany","1833","0.487696277747617","0.471235047531026","0.504157507964208","2"
"Main tenant","2017","66 and older","West Germany","1295","0.344103950620741","0.329022817206197","0.359185084035284","2"
"Main tenant","2017","66 and older","East Germany","667","0.547825695327223","0.520157128402366","0.57549426225208","2"
"Owner","2017","16-34 y.","West Germany","1927","0.328243717146789","0.317311180188201","0.339176254105377","1"
"Owner","2017","16-34 y.","East Germany","327","0.222769479421185","0.201967056312987","0.243571902529384","1"
"Owner","2017","35-65 y.","West Germany","6589","0.540856627587566","0.532429553317807","0.549283701857324","1"
"Owner","2017","35-65 y.","East Germany","1609","0.487003486552669","0.470542833753501","0.503464139351838","1"
"Owner","2017","66 and older","West Germany","2423","0.629050372782596","0.613715794865953","0.64438495069924","1"
"Owner","2017","66 and older","East Germany","532","0.398067988724386","0.370855712294126","0.425280265154647","1"
"Resident or shared accommodation","2017","16-34 y.","West Germany","338","0.00716759678348384","0.00520359612519144","0.00913159744177623","5"
"Resident or shared accommodation","2017","16-34 y.","East Germany","69","0.00895313156928784","0.0042439467279857","0.01366231641059","5"
"Resident or shared accommodation","2017","35-65 y.","West Germany","167","0.00244739738946728","0.00161182951727359","0.00328296526166096","5"
"Resident or shared accommodation","2017","35-65 y.","East Germany","40","0.000975242036348564","-5.26988594494472e-05","0.00200318293214657","5"
"Resident or shared accommodation","2017","66 and older","West Germany","41","0.0116140683050194","0.00821290793107531","0.0150152286789634","5"
"Resident or shared accommodation","2017","66 and older","East Germany","15","","","","5"
"Subtenant","2017","16-34 y.","West Germany","219","0.0368686178372583","0.0324814114039848","0.0412558242705318","3"
"Subtenant","2017","16-34 y.","East Germany","70","0.0566755739826778","0.0451160577056701","0.0682350902596854","3"
"Subtenant","2017","35-65 y.","West Germany","162","0.0143023251225815","0.0122944496580887","0.0163102005870742","3"
"Subtenant","2017","35-65 y.","East Germany","60","0.0243249936633651","0.0192515508386366","0.0293984364880936","3"
"Subtenant","2017","66 and older","West Germany","53","0.015231608291644","0.0113437397087211","0.0191194768745669","3"
"Subtenant","2017","66 and older","East Germany","29","","","","3"
"Tenant","2017","16-34 y.","West Germany","","","","","4"
"Tenant","2017","16-34 y.","East Germany","","","","","4"
"Tenant","2017","35-65 y.","East Germany","","","","","4"
"Tenant","2017","35-65 y.","West Germany","","","","","4"
"Tenant","2017","66 and older","East Germany","","","","","4"
"Tenant","2017","66 and older","West Germany","","","","","4"
"Main tenant","2018","16-34 y.","West Germany","4913","0.614039939447448","0.602956381979744","0.625123496915151","2"
