"hgowner","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Subtenant","2006","Couple + C. GT 16 ","33","0.0129991009857061","0.0093967498434504","0.0166014521279619","3"
"Subtenant","2006","Couple + C. LE and GT 16","8","","","","3"
"Tenant","2006","1-pers.-HH","","","","","4"
"Tenant","2006","(Married) couple without C. ","2","","","","4"
"Tenant","2006","Single parent ","","","","","4"
"Tenant","2006","Couple + C. LE 16 ","","","","","4"
"Tenant","2006","Couple + C. GT 16 ","","","","","4"
"Tenant","2006","Couple + C. LE and GT 16","","","","","4"
"Main tenant","2007","1-pers.-HH","2104","0.680401117009563","0.664198575650857","0.69660365836827","2"
"Main tenant","2007","(Married) couple without C. ","3113","0.451432058048651","0.440084666045861","0.462779450051442","2"
"Main tenant","2007","Single parent ","745","0.708893242680885","0.682717562656013","0.735068922705757","2"
"Main tenant","2007","Couple + C. LE 16 ","1547","0.486532928786314","0.470189924276513","0.502875933296115","2"
"Main tenant","2007","Couple + C. GT 16 ","1055","0.365926789869451","0.35037021309266","0.381483366646242","2"
"Main tenant","2007","Couple + C. LE and GT 16","450","0.374982224867855","0.35031792690286","0.399646522832849","2"
"Owner","2007","1-pers.-HH","892","0.256653369332163","0.241477024810498","0.271829713853827","1"
"Owner","2007","(Married) couple without C. ","4152","0.523663553458787","0.512275021939413","0.535052084978162","1"
"Owner","2007","Single parent ","395","0.274524927423524","0.248810103700277","0.300239751146771","1"
"Owner","2007","Couple + C. LE 16 ","2001","0.500257301638209","0.48390836806565","0.516606235210768","1"
"Owner","2007","Couple + C. GT 16 ","2610","0.627467872572704","0.611853488957994","0.643082256187414","1"
"Owner","2007","Couple + C. LE and GT 16","1028","0.624589773652244","0.599919855002644","0.649259692301845","1"
"Resident or shared accommodation","2007","(Married) couple without C. ","9","","","","5"
"Resident or shared accommodation","2007","1-pers.-HH","41","0.0145454648231112","0.0103855915368118","0.0187053381094106","5"
"Resident or shared accommodation","2007","Single parent ","","","","","5"
"Resident or shared accommodation","2007","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","2007","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2007","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2007","(Married) couple without C. ","112","0.0230565400562683","0.0196342530319308","0.0264788270806058","3"
"Subtenant","2007","1-pers.-HH","145","0.0484000488351628","0.0409433241444606","0.055856773525865","3"
"Subtenant","2007","Single parent ","17","","","","3"
"Subtenant","2007","Couple + C. LE 16 ","45","0.0132097695754769","0.00947658447336764","0.0169429546775861","3"
"Subtenant","2007","Couple + C. GT 16 ","18","","","","3"
"Subtenant","2007","Couple + C. LE and GT 16","2","","","","3"
"Tenant","2007","(Married) couple without C. ","2","","","","4"
"Tenant","2007","1-pers.-HH","","","","","4"
"Tenant","2007","Single parent ","","","","","4"
"Tenant","2007","Couple + C. LE 16 ","","","","","4"
"Tenant","2007","Couple + C. GT 16 ","","","","","4"
"Tenant","2007","Couple + C. LE and GT 16","","","","","4"
"Main tenant","2008","(Married) couple without C. ","2916","0.447820690492555","0.436241710433047","0.459399670552062","2"
"Main tenant","2008","1-pers.-HH","1999","0.671523881970018","0.654877801817663","0.688169962122373","2"
"Main tenant","2008","Single parent ","732","0.716200036626295","0.689913570410706","0.742486502841885","2"
"Main tenant","2008","Couple + C. LE 16 ","1389","0.488517802251629","0.471239022811274","0.505796581691985","2"
"Main tenant","2008","Couple + C. GT 16 ","981","0.346566032784448","0.330718815960337","0.362413249608559","2"
"Main tenant","2008","Couple + C. LE and GT 16","326","0.284928925045551","0.260688576849735","0.309169273241367","2"
"Owner","2008","1-pers.-HH","892","0.26554214401006","0.249889795129159","0.281194492890961","1"
"Owner","2008","(Married) couple without C. ","4038","0.528679078488366","0.517055694509879","0.540302462466853","1"
"Owner","2008","Single parent ","389","0.278769008230011","0.252625232793778","0.304912783666243","1"
"Owner","2008","Couple + C. LE 16 ","1791","0.498674385097905","0.481391108498822","0.515957661696988","1"
"Owner","2008","Couple + C. GT 16 ","2469","0.645602520369744","0.629673573259591","0.661531467479897","1"
"Owner","2008","Couple + C. LE and GT 16","992","0.694833195167725","0.670104289204691","0.719562101130758","1"
"Resident or shared accommodation","2008","(Married) couple without C. ","9","","","","5"
"Resident or shared accommodation","2008","1-pers.-HH","38","0.0151964616470008","0.0108606002599501","0.0195323230340514","5"
"Resident or shared accommodation","2008","Single parent ","","","","","5"
"Resident or shared accommodation","2008","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","2008","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2008","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2008","1-pers.-HH","129","0.0477375123729209","0.0401807184195224","0.0552943063263194","3"
"Subtenant","2008","(Married) couple without C. ","120","0.0219563040408681","0.0185440849313106","0.0253685231504257","3"
"Subtenant","2008","Single parent ","9","","","","3"
"Subtenant","2008","Couple + C. LE 16 ","35","0.0128078126504653","0.00892097912228273","0.0166946461786479","3"
"Subtenant","2008","Couple + C. LE and GT 16","14","","","","3"
"Subtenant","2008","Couple + C. GT 16 ","14","","","","3"
"Tenant","2008","1-pers.-HH","","","","","4"
"Tenant","2008","(Married) couple without C. ","2","","","","4"
"Tenant","2008","Single parent ","","","","","4"
"Tenant","2008","Couple + C. LE 16 ","","","","","4"
"Tenant","2008","Couple + C. LE and GT 16","","","","","4"
"Tenant","2008","Couple + C. GT 16 ","","","","","4"
"Main tenant","2009","1-pers.-HH","1897","0.67006000146934","0.652976537833127","0.687143465105552","2"
"Main tenant","2009","(Married) couple without C. ","2750","0.444547251129715","0.432631816732878","0.456462685526552","2"
"Main tenant","2009","Single parent ","658","0.709680824536768","0.681987337812186","0.737374311261351","2"
"Main tenant","2009","Couple + C. GT 16 ","872","0.322366654196478","0.306300495712609","0.338432812680347","2"
"Main tenant","2009","Couple + C. LE 16 ","1200","0.467298314653482","0.449012925091991","0.485583704214972","2"
"Main tenant","2009","Couple + C. LE and GT 16","360","0.355264198453003","0.329187802420158","0.381340594485849","2"
"Owner","2009","1-pers.-HH","861","0.27469187944033","0.258474309600689","0.290909449279972","1"
"Owner","2009","(Married) couple without C. ","3802","0.530078179268903","0.518110494962574","0.542045863575232","1"
"Owner","2009","Single parent ","362","0.27888530849526","0.251524858717426","0.306245758273093","1"
"Owner","2009","Couple + C. LE 16 ","1605","0.514077681584052","0.495760321934424","0.53239504123368","1"
"Owner","2009","Couple + C. GT 16 ","2367","0.668699191333825","0.65251964823397","0.684878734433681","1"
"Owner","2009","Couple + C. LE and GT 16","925","0.637643287672269","0.611453136553625","0.663833438790914","1"
"Resident or shared accommodation","2009","1-pers.-HH","36","0.012999508713153","0.00888399786613393","0.017115019560172","5"
"Resident or shared accommodation","2009","(Married) couple without C. ","4","","","","5"
"Resident or shared accommodation","2009","Single parent ","","","","","5"
"Resident or shared accommodation","2009","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","2009","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2009","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2009","1-pers.-HH","116","0.0422486103771769","0.0349400101619605","0.0495572105923933","3"
"Subtenant","2009","(Married) couple without C. ","123","0.0239583150507592","0.0202914943545815","0.0276251357469368","3"
"Subtenant","2009","Single parent ","12","","","","3"
"Subtenant","2009","Couple + C. LE 16 ","55","0.0186240037624664","0.0136692814959743","0.0235787260289584","3"
"Subtenant","2009","Couple + C. GT 16 ","12","","","","3"
"Subtenant","2009","Couple + C. LE and GT 16","9","","","","3"
"Tenant","2009","1-pers.-HH","","","","","4"
"Tenant","2009","(Married) couple without C. ","2","","","","4"
"Tenant","2009","Single parent ","","","","","4"
"Tenant","2009","Couple + C. LE 16 ","","","","","4"
"Tenant","2009","Couple + C. LE and GT 16","","","","","4"
"Tenant","2009","Couple + C. GT 16 ","","","","","4"
"Main tenant","2010","1-pers.-HH","1750","0.652462401991036","0.6346874535011","0.670237350480972","2"
"Main tenant","2010","(Married) couple without C. ","2593","0.444895679909381","0.432661119447761","0.457130240371","2"
"Main tenant","2010","Single parent ","1764","0.712036127210321","0.693870855467641","0.730201398953","2"
"Main tenant","2010","Couple + C. LE 16 ","4036","0.475269298818642","0.464176097351198","0.486362500286086","2"
"Main tenant","2010","Couple + C. GT 16 ","764","0.307748701343813","0.29117132685848","0.324326075829145","2"
"Main tenant","2010","Couple + C. LE and GT 16","563","0.323069604704573","0.301381209345262","0.344758000063883","2"
"Owner","2010","1-pers.-HH","853","0.28570506915846","0.268842355517129","0.30256778279979","1"
"Owner","2010","(Married) couple without C. ","3637","0.5354268942249","0.523148287289411","0.547705501160389","1"
"Owner","2010","Single parent ","586","0.281531625253803","0.26348943311891","0.299573817388696","1"
"Owner","2010","Couple + C. LE 16 ","3649","0.513126108290171","0.502023140446403","0.52422907613394","1"
"Owner","2010","Couple + C. GT 16 ","2198","0.678555064637908","0.661781259780588","0.695328869495228","1"
"Owner","2010","Couple + C. LE and GT 16","1220","0.676333514532914","0.654634666208043","0.698032362857785","1"
"Resident or shared accommodation","2010","1-pers.-HH","32","0.0132050548703921","0.00894403782894066","0.0174660719118434","5"
"Resident or shared accommodation","2010","(Married) couple without C. ","9","","","","5"
"Resident or shared accommodation","2010","Single parent ","","","","","5"
"Resident or shared accommodation","2010","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","2010","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2010","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2010","1-pers.-HH","122","0.0486274739801125","0.0405987622328184","0.0566561857274065","3"
"Subtenant","2010","(Married) couple without C. ","95","0.0176427565251165","0.0144016752641269","0.0208838377861062","3"
"Subtenant","2010","Single parent ","34","0.00623820721970924","0.00307961960795742","0.00939679483146105","3"
"Subtenant","2010","Couple + C. LE 16 ","100","0.0116045928911865","0.00922556739444762","0.0139836183879254","3"
"Subtenant","2010","Couple + C. GT 16 ","16","","","","3"
"Subtenant","2010","Couple + C. LE and GT 16","3","","","","3"
"Tenant","2010","1-pers.-HH","","","","","4"
"Tenant","2010","Single parent ","3","","","","4"
"Tenant","2010","(Married) couple without C. ","4","","","","4"
"Tenant","2010","Couple + C. GT 16 ","","","","","4"
"Tenant","2010","Couple + C. LE 16 ","","","","","4"
"Tenant","2010","Couple + C. LE and GT 16","","","","","4"
"Main tenant","2011","1-pers.-HH","2356","0.66029579108324","0.64482270662593","0.67576887554055","2"
"Main tenant","2011","(Married) couple without C. ","3310","0.436167359502764","0.425400287432458","0.44693443157307","2"
"Main tenant","2011","Single parent ","2229","0.681859461306549","0.665215139015358","0.698503783597741","2"
"Main tenant","2011","Couple + C. LE 16 ","3833","0.465684872319646","0.454765088593123","0.476604656046169","2"
"Main tenant","2011","Couple + C. GT 16 ","897","0.291521294873049","0.276281198872075","0.306761390874023","2"
"Main tenant","2011","Couple + C. LE and GT 16","797","0.357805900033443","0.33829181111292","0.377319988953966","2"
"Owner","2011","1-pers.-HH","1072","0.284647348306475","0.269904858554038","0.299389838058913","1"
"Owner","2011","(Married) couple without C. ","4730","0.550002810942617","0.539201330413212","0.560804291472023","1"
"Owner","2011","Single parent ","753","0.312019987900161","0.295462734582514","0.328577241217809","1"
"Owner","2011","Couple + C. LE 16 ","4112","0.526478342831182","0.515548109940252","0.537408575722111","1"
"Owner","2011","Couple + C. GT 16 ","2495","0.693927953398955","0.67847333859596","0.70938256820195","1"
"Owner","2011","Couple + C. LE and GT 16","1512","0.638627206173319","0.619070630632413","0.658183781714225","1"
"Resident or shared accommodation","2011","(Married) couple without C. ","8","","","","5"
"Resident or shared accommodation","2011","1-pers.-HH","44","0.0119769467688325","0.00842297669632592","0.015530916841339","5"
"Resident or shared accommodation","2011","Single parent ","","","","","5"
"Resident or shared accommodation","2011","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","2011","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2011","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2011","1-pers.-HH","127","0.0430799138414523","0.0364465714296538","0.0497132562532508","3"
"Subtenant","2011","(Married) couple without C. ","97","0.0120703216211052","0.00969939360030972","0.0144412496419007","3"
"Subtenant","2011","Single parent ","23","","","","3"
"Subtenant","2011","Couple + C. LE 16 ","71","0.00783678484917244","0.00590646285377647","0.0097671068445684","3"
"Subtenant","2011","Couple + C. LE and GT 16","9","","","","3"
"Subtenant","2011","Couple + C. GT 16 ","24","","","","3"
"Tenant","2011","1-pers.-HH","","","","","4"
"Tenant","2011","(Married) couple without C. ","4","","","","4"
"Tenant","2011","Single parent ","3","","","","4"
"Tenant","2011","Couple + C. LE 16 ","","","","","4"
"Tenant","2011","Couple + C. GT 16 ","","","","","4"
"Tenant","2011","Couple + C. LE and GT 16","","","","","4"
"Main tenant","2012","1-pers.-HH","2493","0.668969664090956","0.653928159589743","0.684011168592169","2"
"Main tenant","2012","(Married) couple without C. ","3346","0.437143246921384","0.426412245694537","0.447874248148232","2"
"Main tenant","2012","Couple + C. LE 16 ","3479","0.479088815187674","0.4676564026073","0.490521227768048","2"
"Main tenant","2012","Single parent ","2176","0.686520132078244","0.669776789201318","0.70326347495517","2"
"Main tenant","2012","Couple + C. GT 16 ","788","0.26355524838575","0.248359573653606","0.278750923117894","2"
"Main tenant","2012","Couple + C. LE and GT 16","768","0.380623718228719","0.360698152654577","0.400549283802861","2"
"Owner","2012","1-pers.-HH","1096","0.281032677208271","0.266664980396462","0.29540037402008","1"
"Owner","2012","(Married) couple without C. ","4750","0.546309501963756","0.535539181240958","0.557079822686553","1"
"Owner","2012","Single parent ","745","0.301002748535907","0.284447577595968","0.317557919475846","1"
"Owner","2012","Couple + C. LE 16 ","3802","0.515631928281724","0.504195097733206","0.527068758830242","1"
"Owner","2012","Couple + C. GT 16 ","2422","0.72557410222315","0.710183078701022","0.740965125745277","1"
"Owner","2012","Couple + C. LE and GT 16","1510","0.618861236684489","0.598930486344478","0.6387919870245","1"
"Resident or shared accommodation","2012","1-pers.-HH","32","0.00813591637378749","0.0052645838603021","0.0110072488872729","5"
"Resident or shared accommodation","2012","(Married) couple without C. ","5","","","","5"
"Resident or shared accommodation","2012","Single parent ","","","","","5"
"Resident or shared accommodation","2012","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","2012","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2012","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2012","1-pers.-HH","138","0.0417727786167122","0.0353778588086282","0.0481676984247963","3"
"Subtenant","2012","(Married) couple without C. ","105","0.0152897998710399","0.0126352888309828","0.0179443109110969","3"
"Subtenant","2012","Couple + C. LE 16 ","54","0.00527925653060155","0.00362087290061706","0.00693764016058604","3"
"Subtenant","2012","Single parent ","25","","","","3"
"Subtenant","2012","Couple + C. LE and GT 16","3","","","","3"
"Subtenant","2012","Couple + C. GT 16 ","19","","","","3"
"Tenant","2012","(Married) couple without C. ","2","","","","4"
"Tenant","2012","1-pers.-HH","1","","","","4"
"Tenant","2012","Single parent ","3","","","","4"
"Tenant","2012","Couple + C. LE 16 ","","","","","4"
"Tenant","2012","Couple + C. GT 16 ","","","","","4"
"Tenant","2012","Couple + C. LE and GT 16","","","","","4"
"Main tenant","2013","1-pers.-HH","2684","0.663569613289065","0.648833078399","0.67830614817913","2"
"Main tenant","2013","(Married) couple without C. ","3733","0.420449680530417","0.40998273270433","0.430916628356504","2"
"Main tenant","2013","Single parent ","2368","0.677744086795404","0.661439383134406","0.694048790456403","2"
"Main tenant","2013","Couple + C. LE 16 ","4315","0.500665996682692","0.489850508390329","0.511481484975055","2"
"Main tenant","2013","Couple + C. GT 16 ","1158","0.258680981532785","0.244273770672348","0.273088192393222","2"
"Main tenant","2013","Couple + C. LE and GT 16","1069","0.352605669743048","0.33488973868357","0.370321600802525","2"
"Owner","2013","1-pers.-HH","1064","0.290402587507752","0.276244298389194","0.30456087662631","1"
"Owner","2013","(Married) couple without C. ","4706","0.565347031732333","0.554835975627384","0.575858087837281","1"
"Owner","2013","Single parent ","763","0.309643597602408","0.293513116358127","0.32577407884669","1"
"Owner","2013","Couple + C. LE 16 ","3842","0.49175274798327","0.480938721475552","0.502566774490987","1"
"Owner","2013","Couple + C. GT 16 ","2370","0.736094844530459","0.721594246404229","0.750595442656688","1"
"Owner","2013","Couple + C. LE and GT 16","1711","0.642754098058943","0.624985999888306","0.660522196229581","1"
"Resident or shared accommodation","2013","1-pers.-HH","40","0.0100995265241592","0.0069809902704383","0.0132180627778801","5"
"Resident or shared accommodation","2013","(Married) couple without C. ","5","","","","5"
"Resident or shared accommodation","2013","Single parent ","","","","","5"
"Resident or shared accommodation","2013","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","2013","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2013","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2013","1-pers.-HH","160","0.0358210225649604","0.0300247027107272","0.0416173424191936","3"
"Subtenant","2013","(Married) couple without C. ","98","0.0136046534157999","0.0111483233743777","0.0160609834572222","3"
"Subtenant","2013","Single parent ","25","","","","3"
"Subtenant","2013","Couple + C. LE 16 ","53","0.00758125533403831","0.00570498870809224","0.00945752195998437","3"
"Subtenant","2013","Couple + C. GT 16 ","21","","","","3"
"Subtenant","2013","Couple + C. LE and GT 16","14","","","","3"
"Tenant","2013","1-pers.-HH","1","","","","4"
"Tenant","2013","(Married) couple without C. ","2","","","","4"
"Tenant","2013","Single parent ","","","","","4"
"Tenant","2013","Couple + C. LE 16 ","","","","","4"
"Tenant","2013","Couple + C. GT 16 ","","","","","4"
"Tenant","2013","Couple + C. LE and GT 16","","","","","4"
"Main tenant","2014","1-pers.-HH","2478","0.669890459047239","0.65466807077239","0.685112847322088","2"
"Main tenant","2014","(Married) couple without C. ","3459","0.42898371515606","0.41814638583454","0.439821044477581","2"
"Main tenant","2014","Single parent ","1929","0.691143312476789","0.673485667669507","0.70880095728407","2"
"Main tenant","2014","Couple + C. LE 16 ","3440","0.477330981428266","0.465523248603281","0.48913871425325","2"
"Main tenant","2014","Couple + C. GT 16 ","1038","0.271165068001828","0.255774114186807","0.286556021816849","2"
"Main tenant","2014","Couple + C. LE and GT 16","1001","0.349167083823142","0.330525205193841","0.367808962452444","2"
"Owner","2014","1-pers.-HH","1016","0.287361973764709","0.272713208967899","0.302010738561519","1"
"Owner","2014","(Married) couple without C. ","4444","0.554660538006067","0.543777833300596","0.565543242711538","1"
"Owner","2014","Single parent ","676","0.295317055213454","0.277882480353505","0.312751630073403","1"
"Owner","2014","Couple + C. LE 16 ","3378","0.510892895492254","0.499075813621184","0.522709977363325","1"
"Owner","2014","Couple + C. GT 16 ","2155","0.722746637168676","0.707248998708834","0.738244275628517","1"
"Owner","2014","Couple + C. LE and GT 16","1506","0.650309903976785","0.631661566337176","0.668958241616394","1"
"Resident or shared accommodation","2014","1-pers.-HH","39","0.00955770956105314","0.00640819686666258","0.0127072222554437","5"
"Resident or shared accommodation","2014","(Married) couple without C. ","3","","","","5"
"Resident or shared accommodation","2014","Single parent ","","","","","5"
"Resident or shared accommodation","2014","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","2014","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2014","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2014","1-pers.-HH","132","0.0330785161653426","0.0272892905438613","0.038867741786824","3"
"Subtenant","2014","(Married) couple without C. ","104","0.0157615808261495","0.0130343137846843","0.0184888478676147","3"
"Subtenant","2014","Single parent ","25","","","","3"
"Subtenant","2014","Couple + C. LE 16 ","56","0.0117761230794799","0.0092259352628531","0.0143263108961068","3"
"Subtenant","2014","Couple + C. LE and GT 16","5","","","","3"
"Subtenant","2014","Couple + C. GT 16 ","12","","","","3"
"Tenant","2014","1-pers.-HH","1","","","","4"
"Tenant","2014","Single parent ","","","","","4"
"Tenant","2014","(Married) couple without C. ","2","","","","4"
"Tenant","2014","Couple + C. LE 16 ","","","","","4"
"Tenant","2014","Couple + C. GT 16 ","","","","","4"
"Tenant","2014","Couple + C. LE and GT 16","","","","","4"
"Main tenant","2015","1-pers.-HH","2540","0.663957029845169","0.64882066348024","0.679093396210098","2"
"Main tenant","2015","(Married) couple without C. ","3589","0.424615066196202","0.413758645207701","0.435471487184702","2"
"Main tenant","2015","Single parent ","1878","0.687892355906486","0.669901127230811","0.70588358458216","2"
"Main tenant","2015","Couple + C. LE 16 ","3555","0.480596199165514","0.468719377416973","0.492473020914054","2"
"Main tenant","2015","Couple + C. LE and GT 16","1031","0.367254731339478","0.348335738213396","0.386173724465561","2"
"Main tenant","2015","Couple + C. GT 16 ","1021","0.263375657470579","0.247880425423791","0.278870889517367","2"
"Owner","2015","1-pers.-HH","991","0.290728873503738","0.276177484195232","0.305280262812245","1"
"Owner","2015","Single parent ","645","0.294388251083044","0.276691582498973","0.312084919667115","1"
"Owner","2015","Couple + C. LE 16 ","3189","0.511624719579413","0.499742157073196","0.523507282085629","1"
"Owner","2015","(Married) couple without C. ","4261","0.559395253255061","0.548491055794819","0.570299450715302","1"
"Owner","2015","Couple + C. GT 16 ","2069","0.73094222376662","0.715341256198788","0.746543191334453","1"
"Owner","2015","Couple + C. LE and GT 16","1455","0.629761306843087","0.610810454166497","0.648712159519676","1"
"Resident or shared accommodation","2015","1-pers.-HH","36","0.0091739926389646","0.00611884551273458","0.0122291397651946","5"
"Resident or shared accommodation","2015","(Married) couple without C. ","12","","","","5"
"Resident or shared accommodation","2015","Single parent ","","","","","5"
"Resident or shared accommodation","2015","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","2015","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2015","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2015","(Married) couple without C. ","101","0.0144886313574236","0.0118640850870454","0.0171131776278019","3"
"Subtenant","2015","1-pers.-HH","174","0.0361401040121283","0.0301593506744441","0.0421208573498126","3"
"Subtenant","2015","Single parent ","25","","","","3"
"Subtenant","2015","Couple + C. LE 16 ","54","0.00777908125507344","0.0056906227333579","0.00986753977678899","3"
"Subtenant","2015","Couple + C. LE and GT 16","8","","","","3"
"Subtenant","2015","Couple + C. GT 16 ","14","","","","3"
"Tenant","2015","(Married) couple without C. ","","","","","4"
"Tenant","2015","1-pers.-HH","","","","","4"
"Tenant","2015","Single parent ","","","","","4"
"Tenant","2015","Couple + C. LE 16 ","","","","","4"
"Tenant","2015","Couple + C. GT 16 ","","","","","4"
"Tenant","2015","Couple + C. LE and GT 16","","","","","4"
"Main tenant","2016","1-pers.-HH","2364","0.658940198669181","0.643209939613257","0.674670457725104","2"
"Main tenant","2016","(Married) couple without C. ","3229","0.415924752159995","0.404699450483024","0.427150053836965","2"
"Main tenant","2016","Single parent ","1657","0.663305429149835","0.644067150626591","0.682543707673079","2"
"Main tenant","2016","Couple + C. LE 16 ","2944","0.474614158272379","0.46180704664725","0.487421269897508","2"
"Main tenant","2016","Couple + C. LE and GT 16","941","0.395866157783198","0.375975105744657","0.415757209821738","2"
"Main tenant","2016","Couple + C. GT 16 ","939","0.278609209798762","0.262286888164441","0.294931531433083","2"
"Owner","2016","1-pers.-HH","936","0.290291108902886","0.275230081576642","0.30535213622913","1"
"Owner","2016","Single parent ","634","0.318539420774896","0.299572652544965","0.337506189004827","1"
"Owner","2016","(Married) couple without C. ","4080","0.565925555591138","0.554637529641585","0.577213581540691","1"
"Owner","2016","Couple + C. LE 16 ","2847","0.514018289316964","0.5011996798598","0.526836898774127","1"
"Owner","2016","Couple + C. GT 16 ","1941","0.712017380635853","0.69553092353852","0.728503837733186","1"
"Owner","2016","Couple + C. LE and GT 16","1375","0.599896299426274","0.579969325209299","0.61982327364325","1"
"Resident or shared accommodation","2016","1-pers.-HH","40","0.0123612252842713","0.00869493006028672","0.0160275205082559","5"
"Resident or shared accommodation","2016","(Married) couple without C. ","6","","","","5"
"Resident or shared accommodation","2016","Single parent ","","","","","5"
"Resident or shared accommodation","2016","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","2016","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2016","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2016","1-pers.-HH","149","0.038407467143662","0.0320306937916098","0.0447842404957143","3"
"Subtenant","2016","(Married) couple without C. ","91","0.0174540650804198","0.0144715615649596","0.02043656859588","3"
"Subtenant","2016","Single parent ","27","","","","3"
"Subtenant","2016","Couple + C. LE 16 ","49","0.0113675524106576","0.00864865650840327","0.014086448312912","3"
"Subtenant","2016","Couple + C. GT 16 ","18","","","","3"
"Subtenant","2016","Couple + C. LE and GT 16","6","","","","3"
"Tenant","2016","1-pers.-HH","","","","","4"
"Tenant","2016","(Married) couple without C. ","","","","","4"
"Tenant","2016","Single parent ","","","","","4"
"Tenant","2016","Couple + C. LE 16 ","","","","","4"
"Tenant","2016","Couple + C. LE and GT 16","","","","","4"
"Tenant","2016","Couple + C. GT 16 ","","","","","4"
"Main tenant","2017","1-pers.-HH","2962","0.652483462115745","0.638596874505235","0.666370049726255","2"
"Main tenant","2017","(Married) couple without C. ","3668","0.409279858153021","0.398744136645775","0.419815579660267","2"
"Main tenant","2017","Single parent ","1870","0.659739952814116","0.641721150229088","0.677758755399143","2"
"Main tenant","2017","Couple + C. LE 16 ","4211","0.478890991996936","0.467573144808615","0.490208839185258","2"
"Main tenant","2017","Couple + C. GT 16 ","1122","0.282918887568028","0.267910806937232","0.297926968198824","2"
"Main tenant","2017","Couple + C. LE and GT 16","1463","0.369748105140366","0.352548293624263","0.38694791665647","2"
"Owner","2017","1-pers.-HH","1022","0.284758806034915","0.271597836399345","0.297919775670484","1"
"Owner","2017","(Married) couple without C. ","4561","0.573281218020238","0.562683363765589","0.583879072274887","1"
"Owner","2017","Single parent ","700","0.32786224433927","0.310009338880724","0.345715149797816","1"
"Owner","2017","Couple + C. LE 16 ","2981","0.502733719022743","0.491405941401094","0.514061496644391","1"
"Owner","2017","Couple + C. GT 16 ","2307","0.70408093286588","0.688871682539295","0.719290183192465","1"
"Owner","2017","Couple + C. LE and GT 16","1495","0.626571204248816","0.609336543179187","0.643805865318444","1"
"Resident or shared accommodation","2017","1-pers.-HH","303","0.0186995266349867","0.0147491422463308","0.0226499110236426","5"
"Resident or shared accommodation","2017","(Married) couple without C. ","19","","","","5"
"Resident or shared accommodation","2017","Single parent ","64","0.00298715047364294","0.000911697088566948","0.00506260385871893","5"
"Resident or shared accommodation","2017","Couple + C. LE 16 ","176","0.00199982773247659","0.000987682571632256","0.00301197289332091","5"
"Resident or shared accommodation","2017","Couple + C. GT 16 ","13","","","","5"
"Resident or shared accommodation","2017","Couple + C. LE and GT 16","38","0.000990987126326785","-0.000130081861198701","0.00211205611385227","5"
"Subtenant","2017","1-pers.-HH","230","0.0440582052143536","0.038073370354399","0.0500430400743083","3"
"Subtenant","2017","(Married) couple without C. ","119","0.0158269521298478","0.0131527293455786","0.0185011749141171","3"
"Subtenant","2017","Single parent ","22","","","","3"
"Subtenant","2017","Couple + C. LE 16 ","116","0.0163754612478446","0.0135000984479022","0.0192508240477869","3"
"Subtenant","2017","Couple + C. GT 16 ","18","","","","3"
"Subtenant","2017","Couple + C. LE and GT 16","30","0.00268970348449097","0.000844343991060673","0.00453506297792126","3"
"Tenant","2017","1-pers.-HH","","","","","4"
"Tenant","2017","(Married) couple without C. ","","","","","4"
"Tenant","2017","Couple + C. LE 16 ","","","","","4"
"Tenant","2017","Single parent ","","","","","4"
"Tenant","2017","Couple + C. LE and GT 16","","","","","4"
"Tenant","2017","Couple + C. GT 16 ","","","","","4"
"Main tenant","2018","1-pers.-HH","3337","0.660481740834749","0.647265786396638","0.673697695272861","2"
