"plh0174","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1984","Not Working","East Germany","","","","","3"
"4 on Scale 1 to 10","1984","Full Time","East Germany","","","","","4"
"4 on Scale 1 to 10","1984","Part Time","East Germany","","","","","4"
"4 on Scale 1 to 10","1984","Part Time","West Germany","71","0.0469801268008213","0.0358202519965202","0.0581400016051225","4"
"4 on Scale 1 to 10","1984","Full Time","West Germany","139","0.0496096636902897","0.041536607692292","0.0576827196882875","4"
"4 on Scale 1 to 10","1984","Not Working","West Germany","151","0.0418760960002751","0.0354017604051954","0.0483504315953548","4"
"4 on Scale 1 to 10","1984","Not Working","East Germany","","","","","4"
"5 on Scale 1 to 10","1984","Full Time","West Germany","524","0.198039731412411","0.183222863535231","0.212856599289591","5"
"5 on Scale 1 to 10","1984","Full Time","East Germany","","","","","5"
"5 on Scale 1 to 10","1984","Not Working","East Germany","","","","","5"
"5 on Scale 1 to 10","1984","Part Time","West Germany","224","0.165289216369005","0.145698896635356","0.184879536102654","5"
"5 on Scale 1 to 10","1984","Part Time","East Germany","","","","","5"
"5 on Scale 1 to 10","1984","Not Working","West Germany","492","0.13645162052218","0.125356450499958","0.147546790544402","5"
"6 on Scale 1 to 10","1984","Part Time","East Germany","","","","","6"
"6 on Scale 1 to 10","1984","Full Time","East Germany","","","","","6"
"6 on Scale 1 to 10","1984","Part Time","West Germany","140","0.104349233308148","0.08822551381798","0.120472952798316","6"
"6 on Scale 1 to 10","1984","Full Time","West Germany","245","0.0907876284382449","0.0801056961260442","0.101469560750445","6"
"6 on Scale 1 to 10","1984","Not Working","West Germany","339","0.09030186042136","0.0810378661403426","0.0995658547023774","6"
"6 on Scale 1 to 10","1984","Not Working","East Germany","","","","","6"
"7 on Scale 1 to 10","1984","Full Time","West Germany","348","0.115912958660377","0.104011030468459","0.127814886852296","7"
"7 on Scale 1 to 10","1984","Full Time","East Germany","","","","","7"
"7 on Scale 1 to 10","1984","Part Time","West Germany","201","0.141022960917656","0.122666584969013","0.1593793368663","7"
"7 on Scale 1 to 10","1984","Part Time","East Germany","","","","","7"
"7 on Scale 1 to 10","1984","Not Working","West Germany","446","0.115286069940959","0.10496342175575","0.125608718126168","7"
"7 on Scale 1 to 10","1984","Not Working","East Germany","","","","","7"
"8 on Scale 1 to 10","1984","Full Time","West Germany","452","0.164411485835432","0.15063094934135","0.178192022329514","8"
"8 on Scale 1 to 10","1984","Part Time","West Germany","251","0.185414383124807","0.164917334529269","0.205911431720345","8"
"8 on Scale 1 to 10","1984","Full Time","East Germany","","","","","8"
"8 on Scale 1 to 10","1984","Part Time","East Germany","","","","","8"
"8 on Scale 1 to 10","1984","Not Working","West Germany","815","0.226201157211473","0.212678478637773","0.239723835785173","8"
"8 on Scale 1 to 10","1984","Not Working","East Germany","","","","","8"
"9 on Scale 1 to 10","1984","Full Time","West Germany","224","0.0813211963003343","0.0711590008109468","0.0914833917897218","9"
"9 on Scale 1 to 10","1984","Full Time","East Germany","","","","","9"
"9 on Scale 1 to 10","1984","Part Time","West Germany","116","0.0894688501852263","0.0744154508167708","0.104522249553682","9"
"9 on Scale 1 to 10","1984","Not Working","West Germany","378","0.0990548480788617","0.0893990467703068","0.108710649387417","9"
"9 on Scale 1 to 10","1984","Part Time","East Germany","","","","","9"
"9 on Scale 1 to 10","1984","Not Working","East Germany","","","","","9"
"0 Completely dissatisfied","1985","Full Time","West Germany","28","","","","0"
"0 Completely dissatisfied","1985","Full Time","East Germany","","","","","0"
"0 Completely dissatisfied","1985","Part Time","West Germany","14","","","","0"
"0 Completely dissatisfied","1985","Part Time","East Germany","","","","","0"
"0 Completely dissatisfied","1985","Not Working","West Germany","17","","","","0"
"0 Completely dissatisfied","1985","Not Working","East Germany","","","","","0"
"1 on Scale 1 to 10","1985","Part Time","West Germany","8","","","","1"
"1 on Scale 1 to 10","1985","Part Time","East Germany","","","","","1"
"1 on Scale 1 to 10","1985","Full Time","West Germany","21","","","","1"
"1 on Scale 1 to 10","1985","Full Time","East Germany","","","","","1"
"1 on Scale 1 to 10","1985","Not Working","West Germany","17","","","","1"
"1 on Scale 1 to 10","1985","Not Working","East Germany","","","","","1"
"10 Completely satisfied","1985","Full Time","West Germany","320","0.156920871994773","0.141217836210596","0.17262390777895","10"
"10 Completely satisfied","1985","Full Time","East Germany","","","","","10"
"10 Completely satisfied","1985","Part Time","West Germany","185","0.154861738448374","0.134822469519029","0.174901007377719","10"
"10 Completely satisfied","1985","Part Time","East Germany","","","","","10"
"10 Completely satisfied","1985","Not Working","West Germany","606","0.195956001567065","0.18202796219065","0.20988404094348","10"
"10 Completely satisfied","1985","Not Working","East Germany","","","","","10"
"2 on Scale 1 to 10","1985","Full Time","West Germany","45","0.0168457955203673","0.011289751500596","0.0224018395401386","2"
"2 on Scale 1 to 10","1985","Part Time","West Germany","21","","","","2"
"2 on Scale 1 to 10","1985","Not Working","East Germany","","","","","2"
"2 on Scale 1 to 10","1985","Part Time","East Germany","","","","","2"
"2 on Scale 1 to 10","1985","Not Working","West Germany","49","0.0152057425299394","0.0109118876342483","0.0194995974256305","2"
"2 on Scale 1 to 10","1985","Full Time","East Germany","","","","","2"
"3 on Scale 1 to 10","1985","Full Time","West Germany","98","0.0492649073559575","0.0399214481758185","0.0586083665360965","3"
"3 on Scale 1 to 10","1985","Part Time","West Germany","44","0.0303505466896338","0.020848075442836","0.0398530179364316","3"
"3 on Scale 1 to 10","1985","Full Time","East Germany","","","","","3"
"3 on Scale 1 to 10","1985","Part Time","East Germany","","","","","3"
"3 on Scale 1 to 10","1985","Not Working","West Germany","104","0.0327934949198811","0.0265442974232127","0.0390426924165495","3"
"3 on Scale 1 to 10","1985","Not Working","East Germany","","","","","3"
"4 on Scale 1 to 10","1985","Part Time","East Germany","","","","","4"
"4 on Scale 1 to 10","1985","Part Time","West Germany","85","0.0683251212140187","0.0543495899921641","0.0823006524358732","4"
"4 on Scale 1 to 10","1985","Full Time","West Germany","131","0.0657986354104434","0.0550948403019907","0.0765024305188962","4"
"4 on Scale 1 to 10","1985","Full Time","East Germany","","","","","4"
"4 on Scale 1 to 10","1985","Not Working","West Germany","121","0.0393400930918666","0.0325186962066886","0.0461614899770446","4"
"4 on Scale 1 to 10","1985","Not Working","East Germany","","","","","4"
"5 on Scale 1 to 10","1985","Full Time","East Germany","","","","","5"
"5 on Scale 1 to 10","1985","Full Time","West Germany","409","0.203364104818938","0.185987049631694","0.220741160006182","5"
"5 on Scale 1 to 10","1985","Part Time","West Germany","207","0.173543606475474","0.152565793573618","0.19452141937733","5"
"5 on Scale 1 to 10","1985","Part Time","East Germany","","","","","5"
"5 on Scale 1 to 10","1985","Not Working","West Germany","463","0.15474299229506","0.1420527276413","0.167433256948819","5"
"5 on Scale 1 to 10","1985","Not Working","East Germany","","","","","5"
"6 on Scale 1 to 10","1985","Full Time","East Germany","","","","","6"
"6 on Scale 1 to 10","1985","Full Time","West Germany","198","0.0893683900094875","0.0770523122295773","0.101684467789398","6"
"6 on Scale 1 to 10","1985","Part Time","West Germany","128","0.104853273171593","0.0878831874264284","0.121823358916758","6"
"6 on Scale 1 to 10","1985","Part Time","East Germany","","","","","6"
"6 on Scale 1 to 10","1985","Not Working","West Germany","302","0.102388085839268","0.0917505800326907","0.113025591645845","6"
"6 on Scale 1 to 10","1985","Not Working","East Germany","","","","","6"
"7 on Scale 1 to 10","1985","Full Time","West Germany","292","0.147337454126444","0.132035240202992","0.162639668049895","7"
"7 on Scale 1 to 10","1985","Part Time","West Germany","200","0.153800729443869","0.13381769451405","0.173783764373688","7"
"7 on Scale 1 to 10","1985","Full Time","East Germany","","","","","7"
"7 on Scale 1 to 10","1985","Part Time","East Germany","","","","","7"
"7 on Scale 1 to 10","1985","Not Working","West Germany","474","0.149523135381545","0.137010285229743","0.162035985533347","7"
"7 on Scale 1 to 10","1985","Not Working","East Germany","","","","","7"
"8 on Scale 1 to 10","1985","Full Time","East Germany","","","","","8"
"8 on Scale 1 to 10","1985","Not Working","West Germany","661","0.207014589742303","0.192797723754671","0.221231455729935","8"
"8 on Scale 1 to 10","1985","Part Time","West Germany","255","0.192115178860487","0.170292830187077","0.213937527533897","8"
"8 on Scale 1 to 10","1985","Part Time","East Germany","","","","","8"
"8 on Scale 1 to 10","1985","Full Time","West Germany","365","0.170569394366066","0.154330753496632","0.1868080352355","8"
"8 on Scale 1 to 10","1985","Not Working","East Germany","","","","","8"
"9 on Scale 1 to 10","1985","Part Time","West Germany","105","0.0873864215516065","0.0717437341200857","0.103029108983127","9"
"9 on Scale 1 to 10","1985","Part Time","East Germany","","","","","9"
"9 on Scale 1 to 10","1985","Not Working","West Germany","306","0.0917090092259224","0.0815818112966837","0.101836207155161","9"
"9 on Scale 1 to 10","1985","Full Time","West Germany","154","0.0741972095932229","0.0628820124719624","0.0855124067144834","9"
"9 on Scale 1 to 10","1985","Full Time","East Germany","","","","","9"
"9 on Scale 1 to 10","1985","Not Working","East Germany","","","","","9"
"0 Completely dissatisfied","1986","Full Time","West Germany","19","","","","0"
"0 Completely dissatisfied","1986","Full Time","East Germany","","","","","0"
"0 Completely dissatisfied","1986","Part Time","West Germany","14","","","","0"
"0 Completely dissatisfied","1986","Part Time","East Germany","","","","","0"
"0 Completely dissatisfied","1986","Not Working","West Germany","19","","","","0"
"0 Completely dissatisfied","1986","Not Working","East Germany","","","","","0"
"1 on Scale 1 to 10","1986","Part Time","East Germany","","","","","1"
"1 on Scale 1 to 10","1986","Part Time","West Germany","15","","","","1"
"1 on Scale 1 to 10","1986","Full Time","West Germany","16","","","","1"
"1 on Scale 1 to 10","1986","Full Time","East Germany","","","","","1"
"1 on Scale 1 to 10","1986","Not Working","East Germany","","","","","1"
"1 on Scale 1 to 10","1986","Not Working","West Germany","15","","","","1"
"10 Completely satisfied","1986","Full Time","East Germany","","","","","10"
"10 Completely satisfied","1986","Full Time","West Germany","244","0.102275499202753","0.0895118022647339","0.115039196140773","10"
"10 Completely satisfied","1986","Part Time","East Germany","","","","","10"
"10 Completely satisfied","1986","Part Time","West Germany","135","0.106797447676611","0.0896344432140755","0.123960452139146","10"
"10 Completely satisfied","1986","Not Working","West Germany","519","0.184093789811958","0.170174232200167","0.198013347423748","10"
"10 Completely satisfied","1986","Not Working","East Germany","","","","","10"
"2 on Scale 1 to 10","1986","Not Working","West Germany","49","0.0169095372739469","0.0122788191334397","0.0215402554144541","2"
"2 on Scale 1 to 10","1986","Part Time","East Germany","","","","","2"
"2 on Scale 1 to 10","1986","Part Time","West Germany","21","","","","2"
"2 on Scale 1 to 10","1986","Full Time","West Germany","60","0.0264766825165075","0.0197139205178127","0.0332394445152022","2"
"2 on Scale 1 to 10","1986","Full Time","East Germany","","","","","2"
"2 on Scale 1 to 10","1986","Not Working","East Germany","","","","","2"
"3 on Scale 1 to 10","1986","Full Time","West Germany","96","0.0440529772122979","0.0354087995279324","0.0526971548966634","3"
"3 on Scale 1 to 10","1986","Full Time","East Germany","","","","","3"
"3 on Scale 1 to 10","1986","Part Time","East Germany","","","","","3"
"3 on Scale 1 to 10","1986","Not Working","West Germany","95","0.0319651643207048","0.0256473085387013","0.0382830201027082","3"
"3 on Scale 1 to 10","1986","Part Time","West Germany","46","0.0424484503040919","0.0312450487458459","0.0536518518623379","3"
"3 on Scale 1 to 10","1986","Not Working","East Germany","","","","","3"
"4 on Scale 1 to 10","1986","Part Time","East Germany","","","","","4"
"4 on Scale 1 to 10","1986","Full Time","West Germany","148","0.0730382886424436","0.0620779156744789","0.0839986616104083","4"
"4 on Scale 1 to 10","1986","Part Time","West Germany","67","0.053597020346774","0.0410815759959092","0.0661124646976389","4"
"4 on Scale 1 to 10","1986","Full Time","East Germany","","","","","4"
"4 on Scale 1 to 10","1986","Not Working","West Germany","141","0.0459971040044754","0.0384735016196214","0.0535207063893294","4"
"4 on Scale 1 to 10","1986","Not Working","East Germany","","","","","4"
"5 on Scale 1 to 10","1986","Full Time","West Germany","426","0.218065306417901","0.200671378336969","0.235459234498833","5"
"5 on Scale 1 to 10","1986","Full Time","East Germany","","","","","5"
"5 on Scale 1 to 10","1986","Part Time","West Germany","224","0.178948892552494","0.157648505066716","0.200249280038272","5"
"5 on Scale 1 to 10","1986","Part Time","East Germany","","","","","5"
"5 on Scale 1 to 10","1986","Not Working","West Germany","416","0.138169486268289","0.125775735770425","0.150563236766152","5"
"5 on Scale 1 to 10","1986","Not Working","East Germany","","","","","5"
"6 on Scale 1 to 10","1986","Part Time","West Germany","150","0.117350402839629","0.099466003571578","0.135234802107679","6"
"6 on Scale 1 to 10","1986","Full Time","East Germany","","","","","6"
"6 on Scale 1 to 10","1986","Not Working","East Germany","","","","","6"
"6 on Scale 1 to 10","1986","Full Time","West Germany","238","0.100130185198064","0.0874859812457268","0.112774389150401","6"
"6 on Scale 1 to 10","1986","Part Time","East Germany","","","","","6"
"6 on Scale 1 to 10","1986","Not Working","West Germany","293","0.0954313023291067","0.0848788852750205","0.105983719383193","6"
"7 on Scale 1 to 10","1986","Full Time","West Germany","315","0.142488639277723","0.127764524253537","0.157212754301909","7"
"7 on Scale 1 to 10","1986","Part Time","West Germany","206","0.174362025234627","0.15327774969468","0.195446300774574","7"
"7 on Scale 1 to 10","1986","Full Time","East Germany","","","","","7"
"7 on Scale 1 to 10","1986","Part Time","East Germany","","","","","7"
"7 on Scale 1 to 10","1986","Not Working","West Germany","441","0.141416681321188","0.12890178407625","0.153931578566126","7"
"7 on Scale 1 to 10","1986","Not Working","East Germany","","","","","7"
"8 on Scale 1 to 10","1986","Part Time","East Germany","","","","","8"
"8 on Scale 1 to 10","1986","Part Time","West Germany","264","0.214939020511373","0.192112105100475","0.237765935922272","8"
"8 on Scale 1 to 10","1986","Full Time","West Germany","438","0.205739310345364","0.188711479987668","0.22276714070306","8"
"8 on Scale 1 to 10","1986","Full Time","East Germany","","","","","8"
"8 on Scale 1 to 10","1986","Not Working","West Germany","686","0.233181222868732","0.217993981277599","0.248368464459866","8"
"8 on Scale 1 to 10","1986","Not Working","East Germany","","","","","8"
"9 on Scale 1 to 10","1986","Part Time","East Germany","","","","","9"
"9 on Scale 1 to 10","1986","Part Time","West Germany","102","0.0719428069391146","0.0575839800187183","0.0863016338595109","9"
"9 on Scale 1 to 10","1986","Full Time","West Germany","165","0.0718412626008635","0.0609640592565668","0.0827184659451603","9"
"9 on Scale 1 to 10","1986","Full Time","East Germany","","","","","9"
"9 on Scale 1 to 10","1986","Not Working","West Germany","304","0.102334832806954","0.0914491751238824","0.113220490490026","9"
"9 on Scale 1 to 10","1986","Not Working","East Germany","","","","","9"
"0 Completely dissatisfied","1987","Full Time","East Germany","","","","","0"
"0 Completely dissatisfied","1987","Full Time","West Germany","11","","","","0"
"0 Completely dissatisfied","1987","Part Time","West Germany","3","","","","0"
"0 Completely dissatisfied","1987","Part Time","East Germany","","","","","0"
"0 Completely dissatisfied","1987","Not Working","West Germany","14","","","","0"
"0 Completely dissatisfied","1987","Not Working","East Germany","","","","","0"
"1 on Scale 1 to 10","1987","Part Time","West Germany","3","","","","1"
"1 on Scale 1 to 10","1987","Full Time","West Germany","14","","","","1"
"1 on Scale 1 to 10","1987","Part Time","East Germany","","","","","1"
"1 on Scale 1 to 10","1987","Full Time","East Germany","","","","","1"
"1 on Scale 1 to 10","1987","Not Working","West Germany","14","","","","1"
"1 on Scale 1 to 10","1987","Not Working","East Germany","","","","","1"
"10 Completely satisfied","1987","Full Time","East Germany","","","","","10"
"10 Completely satisfied","1987","Full Time","West Germany","236","0.103141608009285","0.090356711754685","0.115926504263885","10"
"10 Completely satisfied","1987","Part Time","West Germany","161","0.121399357372032","0.10343046811307","0.139368246630994","10"
"10 Completely satisfied","1987","Part Time","East Germany","","","","","10"
"10 Completely satisfied","1987","Not Working","West Germany","458","0.172537516485229","0.15882802410076","0.186247008869697","10"
"10 Completely satisfied","1987","Not Working","East Germany","","","","","10"
"2 on Scale 1 to 10","1987","Part Time","East Germany","","","","","2"
"2 on Scale 1 to 10","1987","Not Working","West Germany","58","0.0190786092025703","0.0141150191450869","0.0240421992600538","2"
"2 on Scale 1 to 10","1987","Full Time","West Germany","52","0.0180613705336201","0.0124633324960134","0.0236594085712268","2"
"2 on Scale 1 to 10","1987","Part Time","West Germany","19","","","","2"
"2 on Scale 1 to 10","1987","Full Time","East Germany","","","","","2"
"2 on Scale 1 to 10","1987","Not Working","East Germany","","","","","2"
"3 on Scale 1 to 10","1987","Full Time","West Germany","98","0.0442037938909275","0.0355634556317542","0.0528441321501008","3"
"3 on Scale 1 to 10","1987","Full Time","East Germany","","","","","3"
"3 on Scale 1 to 10","1987","Part Time","East Germany","","","","","3"
"3 on Scale 1 to 10","1987","Not Working","West Germany","73","0.0229583090275966","0.0175241550033761","0.0283924630518171","3"
"3 on Scale 1 to 10","1987","Part Time","West Germany","41","0.0366855159183777","0.0263424655258229","0.0470285663109325","3"
"3 on Scale 1 to 10","1987","Not Working","East Germany","","","","","3"
"4 on Scale 1 to 10","1987","Part Time","East Germany","","","","","4"
"4 on Scale 1 to 10","1987","Full Time","West Germany","131","0.0608931476760292","0.0508409727402507","0.0709453226118078","4"
"4 on Scale 1 to 10","1987","Full Time","East Germany","","","","","4"
"4 on Scale 1 to 10","1987","Part Time","West Germany","70","0.0524889347915402","0.0402189703301057","0.0647588992529748","4"
"4 on Scale 1 to 10","1987","Not Working","West Germany","137","0.0436667813141367","0.0362522166252921","0.0510813460029814","4"
"4 on Scale 1 to 10","1987","Not Working","East Germany","","","","","4"
"5 on Scale 1 to 10","1987","Full Time","West Germany","395","0.194397328561989","0.177762286005392","0.211032371118585","5"
"5 on Scale 1 to 10","1987","Full Time","East Germany","","","","","5"
"5 on Scale 1 to 10","1987","Part Time","West Germany","225","0.173589736312978","0.15275072296426","0.194428749661696","5"
"5 on Scale 1 to 10","1987","Part Time","East Germany","","","","","5"
"5 on Scale 1 to 10","1987","Not Working","West Germany","402","0.141918906475692","0.12925727287521","0.154580540076175","5"
"5 on Scale 1 to 10","1987","Not Working","East Germany","","","","","5"
"6 on Scale 1 to 10","1987","Full Time","West Germany","265","0.129396875180356","0.115288067087101","0.143505683273612","6"
"6 on Scale 1 to 10","1987","Full Time","East Germany","","","","","6"
"6 on Scale 1 to 10","1987","Part Time","West Germany","173","0.141869507077119","0.122672281100809","0.161066733053429","6"
"6 on Scale 1 to 10","1987","Part Time","East Germany","","","","","6"
"6 on Scale 1 to 10","1987","Not Working","West Germany","312","0.0987559992293795","0.0879314857780784","0.109580512680681","6"
"6 on Scale 1 to 10","1987","Not Working","East Germany","","","","","6"
"7 on Scale 1 to 10","1987","Full Time","West Germany","372","0.162982949232442","0.14745705726975","0.178508841195135","7"
"7 on Scale 1 to 10","1987","Part Time","West Germany","195","0.139628303655333","0.120558462815848","0.158698144494818","7"
"7 on Scale 1 to 10","1987","Full Time","East Germany","","","","","7"
"7 on Scale 1 to 10","1987","Part Time","East Germany","","","","","7"
"7 on Scale 1 to 10","1987","Not Working","West Germany","478","0.156803321186366","0.14361020098103","0.169996441391703","7"
"7 on Scale 1 to 10","1987","Not Working","East Germany","","","","","7"
"8 on Scale 1 to 10","1987","Full Time","West Germany","430","0.19233778583503","0.175769960405813","0.208905611264247","8"
"8 on Scale 1 to 10","1987","Part Time","West Germany","281","0.233821900534646","0.210534300149075","0.257109500920217","8"
"8 on Scale 1 to 10","1987","Part Time","East Germany","","","","","8"
"8 on Scale 1 to 10","1987","Full Time","East Germany","","","","","8"
"8 on Scale 1 to 10","1987","Not Working","West Germany","633","0.22138791155446","0.206323819184936","0.236452003923984","8"
"8 on Scale 1 to 10","1987","Not Working","East Germany","","","","","8"
"9 on Scale 1 to 10","1987","Full Time","West Germany","170","0.0823755674912066","0.0708184370470484","0.0939326979353648","9"
"9 on Scale 1 to 10","1987","Part Time","East Germany","","","","","9"
"9 on Scale 1 to 10","1987","Part Time","West Germany","98","0.082645287562557","0.0674959035056291","0.0977946716194849","9"
"9 on Scale 1 to 10","1987","Full Time","East Germany","","","","","9"
"9 on Scale 1 to 10","1987","Not Working","West Germany","339","0.11389164043536","0.102365211201725","0.125418069668995","9"
"9 on Scale 1 to 10","1987","Not Working","East Germany","","","","","9"
"0 Completely dissatisfied","1988","Full Time","West Germany","10","","","","0"
"0 Completely dissatisfied","1988","Full Time","East Germany","","","","","0"
"0 Completely dissatisfied","1988","Part Time","West Germany","4","","","","0"
"0 Completely dissatisfied","1988","Part Time","East Germany","","","","","0"
"0 Completely dissatisfied","1988","Not Working","West Germany","20","","","","0"
"0 Completely dissatisfied","1988","Not Working","East Germany","","","","","0"
"1 on Scale 1 to 10","1988","Full Time","West Germany","13","","","","1"
"1 on Scale 1 to 10","1988","Full Time","East Germany","","","","","1"
"1 on Scale 1 to 10","1988","Part Time","West Germany","6","","","","1"
"1 on Scale 1 to 10","1988","Not Working","East Germany","","","","","1"
"1 on Scale 1 to 10","1988","Part Time","East Germany","","","","","1"
"1 on Scale 1 to 10","1988","Not Working","West Germany","18","","","","1"
"10 Completely satisfied","1988","Full Time","West Germany","201","0.0913995551894215","0.07894913755865","0.103849972820193","10"
"10 Completely satisfied","1988","Full Time","East Germany","","","","","10"
"10 Completely satisfied","1988","Part Time","West Germany","142","0.0997731583661311","0.0837446568074773","0.115801659924785","10"
"10 Completely satisfied","1988","Part Time","East Germany","","","","","10"
"10 Completely satisfied","1988","Not Working","West Germany","418","0.164289518080925","0.150343953508688","0.178235082653161","10"
"10 Completely satisfied","1988","Not Working","East Germany","","","","","10"
"2 on Scale 1 to 10","1988","Part Time","East Germany","","","","","2"
"2 on Scale 1 to 10","1988","Not Working","West Germany","54","0.0191604124433797","0.0140009474738457","0.0243198774129137","2"
"2 on Scale 1 to 10","1988","Full Time","West Germany","49","0.0299536979469875","0.0225891369928085","0.0373182589011665","2"
"2 on Scale 1 to 10","1988","Full Time","East Germany","","","","","2"
"2 on Scale 1 to 10","1988","Part Time","West Germany","23","","","","2"
"2 on Scale 1 to 10","1988","Not Working","East Germany","","","","","2"
"3 on Scale 1 to 10","1988","Full Time","West Germany","98","0.043574094309719","0.0347541619249369","0.0523940266945011","3"
"3 on Scale 1 to 10","1988","Full Time","East Germany","","","","","3"
"3 on Scale 1 to 10","1988","Part Time","West Germany","42","0.0275461911161503","0.0187928197566866","0.036299562475614","3"
"3 on Scale 1 to 10","1988","Part Time","East Germany","","","","","3"
"3 on Scale 1 to 10","1988","Not Working","West Germany","84","0.0312883823690138","0.0247361082563795","0.0378406564816481","3"
"3 on Scale 1 to 10","1988","Not Working","East Germany","","","","","3"
"4 on Scale 1 to 10","1988","Part Time","East Germany","","","","","4"
"4 on Scale 1 to 10","1988","Full Time","West Germany","122","0.0623958848602045","0.0519459608537011","0.0728458088667079","4"
"4 on Scale 1 to 10","1988","Part Time","West Germany","68","0.0534017231317111","0.0413771248914727","0.0654263213719496","4"
"4 on Scale 1 to 10","1988","Not Working","West Germany","128","0.0489853536476426","0.0408621007333384","0.0571086065619468","4"
"4 on Scale 1 to 10","1988","Not Working","East Germany","","","","","4"
"4 on Scale 1 to 10","1988","Full Time","East Germany","","","","","4"
"5 on Scale 1 to 10","1988","Full Time","East Germany","","","","","5"
"5 on Scale 1 to 10","1988","Full Time","West Germany","386","0.192176216336299","0.17515331653882","0.209199116133778","5"
"5 on Scale 1 to 10","1988","Part Time","West Germany","268","0.216804216181023","0.194765864102913","0.238842568259134","5"
"5 on Scale 1 to 10","1988","Part Time","East Germany","","","","","5"
"5 on Scale 1 to 10","1988","Not Working","West Germany","400","0.156075645450567","0.142416529920216","0.169734760980919","5"
"5 on Scale 1 to 10","1988","Not Working","East Germany","","","","","5"
"6 on Scale 1 to 10","1988","Full Time","East Germany","","","","","6"
"6 on Scale 1 to 10","1988","Full Time","West Germany","260","0.115323018135438","0.101523123530093","0.129122912740782","6"
"6 on Scale 1 to 10","1988","Part Time","East Germany","","","","","6"
"6 on Scale 1 to 10","1988","Not Working","West Germany","294","0.098841925995403","0.0876094800534665","0.110074371937339","6"
"6 on Scale 1 to 10","1988","Part Time","West Germany","180","0.133485976640861","0.115296688442883","0.15167526483884","6"
"6 on Scale 1 to 10","1988","Not Working","East Germany","","","","","6"
"7 on Scale 1 to 10","1988","Full Time","West Germany","336","0.160689132220557","0.144822670736489","0.176555593704624","7"
"7 on Scale 1 to 10","1988","Full Time","East Germany","","","","","7"
"7 on Scale 1 to 10","1988","Part Time","West Germany","221","0.15601647785107","0.136609303696706","0.175423652005434","7"
"7 on Scale 1 to 10","1988","Part Time","East Germany","","","","","7"
"7 on Scale 1 to 10","1988","Not Working","West Germany","458","0.166678434093404","0.152651935745073","0.180704932441736","7"
"7 on Scale 1 to 10","1988","Not Working","East Germany","","","","","7"
"8 on Scale 1 to 10","1988","Full Time","West Germany","432","0.218018921610511","0.200179916838878","0.235857926382143","8"
"8 on Scale 1 to 10","1988","Full Time","East Germany","","","","","8"
"8 on Scale 1 to 10","1988","Part Time","West Germany","283","0.211363931516771","0.189528396283222","0.23319946675032","8"
"8 on Scale 1 to 10","1988","Not Working","East Germany","","","","","8"
