"ple0019","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2012","(2c_gen) general maturity certificate","in school","","","",""
"Yes","2012","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","2012","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","2012","(2c_gen) general maturity certificate","middle vocational","","","",""
"Yes","2012","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","2012","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","2012","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","2012","(3a) lower tertiary education","in school","","","",""
"Yes","2012","(3a) lower tertiary education","inadequately","","","",""
"Yes","2012","(3a) lower tertiary education","general elemantary","","","",""
"Yes","2012","(3a) lower tertiary education","middle vocational","","","",""
"Yes","2012","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","2012","(3a) lower tertiary education","higher vocational","","","",""
"Yes","2012","(3a) lower tertiary education","higher education","","","",""
"Yes","2012","(3b) higher tertiary education","in school","","","",""
"Yes","2012","(3b) higher tertiary education","inadequately","","","",""
"Yes","2012","(3b) higher tertiary education","general elemantary","","","",""
"Yes","2012","(3b) higher tertiary education","middle vocational","","","",""
"Yes","2012","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","2012","(3b) higher tertiary education","higher vocational","","","",""
"Yes","2012","(3b) higher tertiary education","higher education","","","",""
"Yes","2013","(0) in school","in school","3","","",""
"Yes","2013","(0) in school","inadequately","","","",""
"Yes","2013","(0) in school","general elemantary","","","",""
"Yes","2013","(0) in school","middle vocational","","","",""
"Yes","2013","(0) in school","vocational + Abi","","","",""
"Yes","2013","(0) in school","higher vocational","","","",""
"Yes","2013","(0) in school","higher education","","","",""
"Yes","2013","(1a) inadequately completed","in school","","","",""
"Yes","2013","(1a) inadequately completed","inadequately","23","","",""
"Yes","2013","(1a) inadequately completed","general elemantary","","","",""
"Yes","2013","(1a) inadequately completed","middle vocational","6","","",""
"Yes","2013","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","2013","(1a) inadequately completed","higher vocational","","","",""
"Yes","2013","(1a) inadequately completed","higher education","","","",""
"Yes","2013","(1b) general elementary school","in school","","","",""
"Yes","2013","(1b) general elementary school","inadequately","3","","",""
"Yes","2013","(1b) general elementary school","general elemantary","121","1","1","1"
"Yes","2013","(1b) general elementary school","middle vocational","","","",""
"Yes","2013","(1b) general elementary school","vocational + Abi","","","",""
"Yes","2013","(1b) general elementary school","higher vocational","","","",""
"Yes","2013","(1b) general elementary school","higher education","","","",""
"Yes","2013","(1c) basic vocational qualification","in school","","","",""
"Yes","2013","(1c) basic vocational qualification","inadequately","","","",""
"Yes","2013","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","2013","(1c) basic vocational qualification","middle vocational","327","1","1","1"
"Yes","2013","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","2013","(1c) basic vocational qualification","higher vocational","22","","",""
"Yes","2013","(1c) basic vocational qualification","higher education","","","",""
"Yes","2013","(2b) intermediate general qualification","in school","","","",""
"Yes","2013","(2b) intermediate general qualification","inadequately","","","",""
"Yes","2013","(2b) intermediate general qualification","general elemantary","35","1","1","1"
"Yes","2013","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","2013","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","2013","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","2013","(2b) intermediate general qualification","higher education","","","",""
"Yes","2013","(2a) intermediate vocational","in school","","","",""
"Yes","2013","(2a) intermediate vocational","inadequately","","","",""
"Yes","2013","(2a) intermediate vocational","general elemantary","","","",""
"Yes","2013","(2a) intermediate vocational","middle vocational","314","1","1","1"
"Yes","2013","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","2013","(2a) intermediate vocational","higher vocational","46","1","1","1"
"Yes","2013","(2a) intermediate vocational","higher education","","","",""
"Yes","2013","(2c_gen) general maturity certificate","in school","","","",""
"Yes","2013","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","2013","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","2013","(2c_gen) general maturity certificate","middle vocational","37","1","1","1"
"Yes","2013","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","2013","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","2013","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","vocational + Abi","86","1","1","1"
"Yes","2013","(2c_voc) vocational maturity certificate","higher vocational","30","1","1","1"
"Yes","2013","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","2013","(3a) lower tertiary education","in school","","","",""
"Yes","2013","(3a) lower tertiary education","inadequately","","","",""
"Yes","2013","(3a) lower tertiary education","general elemantary","","","",""
"Yes","2013","(3a) lower tertiary education","middle vocational","","","",""
"Yes","2013","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","2013","(3a) lower tertiary education","higher vocational","","","",""
"Yes","2013","(3a) lower tertiary education","higher education","112","1","1","1"
"Yes","2013","(3b) higher tertiary education","in school","","","",""
"Yes","2013","(3b) higher tertiary education","inadequately","","","",""
"Yes","2013","(3b) higher tertiary education","general elemantary","","","",""
"Yes","2013","(3b) higher tertiary education","middle vocational","","","",""
"Yes","2013","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","2013","(3b) higher tertiary education","higher vocational","","","",""
"Yes","2013","(3b) higher tertiary education","higher education","174","1","1","1"
"Yes","2014","(0) in school","in school","","","",""
"Yes","2014","(0) in school","inadequately","","","",""
"Yes","2014","(0) in school","general elemantary","","","",""
"Yes","2014","(0) in school","middle vocational","","","",""
"Yes","2014","(0) in school","vocational + Abi","","","",""
"Yes","2014","(0) in school","higher vocational","","","",""
"Yes","2014","(0) in school","higher education","","","",""
"Yes","2014","(1a) inadequately completed","in school","","","",""
"Yes","2014","(1a) inadequately completed","inadequately","","","",""
"Yes","2014","(1a) inadequately completed","general elemantary","","","",""
"Yes","2014","(1a) inadequately completed","middle vocational","","","",""
"Yes","2014","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","2014","(1a) inadequately completed","higher vocational","","","",""
"Yes","2014","(1a) inadequately completed","higher education","","","",""
"Yes","2014","(1b) general elementary school","in school","","","",""
"Yes","2014","(1b) general elementary school","inadequately","","","",""
"Yes","2014","(1b) general elementary school","general elemantary","","","",""
"Yes","2014","(1b) general elementary school","middle vocational","","","",""
"Yes","2014","(1b) general elementary school","vocational + Abi","","","",""
"Yes","2014","(1b) general elementary school","higher vocational","","","",""
"Yes","2014","(1b) general elementary school","higher education","","","",""
"Yes","2014","(1c) basic vocational qualification","in school","","","",""
"Yes","2014","(1c) basic vocational qualification","inadequately","","","",""
"Yes","2014","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","2014","(1c) basic vocational qualification","middle vocational","","","",""
"Yes","2014","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","2014","(1c) basic vocational qualification","higher vocational","","","",""
"Yes","2014","(1c) basic vocational qualification","higher education","","","",""
"Yes","2014","(2b) intermediate general qualification","in school","","","",""
"Yes","2014","(2b) intermediate general qualification","inadequately","","","",""
"Yes","2014","(2b) intermediate general qualification","general elemantary","","","",""
"Yes","2014","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","2014","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","2014","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","2014","(2b) intermediate general qualification","higher education","","","",""
"Yes","2014","(2a) intermediate vocational","in school","","","",""
"Yes","2014","(2a) intermediate vocational","inadequately","","","",""
"Yes","2014","(2a) intermediate vocational","general elemantary","","","",""
"Yes","2014","(2a) intermediate vocational","middle vocational","","","",""
"Yes","2014","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","2014","(2a) intermediate vocational","higher vocational","","","",""
"Yes","2014","(2a) intermediate vocational","higher education","","","",""
"Yes","2014","(2c_gen) general maturity certificate","in school","","","",""
"Yes","2014","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","2014","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","2014","(2c_gen) general maturity certificate","middle vocational","","","",""
"Yes","2014","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","2014","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","2014","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","2014","(3a) lower tertiary education","in school","","","",""
"Yes","2014","(3a) lower tertiary education","inadequately","","","",""
"Yes","2014","(3a) lower tertiary education","general elemantary","","","",""
"Yes","2014","(3a) lower tertiary education","middle vocational","","","",""
"Yes","2014","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","2014","(3a) lower tertiary education","higher vocational","","","",""
"Yes","2014","(3a) lower tertiary education","higher education","","","",""
"Yes","2014","(3b) higher tertiary education","in school","","","",""
"Yes","2014","(3b) higher tertiary education","inadequately","","","",""
"Yes","2014","(3b) higher tertiary education","general elemantary","","","",""
"Yes","2014","(3b) higher tertiary education","middle vocational","","","",""
"Yes","2014","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","2014","(3b) higher tertiary education","higher vocational","","","",""
"Yes","2014","(3b) higher tertiary education","higher education","","","",""
"Yes","2015","(0) in school","in school","9","","",""
"Yes","2015","(0) in school","inadequately","","","",""
"Yes","2015","(0) in school","general elemantary","","","",""
"Yes","2015","(0) in school","middle vocational","","","",""
"Yes","2015","(0) in school","vocational + Abi","","","",""
"Yes","2015","(0) in school","higher vocational","","","",""
"Yes","2015","(0) in school","higher education","","","",""
"Yes","2015","(1a) inadequately completed","in school","","","",""
"Yes","2015","(1a) inadequately completed","inadequately","37","1","1","1"
"Yes","2015","(1a) inadequately completed","general elemantary","","","",""
"Yes","2015","(1a) inadequately completed","middle vocational","7","","",""
"Yes","2015","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","2015","(1a) inadequately completed","higher vocational","1","","",""
"Yes","2015","(1a) inadequately completed","higher education","","","",""
"Yes","2015","(1b) general elementary school","in school","","","",""
"Yes","2015","(1b) general elementary school","inadequately","4","","",""
"Yes","2015","(1b) general elementary school","general elemantary","169","1","1","1"
"Yes","2015","(1b) general elementary school","middle vocational","","","",""
"Yes","2015","(1b) general elementary school","vocational + Abi","","","",""
"Yes","2015","(1b) general elementary school","higher vocational","","","",""
"Yes","2015","(1b) general elementary school","higher education","","","",""
"Yes","2015","(1c) basic vocational qualification","in school","","","",""
"Yes","2015","(1c) basic vocational qualification","inadequately","","","",""
"Yes","2015","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","2015","(1c) basic vocational qualification","middle vocational","392","1","1","1"
"Yes","2015","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","2015","(1c) basic vocational qualification","higher vocational","21","","",""
"Yes","2015","(1c) basic vocational qualification","higher education","","","",""
"Yes","2015","(2b) intermediate general qualification","in school","","","",""
"Yes","2015","(2b) intermediate general qualification","inadequately","","","",""
"Yes","2015","(2b) intermediate general qualification","general elemantary","50","1","1","1"
"Yes","2015","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","2015","(2b) intermediate general qualification","vocational + Abi","","","",""
