"pli0092_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1993","Part Time","(Married) couple without C. ","","","","","3"
"Min 1x per month","1993","Part Time","Single parent ","","","","","3"
"Min 1x per month","1993","Part Time","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1993","Part Time","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1993","Part Time","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1993","Not Working","(Married) couple without C. ","","","","","3"
"Min 1x per month","1993","Not Working","Single parent ","","","","","3"
"Min 1x per month","1993","Not Working","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1993","Not Working","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1993","Not Working","1-pers.-HH","","","","","3"
"Min 1x per week","1993","Full Time","(Married) couple without C. ","","","","","2"
"Min 1x per week","1993","Full Time","Single parent ","","","","","2"
"Min 1x per week","1993","Full Time","1-pers.-HH","","","","","2"
"Min 1x per week","1993","Full Time","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1993","Full Time","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1993","Part Time","1-pers.-HH","","","","","2"
"Min 1x per week","1993","Part Time","(Married) couple without C. ","","","","","2"
"Min 1x per week","1993","Part Time","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1993","Not Working","Single parent ","","","","","2"
"Min 1x per week","1993","Full Time","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1993","Part Time","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1993","Part Time","Single parent ","","","","","2"
"Min 1x per week","1993","Part Time","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1993","Not Working","1-pers.-HH","","","","","2"
"Min 1x per week","1993","Not Working","(Married) couple without C. ","","","","","2"
"Min 1x per week","1993","Not Working","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1993","Not Working","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1993","Not Working","Couple + C. LE and GT 16","","","","","2"
"Never","1993","Full Time","1-pers.-HH","","","","","5"
"Never","1993","Full Time","(Married) couple without C. ","","","","","5"
"Never","1993","Full Time","Single parent ","","","","","5"
"Never","1993","Full Time","Couple + C. LE 16 ","","","","","5"
"Never","1993","Full Time","Couple + C. GT 16 ","","","","","5"
"Never","1993","Full Time","Couple + C. LE and GT 16","","","","","5"
"Never","1993","Part Time","Couple + C. LE 16 ","","","","","5"
"Never","1993","Part Time","1-pers.-HH","","","","","5"
"Never","1993","Part Time","(Married) couple without C. ","","","","","5"
"Never","1993","Part Time","Single parent ","","","","","5"
"Never","1993","Part Time","Couple + C. GT 16 ","","","","","5"
"Never","1993","Part Time","Couple + C. LE and GT 16","","","","","5"
"Never","1993","Not Working","1-pers.-HH","","","","","5"
"Never","1993","Not Working","(Married) couple without C. ","","","","","5"
"Never","1993","Not Working","Single parent ","","","","","5"
"Never","1993","Not Working","Couple + C. LE 16 ","","","","","5"
"Never","1993","Not Working","Couple + C. GT 16 ","","","","","5"
"Never","1993","Not Working","Couple + C. LE and GT 16","","","","","5"
"Rarely","1993","Full Time","(Married) couple without C. ","","","","","4"
"Rarely","1993","Full Time","Single parent ","","","","","4"
"Rarely","1993","Full Time","1-pers.-HH","","","","","4"
"Rarely","1993","Full Time","Couple + C. LE 16 ","","","","","4"
"Rarely","1993","Full Time","Couple + C. GT 16 ","","","","","4"
"Rarely","1993","Full Time","Couple + C. LE and GT 16","","","","","4"
"Rarely","1993","Part Time","1-pers.-HH","","","","","4"
"Rarely","1993","Part Time","(Married) couple without C. ","","","","","4"
"Rarely","1993","Part Time","Single parent ","","","","","4"
"Rarely","1993","Part Time","Couple + C. LE 16 ","","","","","4"
"Rarely","1993","Part Time","Couple + C. GT 16 ","","","","","4"
"Rarely","1993","Part Time","Couple + C. LE and GT 16","","","","","4"
"Rarely","1993","Not Working","1-pers.-HH","","","","","4"
"Rarely","1993","Not Working","Couple + C. LE 16 ","","","","","4"
"Rarely","1993","Not Working","(Married) couple without C. ","","","","","4"
"Rarely","1993","Not Working","Single parent ","","","","","4"
"Rarely","1993","Not Working","Couple + C. GT 16 ","","","","","4"
"Rarely","1993","Not Working","Couple + C. LE and GT 16","","","","","4"
"Daily","1994","Full Time","1-pers.-HH","","","","","1"
"Daily","1994","Full Time","(Married) couple without C. ","","","","","1"
"Daily","1994","Full Time","Single parent ","","","","","1"
"Daily","1994","Full Time","Couple + C. LE 16 ","","","","","1"
"Daily","1994","Full Time","Couple + C. GT 16 ","","","","","1"
"Daily","1994","Full Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1994","Part Time","1-pers.-HH","","","","","1"
"Daily","1994","Part Time","(Married) couple without C. ","","","","","1"
"Daily","1994","Part Time","Single parent ","","","","","1"
"Daily","1994","Part Time","Couple + C. LE 16 ","","","","","1"
"Daily","1994","Part Time","Couple + C. GT 16 ","","","","","1"
"Daily","1994","Not Working","(Married) couple without C. ","","","","","1"
"Daily","1994","Not Working","Single parent ","","","","","1"
"Daily","1994","Not Working","Couple + C. LE 16 ","","","","","1"
"Daily","1994","Part Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1994","Not Working","1-pers.-HH","","","","","1"
"Daily","1994","Not Working","Couple + C. GT 16 ","","","","","1"
"Daily","1994","Not Working","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1994","Full Time","1-pers.-HH","58","0.0920249611169376","0.0675537495228923","0.116496172710983","3"
"Min 1x per month","1994","Full Time","(Married) couple without C. ","92","0.0645785093704396","0.051790452085769","0.0773665666551102","3"
"Min 1x per month","1994","Full Time","Single parent ","24","","","","3"
"Min 1x per month","1994","Full Time","Couple + C. GT 16 ","97","0.0802466969009264","0.0644415178232831","0.0960518759785697","3"
"Min 1x per month","1994","Full Time","Couple + C. LE 16 ","114","0.0735686241364122","0.06102496122513","0.0861122870476944","3"
"Min 1x per month","1994","Full Time","Couple + C. LE and GT 16","50","0.0988704262023318","0.07434487468225","0.123395977722414","3"
"Min 1x per month","1994","Part Time","1-pers.-HH","16","","","","3"
"Min 1x per month","1994","Part Time","(Married) couple without C. ","33","0.0702948184659767","0.0466487358241449","0.0939409011078085","3"
"Min 1x per month","1994","Part Time","Single parent ","10","","","","3"
"Min 1x per month","1994","Part Time","Couple + C. LE 16 ","37","0.0592524704517282","0.041661701747356","0.0768432391561004","3"
"Min 1x per month","1994","Part Time","Couple + C. GT 16 ","38","0.0800023330450736","0.0563171081988854","0.103687557891262","3"
"Min 1x per month","1994","Not Working","(Married) couple without C. ","34","0.0241661109008061","0.0163345347777609","0.0319976870238512","3"
"Min 1x per month","1994","Not Working","Single parent ","8","","","","3"
"Min 1x per month","1994","Not Working","Couple + C. LE 16 ","30","0.0532551409165432","0.0358724774121736","0.0706378044209128","3"
"Min 1x per month","1994","Not Working","Couple + C. GT 16 ","53","0.0670009223092544","0.0494435159860244","0.0845583286324844","3"
"Min 1x per month","1994","Not Working","Couple + C. LE and GT 16","16","","","","3"
"Min 1x per month","1994","Part Time","Couple + C. LE and GT 16","17","","","","3"
"Min 1x per month","1994","Not Working","1-pers.-HH","11","","","","3"
"Min 1x per week","1994","Full Time","1-pers.-HH","173","0.353399061563135","0.312930612791157","0.393867510335113","2"
"Min 1x per week","1994","Full Time","(Married) couple without C. ","357","0.280338045259288","0.256967858353116","0.30370823216546","2"
"Min 1x per week","1994","Full Time","Single parent ","57","0.239574572096742","0.185798499178767","0.293350645014717","2"
"Min 1x per week","1994","Full Time","Couple + C. LE 16 ","338","0.228529646965813","0.208355168106622","0.248704125825005","2"
"Min 1x per week","1994","Full Time","Couple + C. GT 16 ","248","0.261082639823364","0.235529922366271","0.286635357280457","2"
"Min 1x per week","1994","Full Time","Couple + C. LE and GT 16","124","0.259646793613838","0.223621882282643","0.295671704945033","2"
"Min 1x per week","1994","Part Time","1-pers.-HH","28","","","","2"
"Min 1x per week","1994","Part Time","(Married) couple without C. ","102","0.283082529944798","0.241413246102361","0.324751813787236","2"
"Min 1x per week","1994","Part Time","Couple + C. GT 16 ","112","0.248470440402465","0.210744226633782","0.286196654171147","2"
"Min 1x per week","1994","Part Time","Couple + C. LE and GT 16","72","0.292951062714432","0.238765233802487","0.347136891626376","2"
"Min 1x per week","1994","Not Working","Single parent ","46","0.247900980957406","0.187604549251569","0.308197412663243","2"
"Min 1x per week","1994","Not Working","Couple + C. LE 16 ","97","0.191984554741376","0.161494229788643","0.22247487969411","2"
"Min 1x per week","1994","Part Time","Single parent ","34","0.278775502743753","0.201990751462192","0.355560254025314","2"
"Min 1x per week","1994","Part Time","Couple + C. LE 16 ","170","0.299415435439405","0.265291240147619","0.333539630731191","2"
"Min 1x per week","1994","Not Working","1-pers.-HH","76","0.0996945016153681","0.0775953147072977","0.121793688523439","2"
"Min 1x per week","1994","Not Working","(Married) couple without C. ","171","0.126062105341942","0.109134699493841","0.142989511190043","2"
"Min 1x per week","1994","Not Working","Couple + C. GT 16 ","190","0.259258935639299","0.228485255198867","0.290032616079731","2"
"Min 1x per week","1994","Not Working","Couple + C. LE and GT 16","128","0.43746438730168","0.383614393960886","0.491314380642473","2"
"Never","1994","Full Time","1-pers.-HH","190","0.33766113811754","0.29762553688477","0.37769673935031","5"
"Never","1994","Full Time","(Married) couple without C. ","663","0.443434904133338","0.417586733375365","0.469283074891311","5"
"Never","1994","Full Time","Single parent ","109","0.428685003206963","0.366333437207233","0.491036569206693","5"
"Never","1994","Full Time","Couple + C. LE 16 ","803","0.428713507057482","0.404935141939593","0.452491872175371","5"
"Never","1994","Full Time","Couple + C. GT 16 ","549","0.44263916245042","0.413742791551384","0.471535533349455","5"
"Never","1994","Full Time","Couple + C. LE and GT 16","278","0.432156905056356","0.391453863749858","0.472859946362854","5"
"Never","1994","Part Time","Couple + C. LE 16 ","338","0.423385311431074","0.386571923452733","0.460198699409415","5"
"Never","1994","Part Time","1-pers.-HH","60","0.471589862244471","0.38860316287912","0.554576561609821","5"
"Never","1994","Part Time","(Married) couple without C. ","236","0.464164610454579","0.418035335361872","0.510293885547285","5"
"Never","1994","Part Time","Single parent ","68","0.456485751265872","0.371189189943658","0.541782312588087","5"
"Never","1994","Part Time","Couple + C. GT 16 ","241","0.432298775036459","0.389048911557804","0.475548638515115","5"
"Never","1994","Part Time","Couple + C. LE and GT 16","123","0.410032027538035","0.351473984593723","0.468590070482347","5"
"Never","1994","Not Working","1-pers.-HH","576","0.817244892676858","0.788737558325513","0.845752227028203","5"
"Never","1994","Not Working","(Married) couple without C. ","1173","0.786045385414712","0.765131126341287","0.806959644488136","5"
"Never","1994","Not Working","Single parent ","120","0.594408793115967","0.525843891665876","0.662973694566058","5"
"Never","1994","Not Working","Couple + C. LE 16 ","389","0.554921275198446","0.516448529523291","0.593394020873601","5"
"Never","1994","Not Working","Couple + C. GT 16 ","442","0.537469074384171","0.502456302828528","0.572481845939814","5"
"Never","1994","Not Working","Couple + C. LE and GT 16","131","0.340474444970067","0.289034870730835","0.3919140192093","5"
"Rarely","1994","Full Time","1-pers.-HH","115","0.216914839202387","0.182023726072888","0.251805952331886","4"
"Rarely","1994","Full Time","(Married) couple without C. ","307","0.211648541236935","0.190395334301276","0.232901748172593","4"
"Rarely","1994","Full Time","Single parent ","52","0.233407336295046","0.18011313124082","0.286701541349271","4"
"Rarely","1994","Full Time","Couple + C. GT 16 ","241","0.21603150082529","0.192089634155185","0.239973367495394","4"
"Rarely","1994","Full Time","Couple + C. LE and GT 16","117","0.209325875127474","0.175898507407462","0.242753242847486","4"
"Rarely","1994","Part Time","(Married) couple without C. ","78","0.182458041134647","0.146733928486451","0.218182153782843","4"
"Rarely","1994","Full Time","Couple + C. LE 16 ","409","0.269188221840293","0.247877300507933","0.290499143172652","4"
"Rarely","1994","Part Time","1-pers.-HH","35","0.186587383267119","0.121822844023775","0.251351922510463","4"
"Rarely","1994","Part Time","Single parent ","19","","","","4"
"Rarely","1994","Part Time","Couple + C. LE 16 ","147","0.217946782677793","0.187186634126816","0.24870693122877","4"
"Rarely","1994","Part Time","Couple + C. GT 16 ","113","0.239228451516002","0.20198358959209","0.276473313439914","4"
"Rarely","1994","Part Time","Couple + C. LE and GT 16","59","0.223271618365904","0.17369067416768","0.272852562564128","4"
"Rarely","1994","Not Working","Couple + C. LE 16 ","125","0.199839029143635","0.168882809894891","0.230795248392379","4"
"Rarely","1994","Not Working","1-pers.-HH","43","0.0687777886516849","0.0501098438664551","0.0874457334369147","4"
"Rarely","1994","Not Working","(Married) couple without C. ","99","0.0637263983425402","0.051269241869325","0.0761835548157554","4"
"Rarely","1994","Not Working","Single parent ","23","","","","4"
"Rarely","1994","Not Working","Couple + C. LE and GT 16","51","0.157817823407484","0.118242876700149","0.197392770114819","4"
"Rarely","1994","Not Working","Couple + C. GT 16 ","94","0.136271067667275","0.112179230167653","0.160362905166896","4"
"Daily","1995","Full Time","1-pers.-HH","38","0.0675578425703243","0.0459439968334478","0.0891716883072008","1"
"Daily","1995","Full Time","(Married) couple without C. ","75","0.0603434912888398","0.0481374682703063","0.0725495143073732","1"
"Daily","1995","Full Time","Single parent ","14","","","","1"
"Daily","1995","Full Time","Couple + C. LE 16 ","57","0.0327398988520637","0.0241246283533145","0.041355169350813","1"
"Daily","1995","Full Time","Couple + C. GT 16 ","47","0.0448156847586924","0.0327842468296965","0.0568471226876882","1"
"Daily","1995","Full Time","Couple + C. LE and GT 16","27","","","","1"
"Daily","1995","Part Time","1-pers.-HH","12","","","","1"
"Daily","1995","Part Time","(Married) couple without C. ","26","","","","1"
"Daily","1995","Part Time","Single parent ","12","","","","1"
"Daily","1995","Part Time","Couple + C. LE 16 ","28","","","","1"
"Daily","1995","Part Time","Couple + C. GT 16 ","30","0.0579209908774425","0.0380526096025946","0.0777893721522904","1"
"Daily","1995","Not Working","(Married) couple without C. ","45","0.0324314937704624","0.0235870380942972","0.0412759494466276","1"
"Daily","1995","Part Time","Couple + C. LE and GT 16","18","","","","1"
"Daily","1995","Not Working","1-pers.-HH","25","","","","1"
"Daily","1995","Not Working","Single parent ","17","","","","1"
"Daily","1995","Not Working","Couple + C. LE and GT 16","47","0.118587574196394","0.0867448896055532","0.150430258787234","1"
"Daily","1995","Not Working","Couple + C. GT 16 ","58","0.0769496700460665","0.0587305140588122","0.0951688260333208","1"
"Daily","1995","Not Working","Couple + C. LE 16 ","18","","","","1"
"Min 1x per month","1995","Full Time","1-pers.-HH","45","0.103362404477953","0.0771460086713228","0.129578800284584","3"
"Min 1x per month","1995","Full Time","(Married) couple without C. ","142","0.0914752198768627","0.076697939130117","0.106252500623608","3"
"Min 1x per month","1995","Full Time","Single parent ","21","","","","3"
"Min 1x per month","1995","Full Time","Couple + C. LE 16 ","156","0.120672318757794","0.104902096442853","0.136442541072735","3"
"Min 1x per month","1995","Full Time","Couple + C. GT 16 ","91","0.0762286047808146","0.0607973882317981","0.0916598213298311","3"
"Min 1x per month","1995","Full Time","Couple + C. LE and GT 16","47","0.0789556443725144","0.0569711725747645","0.100940116170264","3"
"Min 1x per month","1995","Part Time","1-pers.-HH","23","","","","3"
"Min 1x per month","1995","Part Time","(Married) couple without C. ","36","0.074348704398695","0.051308102042899","0.097389306754491","3"
"Min 1x per month","1995","Part Time","Single parent ","13","","","","3"
"Min 1x per month","1995","Part Time","Couple + C. LE 16 ","46","0.0688077906284869","0.0509981275369215","0.0866174537200523","3"
"Min 1x per month","1995","Part Time","Couple + C. GT 16 ","40","0.0752698407864105","0.0528300481072332","0.0977096334655879","3"
"Min 1x per month","1995","Not Working","(Married) couple without C. ","67","0.0431499367860376","0.0330047791732623","0.0532950943988129","3"
"Min 1x per month","1995","Not Working","Single parent ","18","","","","3"
"Min 1x per month","1995","Not Working","Couple + C. LE 16 ","46","0.077552516563021","0.0581101262117825","0.0969949069142594","3"
"Min 1x per month","1995","Not Working","Couple + C. GT 16 ","55","0.0614541294979773","0.0450363102698338","0.0778719487261208","3"
"Min 1x per month","1995","Not Working","Couple + C. LE and GT 16","26","","","","3"
"Min 1x per month","1995","Part Time","Couple + C. LE and GT 16","21","","","","3"
"Min 1x per month","1995","Not Working","1-pers.-HH","16","","","","3"
"Min 1x per week","1995","Full Time","1-pers.-HH","175","0.348480419373424","0.307447148444542","0.389513690302305","2"
"Min 1x per week","1995","Full Time","(Married) couple without C. ","374","0.284014150450362","0.260899005905993","0.30712929499473","2"
"Min 1x per week","1995","Full Time","Single parent ","63","0.309224239046434","0.248968394049992","0.369480084042875","2"
"Min 1x per week","1995","Full Time","Couple + C. LE 16 ","351","0.237299954371215","0.216703885861387","0.257896022881043","2"
"Min 1x per week","1995","Full Time","Couple + C. GT 16 ","264","0.266440293580151","0.240731801082124","0.292148786078177","2"
"Min 1x per week","1995","Full Time","Couple + C. LE and GT 16","134","0.283453313221665","0.246712633494431","0.3201939929489","2"
"Min 1x per week","1995","Part Time","1-pers.-HH","45","0.226287019022665","0.167101257625528","0.285472780419802","2"
"Min 1x per week","1995","Part Time","Couple + C. LE 16 ","198","0.318365041939721","0.285589049929213","0.351141033950229","2"
"Min 1x per week","1995","Part Time","Couple + C. GT 16 ","124","0.278351019731681","0.240230374760016","0.316471664703347","2"
"Min 1x per week","1995","Not Working","(Married) couple without C. ","195","0.127545476574839","0.110890244005645","0.144200709144033","2"
"Min 1x per week","1995","Not Working","Single parent ","47","0.227655626971363","0.17262045251017","0.282690801432557","2"
"Min 1x per week","1995","Not Working","Couple + C. LE and GT 16","131","0.34068450697457","0.294005314901087","0.387363699048053","2"
"Min 1x per week","1995","Part Time","(Married) couple without C. ","112","0.262905879748144","0.22424292487392","0.301568834622369","2"
"Min 1x per week","1995","Part Time","Single parent ","39","0.285987370240318","0.215748761134058","0.356225979346577","2"
"Min 1x per week","1995","Part Time","Couple + C. LE and GT 16","63","0.281776436069731","0.228017073357622","0.335535798781839","2"
"Min 1x per week","1995","Not Working","1-pers.-HH","76","0.0970690984175649","0.0755930478879825","0.118545148947147","2"
"Min 1x per week","1995","Not Working","Couple + C. LE 16 ","120","0.220709373549402","0.190562588744676","0.250856158354127","2"
"Min 1x per week","1995","Not Working","Couple + C. GT 16 ","193","0.240412907021727","0.211199658020961","0.269626156022493","2"
"Never","1995","Full Time","(Married) couple without C. ","510","0.311531447391438","0.287792174931206","0.335270719851669","5"
"Never","1995","Full Time","1-pers.-HH","148","0.259840587924096","0.222074731362268","0.297606444485923","5"
"Never","1995","Full Time","Single parent ","79","0.332117547910961","0.270714518346415","0.393520577475507","5"
"Never","1995","Full Time","Couple + C. LE 16 ","537","0.290598429617197","0.268617233628829","0.312579625605566","5"
"Never","1995","Full Time","Couple + C. GT 16 ","440","0.350352899232404","0.32261008361531","0.378095714849497","5"
"Never","1995","Full Time","Couple + C. LE and GT 16","212","0.317696703302603","0.279740806186126","0.355652600419079","5"
"Never","1995","Not Working","1-pers.-HH","548","0.751775875834587","0.720439205622363","0.783112546046811","5"
"Never","1995","Not Working","(Married) couple without C. ","1027","0.654976927404478","0.631242222216115","0.678711632592842","5"
"Never","1995","Part Time","1-pers.-HH","65","0.354873069890537","0.287193656765241","0.422552483015833","5"
"Never","1995","Part Time","(Married) couple without C. ","207","0.36012165349504","0.317961057229795","0.402282249760285","5"
"Never","1995","Part Time","Single parent ","62","0.357708643082507","0.283204523889246","0.432212762275769","5"
"Never","1995","Part Time","Couple + C. LE 16 ","293","0.296748174650174","0.264606633818936","0.328889715481412","5"
"Never","1995","Part Time","Couple + C. GT 16 ","219","0.36939996805647","0.328348730755996","0.410451205356944","5"
"Never","1995","Part Time","Couple + C. LE and GT 16","106","0.319159201639052","0.263453657326211","0.374864745951892","5"
"Never","1995","Not Working","Single parent ","106","0.455895301158893","0.390526660224945","0.52126394209284","5"
"Never","1995","Not Working","Couple + C. LE 16 ","362","0.430591329926337","0.394597706896387","0.466584952956286","5"
"Never","1995","Not Working","Couple + C. GT 16 ","400","0.468153385964828","0.434041992098471","0.502264779831184","5"
"Never","1995","Not Working","Couple + C. LE and GT 16","131","0.286756123213141","0.242213491367114","0.331298755059167","5"
"Rarely","1995","Full Time","1-pers.-HH","112","0.220758745654203","0.185041485390478","0.256476005917928","4"
"Rarely","1995","Full Time","(Married) couple without C. ","361","0.252635690992498","0.230362218275939","0.274909163709058","4"
"Rarely","1995","Full Time","Single parent ","49","0.168058854366625","0.119309275002218","0.216808433731032","4"
"Rarely","1995","Full Time","Couple + C. LE 16 ","538","0.31868939840173","0.29613065024502","0.341248146558439","4"
"Rarely","1995","Full Time","Couple + C. GT 16 ","294","0.262162517647939","0.236586991215938","0.287738044079939","4"
"Rarely","1995","Full Time","Couple + C. LE and GT 16","158","0.275011061699987","0.238609087016272","0.311413036383702","4"
"Rarely","1995","Part Time","1-pers.-HH","47","0.260060902544479","0.198012158220076","0.322109646868881","4"
"Rarely","1995","Part Time","(Married) couple without C. ","117","0.224858436275739","0.188191170616928","0.261525701934549","4"
"Rarely","1995","Part Time","Single parent ","33","0.202173811941087","0.139747723614848","0.264599900267326","4"
"Rarely","1995","Part Time","Couple + C. LE 16 ","211","0.268387310574499","0.237209986712291","0.299564634436707","4"
"Rarely","1995","Part Time","Couple + C. GT 16 ","118","0.219058180547996","0.183878660627205","0.254237700468786","4"
"Rarely","1995","Part Time","Couple + C. LE and GT 16","61","0.263770938570016","0.211109599077432","0.316432278062599","4"
"Rarely","1995","Not Working","1-pers.-HH","65","0.0922970740791223","0.0713003038622602","0.113293844295984","4"
"Rarely","1995","Not Working","(Married) couple without C. ","207","0.141896165464183","0.124474004466737","0.159318326461628","4"
"Rarely","1995","Not Working","Single parent ","35","0.15495861795288","0.107464205964587","0.202453029941173","4"
"Rarely","1995","Not Working","Couple + C. LE 16 ","181","0.246056534008766","0.214747639914067","0.277365428103464","4"
"Rarely","1995","Not Working","Couple + C. GT 16 ","116","0.153029907469401","0.128418617478949","0.177641197459853","4"
"Rarely","1995","Not Working","Couple + C. LE and GT 16","61","0.174146306851612","0.136794708572876","0.211497905130348","4"
"Daily","1996","Full Time","1-pers.-HH","","","","","1"
"Daily","1996","Full Time","(Married) couple without C. ","","","","","1"
"Daily","1996","Full Time","Single parent ","","","","","1"
"Daily","1996","Full Time","Couple + C. LE 16 ","","","","","1"
"Daily","1996","Full Time","Couple + C. GT 16 ","","","","","1"
"Daily","1996","Full Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1996","Part Time","1-pers.-HH","","","","","1"
"Daily","1996","Part Time","(Married) couple without C. ","","","","","1"
"Daily","1996","Part Time","Single parent ","","","","","1"
"Daily","1996","Part Time","Couple + C. LE 16 ","","","","","1"
"Daily","1996","Part Time","Couple + C. GT 16 ","","","","","1"
"Daily","1996","Part Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1996","Not Working","1-pers.-HH","","","","","1"
"Daily","1996","Not Working","(Married) couple without C. ","","","","","1"
"Daily","1996","Not Working","Single parent ","","","","","1"
"Daily","1996","Not Working","Couple + C. LE and GT 16","","","","","1"
"Daily","1996","Not Working","Couple + C. GT 16 ","","","","","1"
"Daily","1996","Not Working","Couple + C. LE 16 ","","","","","1"
"Min 1x per month","1996","Full Time","1-pers.-HH","58","0.116606707440386","0.089808169134849","0.143405245745923","3"
"Min 1x per month","1996","Full Time","(Married) couple without C. ","106","0.0671573106649","0.0542026998695627","0.0801119214602372","3"
"Min 1x per month","1996","Full Time","Single parent ","22","","","","3"
"Min 1x per month","1996","Full Time","Couple + C. LE 16 ","131","0.0861369663918623","0.0722054078031038","0.100068524980621","3"
"Min 1x per month","1996","Full Time","Couple + C. GT 16 ","92","0.084895701670472","0.0681005702738858","0.101690833067058","3"
"Min 1x per month","1996","Full Time","Couple + C. LE and GT 16","56","0.0893563681969569","0.0660607719165713","0.112651964477343","3"
"Min 1x per month","1996","Part Time","1-pers.-HH","23","","","","3"
"Min 1x per month","1996","Part Time","(Married) couple without C. ","32","0.0580161096745595","0.0386713784549772","0.0773608408941418","3"
"Min 1x per month","1996","Part Time","Single parent ","14","","","","3"
"Min 1x per month","1996","Part Time","Couple + C. LE 16 ","54","0.0764375627614889","0.0576586057751376","0.0952165197478402","3"
"Min 1x per month","1996","Not Working","(Married) couple without C. ","67","0.0496802715059504","0.0388597240249211","0.0605008189869797","3"
"Min 1x per month","1996","Not Working","Single parent ","17","","","","3"
"Min 1x per month","1996","Not Working","Couple + C. GT 16 ","52","0.0784959876211524","0.0597176420670429","0.0972743331752619","3"
"Min 1x per month","1996","Not Working","Couple + C. LE and GT 16","29","","","","3"
"Min 1x per month","1996","Part Time","Couple + C. GT 16 ","44","0.0731653460634481","0.0507401081914683","0.095590583935428","3"
"Min 1x per month","1996","Part Time","Couple + C. LE and GT 16","17","","","","3"
"Min 1x per month","1996","Not Working","1-pers.-HH","24","","","","3"
"Min 1x per month","1996","Not Working","Couple + C. LE 16 ","43","0.084063971112524","0.0629740579959396","0.105153884229108","3"
"Min 1x per week","1996","Full Time","1-pers.-HH","190","0.351717250940272","0.311846780581194","0.391587721299351","2"
"Min 1x per week","1996","Full Time","(Married) couple without C. ","420","0.329688424413346","0.30535721343759","0.354019635389102","2"
"Min 1x per week","1996","Full Time","Single parent ","70","0.273649171651676","0.218162006448749","0.329136336854603","2"
"Min 1x per week","1996","Full Time","Couple + C. LE 16 ","328","0.228125733532432","0.207289232849963","0.248962234214901","2"
"Min 1x per week","1996","Full Time","Couple + C. GT 16 ","259","0.259384935116389","0.232974600569735","0.285795269663043","2"
"Min 1x per week","1996","Full Time","Couple + C. LE and GT 16","129","0.265225000375967","0.229173672617938","0.301276328133996","2"
"Min 1x per week","1996","Part Time","1-pers.-HH","54","0.320661773580087","0.253223599785955","0.388099947374218","2"
"Min 1x per week","1996","Part Time","Couple + C. LE 16 ","184","0.279274979084804","0.247565746259601","0.310984211910007","2"
"Min 1x per week","1996","Part Time","Couple + C. GT 16 ","109","0.246793583166296","0.209665105005207","0.283922061327386","2"
"Min 1x per week","1996","Not Working","(Married) couple without C. ","186","0.134590392101867","0.117594644709029","0.151586139494705","2"
"Min 1x per week","1996","Not Working","Single parent ","55","0.252783084817317","0.195995397283007","0.309570772351627","2"
"Min 1x per week","1996","Not Working","Couple + C. LE and GT 16","137","0.433943320559911","0.382094247521065","0.485792393598757","2"
"Min 1x per week","1996","Part Time","(Married) couple without C. ","137","0.274062997684596","0.237153228519409","0.310972766849783","2"
"Min 1x per week","1996","Part Time","Single parent ","55","0.413122633217433","0.340169786789953","0.486075479644912","2"
"Min 1x per week","1996","Part Time","Couple + C. LE and GT 16","69","0.275206277645541","0.226118778048525","0.324293777242556","2"
"Min 1x per week","1996","Not Working","1-pers.-HH","98","0.130206750052962","0.105811000368264","0.15460249973766","2"
"Min 1x per week","1996","Not Working","Couple + C. LE 16 ","98","0.195812443031468","0.165652113255613","0.225972772807323","2"
"Min 1x per week","1996","Not Working","Couple + C. GT 16 ","193","0.280583395808031","0.249213997085886","0.311952794530176","2"
"Never","1996","Full Time","1-pers.-HH","171","0.293105042440119","0.255098236060251","0.331111848819988","5"
"Never","1996","Full Time","(Married) couple without C. ","569","0.371289345825198","0.346282715784874","0.396295975865523","5"
"Never","1996","Full Time","Single parent ","106","0.409273853299572","0.348077950267223","0.47046975633192","5"
"Never","1996","Full Time","Couple + C. LE 16 ","668","0.384040891726299","0.359890229723507","0.40819155372909","5"
"Never","1996","Full Time","Couple + C. GT 16 ","443","0.406026628494288","0.376435195052599","0.435618061935977","5"
"Never","1996","Full Time","Couple + C. LE and GT 16","248","0.39735626840245","0.357393349162193","0.437319187642706","5"
"Never","1996","Not Working","1-pers.-HH","563","0.764065227742428","0.733286504788307","0.79484395069655","5"
"Never","1996","Not Working","(Married) couple without C. ","1137","0.715529840277415","0.693062347252427","0.737997333302402","5"
