"ple0008","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"Less good","1993","Not Employed","Male","","","","","4"
"Poor","1993","Not Employed","Male","","","","","5"
"Poor","1993","Not Employed","Female","","","","","5"
"Poor","1993","Employed","Male","","","","","5"
"Poor","1993","Employed","Female","","","","","5"
"Satisfactory","1993","Not Employed","Female","","","","","3"
"Satisfactory","1993","Not Employed","Male","","","","","3"
"Satisfactory","1993","Employed","Male","","","","","3"
"Satisfactory","1993","Employed","Female","","","","","3"
"Very good","1993","Not Employed","Male","","","","","1"
"Very good","1993","Not Employed","Female","","","","","1"
"Very good","1993","Employed","Male","","","","","1"
"Very good","1993","Employed","Female","","","","","1"
"Good","1994","Employed","Female","1593","0.425260398588795","0.40922406039053","0.441296736787059","2"
"Good","1994","Employed","Male","2220","0.463644254465999","0.449375436448209","0.477913072483788","2"
"Good","1994","Not Employed","Male","462","0.279559412832515","0.257094064380565","0.302024761284464","2"
"Good","1994","Not Employed","Female","960","0.267234598798838","0.251509357927613","0.282959839670063","2"
"Less good","1994","Employed","Female","452","0.126662568188774","0.115874160332194","0.137450976045353","4"
"Less good","1994","Not Employed","Male","272","0.191223858692362","0.1715376439605","0.210910073424225","4"
"Less good","1994","Not Employed","Female","609","0.226973501813134","0.212088350430705","0.241858653195564","4"
"Less good","1994","Employed","Male","435","0.102592566604774","0.093910524892956","0.111274608316592","4"
"Poor","1994","Not Employed","Male","129","0.0894891798652059","0.0752000812616959","0.103778278468716","5"
"Poor","1994","Not Employed","Female","210","0.0900007390767025","0.0798309477002343","0.100170530453171","5"
"Poor","1994","Employed","Male","75","0.0162634382021751","0.0126442207489055","0.0198826556554447","5"
"Poor","1994","Employed","Female","64","0.0193670739566428","0.0148968692073973","0.0238372787058883","5"
"Satisfactory","1994","Not Employed","Male","533","0.375809400308458","0.351564553458342","0.400054247158573","3"
"Satisfactory","1994","Employed","Female","1139","0.32876811493357","0.313530278429216","0.344005951437925","3"
"Satisfactory","1994","Not Employed","Female","1048","0.363172399434141","0.346082644196361","0.380262154671921","3"
"Satisfactory","1994","Employed","Male","1373","0.302375847909476","0.289234092113628","0.315517603705323","3"
"Very good","1994","Not Employed","Male","137","0.0639181483014592","0.0516735083659904","0.0761627882369281","1"
"Very good","1994","Not Employed","Female","215","0.0526187608771842","0.0446845966682616","0.0605529250861069","1"
"Very good","1994","Employed","Female","403","0.0999418443322189","0.0902132265731232","0.109670462091315","1"
"Very good","1994","Employed","Male","589","0.115123892817577","0.105991321825066","0.124256463810087","1"
"Good","1995","Employed","Female","1710","0.460827565294358","0.444813817969285","0.476841312619431","2"
"Good","1995","Not Employed","Male","478","0.276121908703684","0.254398025246842","0.297845792160526","2"
"Good","1995","Not Employed","Female","1001","0.264687486025042","0.249382979432772","0.279991992617312","2"
"Good","1995","Employed","Male","2294","0.469268302980656","0.455132543620771","0.48340406234054","2"
"Less good","1995","Not Employed","Male","307","0.199427004616628","0.180011585681669","0.218842423551586","4"
"Less good","1995","Not Employed","Female","626","0.226169819476786","0.21165683244156","0.240682806512013","4"
"Less good","1995","Employed","Male","430","0.0957196427377846","0.0873862259486489","0.10405305952692","4"
"Less good","1995","Employed","Female","440","0.12011236577","0.109668353478379","0.130556378061621","4"
"Poor","1995","Not Employed","Female","222","0.0858131886769991","0.0760966598060584","0.0955297175479397","5"
"Poor","1995","Not Employed","Male","121","0.0842224376202455","0.070727738146009","0.0977171370944819","5"
"Poor","1995","Employed","Male","70","0.0139018925165361","0.0105854838146877","0.0172183012183846","5"
"Poor","1995","Employed","Female","72","0.01920772652405","0.0147982563798624","0.0236171966682377","5"
"Satisfactory","1995","Not Employed","Male","563","0.366754832062091","0.343337997966393","0.390171666157789","3"
"Satisfactory","1995","Employed","Female","1134","0.314671585280553","0.299752642784735","0.329590527776371","3"
"Satisfactory","1995","Not Employed","Female","1116","0.369285510235915","0.352543246166692","0.386027774305138","3"
"Satisfactory","1995","Employed","Male","1433","0.317140288297793","0.303958859936766","0.33032171665882","3"
"Very good","1995","Not Employed","Male","158","0.0734738169973518","0.0607958544632754","0.0861517795314282","1"
"Very good","1995","Not Employed","Female","227","0.054043995585257","0.0462002076474445","0.0618877835230695","1"
"Very good","1995","Employed","Female","366","0.0851807571310386","0.0762127013634663","0.0941488128986109","1"
"Very good","1995","Employed","Male","561","0.103969873467231","0.09532445371861","0.112615293215851","1"
"Good","1996","Employed","Female","1672","0.437739214154385","0.421796830888173","0.453681597420597","2"
"Good","1996","Employed","Male","2239","0.475919740901923","0.461669084036203","0.490170397767643","2"
"Good","1996","Not Employed","Female","910","0.257854523641699","0.242395330427772","0.273313716855626","2"
"Good","1996","Not Employed","Male","439","0.244584371939711","0.223409783978561","0.265758959900862","2"
"Less good","1996","Employed","Male","394","0.0883492046625166","0.0802510754417253","0.0964473338833079","4"
"Less good","1996","Employed","Female","401","0.105498648623159","0.0956269799645192","0.1153703172818","4"
"Less good","1996","Not Employed","Male","292","0.19371999318546","0.174251255145586","0.213188731225334","4"
"Less good","1996","Not Employed","Female","622","0.234005898728092","0.219044195343412","0.248967602112772","4"
"Poor","1996","Not Employed","Female","196","0.07806086120214","0.068580547227997","0.0875411751762829","5"
"Poor","1996","Not Employed","Male","125","0.0898896914054901","0.0757997367616092","0.103979646049371","5"
"Poor","1996","Employed","Male","82","0.0183396410871623","0.0145109955035787","0.0221682866707459","5"
"Poor","1996","Employed","Female","62","0.017012619530123","0.0128569960919636","0.0211682429682824","5"
"Satisfactory","1996","Employed","Female","1186","0.334747458925447","0.319582943520669","0.349911974330226","3"
"Satisfactory","1996","Employed","Male","1472","0.320102033569368","0.30679028180276","0.333413785335977","3"
"Satisfactory","1996","Not Employed","Male","594","0.409840309383865","0.385613303748197","0.434067315019532","3"
"Satisfactory","1996","Not Employed","Female","1119","0.371925080571912","0.354845060214123","0.389005100929702","3"
"Very good","1996","Not Employed","Male","133","0.0619656340854745","0.0500890251268302","0.0738422430441187","1"
"Very good","1996","Employed","Female","399","0.105002058766885","0.0951509175128438","0.114853200020927","1"
"Very good","1996","Not Employed","Female","229","0.0581536358561573","0.0498831048416432","0.0664241668706714","1"
"Very good","1996","Employed","Male","531","0.0972893797790299","0.0888331628386008","0.105745596719459","1"
"Good","1997","Employed","Female","1712","0.46365756788575","0.447308591300253","0.480006544471247","2"
"Good","1997","Employed","Male","2298","0.478788682746101","0.464319579154439","0.493257786337763","2"
"Good","1997","Not Employed","Male","484","0.258307517710425","0.237175062905158","0.279439972515692","2"
"Good","1997","Not Employed","Female","962","0.251685837636339","0.236396483645427","0.266975191627251","2"
"Less good","1997","Employed","Female","350","0.106545312798507","0.0964301178544795","0.116660507742535","4"
"Less good","1997","Not Employed","Male","294","0.185179837853187","0.166425694969995","0.203933980736379","4"
"Less good","1997","Not Employed","Female","595","0.220683907393942","0.206073580972583","0.235294233815301","4"
"Less good","1997","Employed","Male","374","0.0877414041507623","0.0795468743018662","0.0959359339996583","4"
"Poor","1997","Not Employed","Male","119","0.0848573013977286","0.071403082011632","0.0983115207838251","5"
"Poor","1997","Not Employed","Female","208","0.0795508524562476","0.0700176221885923","0.0890840827239029","5"
"Poor","1997","Employed","Male","73","0.0175378220777486","0.0137358535344421","0.0213397906210551","5"
"Poor","1997","Employed","Female","60","0.0135731937636153","0.00977965720063338","0.0173667303265972","5"
"Satisfactory","1997","Employed","Female","1125","0.317641609327109","0.302378402863441","0.332904815790776","3"
"Satisfactory","1997","Employed","Male","1323","0.311805402809701","0.298388254612908","0.325222551006495","3"
"Satisfactory","1997","Not Employed","Male","606","0.403922702430815","0.380232437924931","0.4276129669367","3"
"Satisfactory","1997","Not Employed","Female","1134","0.392439340819399","0.375236552101405","0.409642129537393","3"
"Very good","1997","Not Employed","Male","145","0.0677326406078442","0.0556004638121294","0.0798648174035591","1"
"Very good","1997","Employed","Male","511","0.104126688215687","0.0952802775406882","0.112973098890685","1"
"Very good","1997","Employed","Female","327","0.0985823162250188","0.0888091932685489","0.108355439181489","1"
"Very good","1997","Not Employed","Female","196","0.0556400616940726","0.0475643586044846","0.0637157647836606","1"
"Good","1998","Employed","Male","2532","0.494470846521266","0.480583461493192","0.508358231549339","2"
"Good","1998","Employed","Female","1932","0.477689863106909","0.462005176089893","0.493374550123924","2"
"Good","1998","Not Employed","Female","1098","0.27449959048798","0.259702500256905","0.289296680719055","2"
"Good","1998","Not Employed","Male","556","0.271304712706326","0.251447348610689","0.291162076801964","2"
"Less good","1998","Employed","Female","347","0.0945207498592212","0.0853344324478826","0.10370706727056","4"
"Less good","1998","Not Employed","Female","653","0.204585135983348","0.191209312451099","0.217960959515597","4"
"Less good","1998","Employed","Male","391","0.0837901400266057","0.0760940353398914","0.0914862447133201","4"
"Less good","1998","Not Employed","Male","360","0.201040391867413","0.183141587444344","0.218939196290481","4"
"Poor","1998","Not Employed","Male","154","0.0784327994811155","0.0664258602519151","0.0904397387103159","5"
"Poor","1998","Not Employed","Female","247","0.0841365469028323","0.074932170990224","0.0933409228154405","5"
"Poor","1998","Employed","Male","55","0.0142229583949842","0.0109339775255404","0.017511939264428","5"
"Poor","1998","Employed","Female","69","0.0198332817830729","0.0154551796973278","0.0242113838688181","5"
"Satisfactory","1998","Employed","Female","1131","0.294567391211647","0.280253466890002","0.308881315533292","3"
"Satisfactory","1998","Employed","Male","1386","0.285144062557041","0.27260345842713","0.297684666686951","3"
"Satisfactory","1998","Not Employed","Female","1231","0.369135573014566","0.353134555151431","0.385136590877702","3"
"Satisfactory","1998","Not Employed","Male","673","0.368179168532652","0.346639127498884","0.389719209566419","3"
"Very good","1998","Employed","Male","615","0.122371992500104","0.113269228553151","0.131474756447057","1"
"Very good","1998","Employed","Female","417","0.11338871403915","0.103432593190021","0.123344834888279","1"
"Very good","1998","Not Employed","Male","183","0.0810429274124937","0.0688551329389658","0.0932307218860216","1"
"Very good","1998","Not Employed","Female","265","0.0676431536112734","0.0593161328741751","0.0759701743483716","1"
"Good","1999","Employed","Male","2417","0.484168435330229","0.470152810727987","0.49818405993247","2"
"Good","1999","Employed","Female","1866","0.460219302136469","0.44457878149103","0.475859822781908","2"
"Good","1999","Not Employed","Female","954","0.261415011997577","0.246207291885712","0.276622732109441","2"
"Good","1999","Not Employed","Male","479","0.260118089426622","0.239540596847778","0.280695582005467","2"
"Less good","1999","Employed","Female","395","0.111670047393694","0.101786436963814","0.121553657823575","4"
"Less good","1999","Employed","Male","384","0.0866923875674457","0.0788008925966091","0.0945838825382823","4"
"Less good","1999","Not Employed","Male","333","0.197916013243484","0.179227430774481","0.216604595712488","4"
"Less good","1999","Not Employed","Female","621","0.21935775162921","0.205035835376007","0.233679667882412","4"
"Poor","1999","Not Employed","Male","147","0.0855097589674349","0.0723930962836998","0.0986264216511699","5"
"Poor","1999","Not Employed","Female","232","0.0882599075287001","0.0784420693085096","0.0980777457488907","5"
"Poor","1999","Employed","Male","69","0.017290429584867","0.0136346858199442","0.0209461733497898","5"
"Poor","1999","Employed","Female","56","0.0142926429834075","0.010567950798929","0.018017335167886","5"
"Satisfactory","1999","Employed","Female","1193","0.304917132509423","0.29047041032015","0.319363854698696","3"
"Satisfactory","1999","Employed","Male","1474","0.307757242855238","0.294812494419988","0.320701991290488","3"
"Satisfactory","1999","Not Employed","Female","1159","0.365556125264009","0.348888556783706","0.382223693744312","3"
"Satisfactory","1999","Not Employed","Male","652","0.386892645637477","0.364047734591052","0.409737556683901","3"
"Very good","1999","Not Employed","Male","135","0.0695634927249819","0.0576302071940598","0.081496778255904","1"
"Very good","1999","Not Employed","Female","241","0.0654112035805045","0.0568539388737365","0.0739684682872725","1"
"Very good","1999","Employed","Male","540","0.104091504662221","0.0955270496198376","0.112655959704604","1"
"Very good","1999","Employed","Female","391","0.108900874977006","0.0991253788258357","0.118676371128177","1"
"Good","2000","Employed","Female","3163","0.440816852345258","0.429037139229645","0.452596565460871","2"
"Good","2000","Not Employed","Female","1722","0.270660112268552","0.259194095385699","0.282126129151404","2"
"Good","2000","Employed","Male","4020","0.466497096542871","0.455794189166866","0.477200003918877","2"
"Good","2000","Not Employed","Male","896","0.262023415617268","0.246986050426884","0.277060780807651","2"
"Less good","2000","Employed","Female","615","0.0943450959599062","0.0874097262271944","0.101280465692618","4"
"Less good","2000","Employed","Male","675","0.0850796436152822","0.0790939652450336","0.0910653219855308","4"
"Less good","2000","Not Employed","Male","619","0.188293427293852","0.174924470626052","0.201662383961652","4"
"Less good","2000","Not Employed","Female","1109","0.203355085518814","0.192967960038698","0.21374221099893","4"
"Poor","2000","Not Employed","Male","257","0.0806561265205778","0.0713442313574063","0.0899680216837492","5"
"Poor","2000","Not Employed","Female","396","0.0787149478292987","0.0717653274261411","0.0856645682324563","5"
"Poor","2000","Employed","Male","111","0.0151368023048829","0.012517329314359","0.0177562752954068","5"
"Poor","2000","Employed","Female","97","0.0161141876714835","0.013126706756018","0.0191016685869489","5"
"Satisfactory","2000","Employed","Female","2075","0.31307790610148","0.302074971420948","0.324080840782013","3"
"Satisfactory","2000","Employed","Male","2433","0.294106007772008","0.284330696583093","0.303881318960924","3"
"Satisfactory","2000","Not Employed","Female","2102","0.381662150085208","0.369125314590576","0.394198985579841","3"
"Satisfactory","2000","Not Employed","Male","1239","0.396104837223417","0.37937983236716","0.412829842079674","3"
"Very good","2000","Not Employed","Male","274","0.0729221933448859","0.0640308300045662","0.0818135566852056","1"
"Very good","2000","Employed","Female","874","0.135645957921872","0.127521809593837","0.143770106249908","1"
"Very good","2000","Not Employed","Female","439","0.0656077042981274","0.0592180478171619","0.0719973607790929","1"
"Very good","2000","Employed","Male","1107","0.139180449764955","0.131754464561927","0.146606434967983","1"
"Good","2001","Not Employed","Female","1460","0.256461957516516","0.244457263099495","0.268466651933537","2"
"Good","2001","Employed","Male","3612","0.462892941678386","0.451621806993232","0.474164076363541","2"
"Good","2001","Employed","Female","2998","0.454105410537302","0.441894940954401","0.466315880120202","2"
"Good","2001","Not Employed","Male","770","0.242044296773214","0.226828485724834","0.257260107821595","2"
"Less good","2001","Employed","Male","606","0.0849636954046693","0.0786609060962594","0.0912664847130793","4"
"Less good","2001","Employed","Female","571","0.095437742838123","0.0882319969249444","0.102643488751302","4"
"Less good","2001","Not Employed","Female","1013","0.215046733298166","0.203751990085816","0.226341476510516","4"
"Less good","2001","Not Employed","Male","596","0.205803362711783","0.191441326340725","0.220165399082842","4"
"Poor","2001","Not Employed","Female","356","0.082805509494509","0.0752293628613803","0.0903816561276378","5"
"Poor","2001","Not Employed","Male","245","0.0774258954809598","0.0679314519545617","0.0869203390073578","5"
"Poor","2001","Employed","Male","106","0.0160024186536107","0.0131658927112619","0.0188389445959594","5"
"Poor","2001","Employed","Female","89","0.0172620200877254","0.0140678038575026","0.0204562363179483","5"
"Satisfactory","2001","Employed","Male","2191","0.292762499644533","0.282476718157034","0.303048281132031","3"
"Satisfactory","2001","Employed","Female","1933","0.302839940699118","0.291571275956408","0.314108605441828","3"
"Satisfactory","2001","Not Employed","Female","1883","0.386259203631119","0.372874155019061","0.399644252243178","3"
"Satisfactory","2001","Not Employed","Male","1173","0.400390629778178","0.382984511708202","0.417796747848154","3"
"Very good","2001","Not Employed","Male","260","0.0743358152558649","0.0650171963400778","0.083654434171652","1"
"Very good","2001","Employed","Female","796","0.130354885837732","0.122097657003992","0.138612114671472","1"
"Very good","2001","Not Employed","Female","371","0.0594265960596892","0.052927172944253","0.0659260191751254","1"
"Very good","2001","Employed","Male","1003","0.143378444618801","0.135456471544437","0.151300417693164","1"
"Good","2002","Employed","Male","3916","0.473031009769006","0.462076039724719","0.483985979813294","2"
"Good","2002","Employed","Female","3246","0.452295309050727","0.4405035834978","0.464087034603654","2"
"Good","2002","Not Employed","Male","861","0.252134650820048","0.23704447744149","0.267224824198606","2"
"Good","2002","Not Employed","Female","1487","0.254618842060108","0.242675396754758","0.266562287365459","2"
"Less good","2002","Employed","Female","643","0.100487541305046","0.0933647078126345","0.107610374797457","4"
"Less good","2002","Employed","Male","623","0.0852439186714721","0.0791167728801498","0.0913710644627944","4"
"Less good","2002","Not Employed","Female","1031","0.219438257457417","0.208091939378849","0.230784575535984","4"
"Less good","2002","Not Employed","Male","619","0.204659331885095","0.190638989245578","0.218679674524612","4"
"Poor","2002","Not Employed","Female","343","0.0809530336740921","0.073475117927963","0.0884309494202211","5"
"Poor","2002","Not Employed","Male","253","0.0879639745257556","0.0781210382106687","0.0978069108408425","5"
"Poor","2002","Employed","Male","101","0.0137779798627753","0.0112202540944713","0.0163357056310794","5"
"Poor","2002","Employed","Female","82","0.0145752283574726","0.011735920317765","0.0174145363971802","5"
"Satisfactory","2002","Employed","Male","2388","0.309691448012263","0.299546260190747","0.319836635833779","3"
"Satisfactory","2002","Employed","Female","2114","0.323502845043298","0.312419646070522","0.334586044016074","3"
"Satisfactory","2002","Not Employed","Female","1869","0.388147196851679","0.374786877025798","0.401507516677561","3"
"Satisfactory","2002","Not Employed","Male","1186","0.387923293481107","0.370989973634589","0.404856613327626","3"
"Very good","2002","Not Employed","Male","262","0.0673187492879936","0.0586111006004141","0.0760263979755731","1"
"Very good","2002","Employed","Male","951","0.118255643684483","0.111170377986396","0.125340909382571","1"
"Very good","2002","Employed","Female","759","0.109139076243456","0.101751734636438","0.116526417850474","1"
"Very good","2002","Not Employed","Female","381","0.0568426699567035","0.0504948520923567","0.0631904878210503","1"
"Good","2003","Not Employed","Male","899","0.274777956612353","0.259301513753778","0.290254399470927","2"
"Good","2003","Not Employed","Female","1555","0.270918143608183","0.258607904566181","0.283228382650185","2"
"Good","2003","Employed","Male","3709","0.478152766617383","0.466857501582579","0.489448031652187","2"
"Good","2003","Employed","Female","3144","0.469742541346822","0.457648647267026","0.481836435426618","2"
"Less good","2003","Not Employed","Female","1007","0.222024647713417","0.21051285902325","0.233536436403584","4"
"Less good","2003","Employed","Male","605","0.083771022311122","0.0775064660216524","0.0900355786005916","4"
"Less good","2003","Employed","Female","638","0.105446957101499","0.0980045590255275","0.11288935517747","4"
"Less good","2003","Not Employed","Male","607","0.193782925908663","0.180079522090566","0.20748632972676","4"
"Poor","2003","Not Employed","Female","358","0.0880998077437063","0.0802488899614024","0.0959507255260102","5"
"Poor","2003","Not Employed","Male","242","0.0801381416581265","0.0707251939721402","0.0895510893441129","5"
"Poor","2003","Employed","Male","105","0.0166482346408487","0.0137550247468482","0.0195414445348492","5"
"Poor","2003","Employed","Female","84","0.0148563447013813","0.0119247860519794","0.0177879033507833","5"
"Satisfactory","2003","Not Employed","Female","1754","0.364542373317962","0.351210947455165","0.377873799180759","3"
"Satisfactory","2003","Employed","Male","2184","0.301014057087923","0.290641901897519","0.311386212278326","3"
"Satisfactory","2003","Not Employed","Male","1155","0.376096222579448","0.359302267044343","0.392890178114554","3"
"Satisfactory","2003","Employed","Female","1955","0.307995887322634","0.296808733295259","0.319183041350008","3"
"Very good","2003","Not Employed","Male","293","0.0752047532414094","0.0660617232270073","0.0843477832558114","1"
"Very good","2003","Employed","Male","910","0.120413919342723","0.113054917412095","0.127772921273352","1"
"Very good","2003","Employed","Female","721","0.101958269527664","0.0946257655357938","0.109290773519535","1"
"Very good","2003","Not Employed","Female","333","0.0544150276167312","0.0481319995016549","0.0606980557318074","1"
"Good","2004","Not Employed","Female","1499","0.266747738432458","0.254412440971048","0.279083035893868","2"
"Good","2004","Employed","Male","3503","0.468001164244666","0.45643783780615","0.479564490683183","2"
"Good","2004","Employed","Female","3049","0.443935524713816","0.431705537944224","0.456165511483408","2"
"Good","2004","Not Employed","Male","935","0.258930333828518","0.243895671597496","0.27396499605954","2"
"Less good","2004","Employed","Male","594","0.0946238520980925","0.0878408989866012","0.101406805209584","4"
"Less good","2004","Employed","Female","657","0.120944549196257","0.112918445846118","0.128970652546396","4"
"Less good","2004","Not Employed","Female","1014","0.233370781612973","0.221573322732293","0.245168240493652","4"
"Less good","2004","Not Employed","Male","593","0.200289078631261","0.186552839602836","0.214025317659686","4"
"Poor","2004","Not Employed","Male","264","0.0908714644711268","0.0810064188057774","0.100736510136476","5"
"Poor","2004","Not Employed","Female","371","0.0892563404138895","0.0813040878528997","0.0972085929748793","5"
"Poor","2004","Employed","Male","111","0.0200512304160674","0.0168027804774858","0.023299680354649","5"
"Poor","2004","Employed","Female","80","0.0170348752952066","0.0138496365038286","0.0202201140865845","5"
"Satisfactory","2004","Not Employed","Female","1697","0.353061000062777","0.339731032636145","0.366390967489409","3"
"Satisfactory","2004","Employed","Male","2076","0.290424375310816","0.279904275638455","0.300944474983177","3"
"Satisfactory","2004","Not Employed","Male","1169","0.371873935044358","0.355285937247513","0.388461932841203","3"
"Satisfactory","2004","Employed","Female","1872","0.305078474067004","0.293744632769371","0.316412315364638","3"
"Very good","2004","Not Employed","Male","300","0.0780351880247365","0.0688291003807832","0.0872412756686897","1"
"Very good","2004","Not Employed","Female","357","0.057564139477903","0.051067714041339","0.064060564914467","1"
"Very good","2004","Employed","Male","869","0.126899377930358","0.11918562234473","0.134613133515986","1"
"Very good","2004","Employed","Female","682","0.113006576727716","0.105213382117009","0.120799771338423","1"
"Good","2005","Employed","Female","2886","0.446631479210687","0.434163947928452","0.459099010492923","2"
"Good","2005","Not Employed","Male","831","0.240575002930476","0.225709639268979","0.255440366591974","2"
"Good","2005","Not Employed","Female","1423","0.270655180214187","0.257981413348443","0.283328947079931","2"
"Good","2005","Employed","Male","3195","0.457749660855174","0.445852899521268","0.469646422189081","2"
"Less good","2005","Not Employed","Male","628","0.216756667174521","0.202426791256263","0.231086543092779","4"
"Less good","2005","Not Employed","Female","1004","0.236351607928383","0.22423287841555","0.248470337441216","4"
"Less good","2005","Employed","Male","621","0.105291982715308","0.0979628407552642","0.112621124675351","4"
"Less good","2005","Employed","Female","618","0.109643406867503","0.101807814633458","0.117478999101549","4"
"Poor","2005","Not Employed","Male","269","0.0978464884878545","0.0875136250835916","0.108179351892117","5"
"Poor","2005","Not Employed","Female","330","0.0808265390951763","0.0730514241062896","0.0886016540840631","5"
"Poor","2005","Employed","Male","93","0.0161779813699371","0.0131654245153506","0.0191905382245236","5"
"Poor","2005","Employed","Female","99","0.0191859706193072","0.0157457697678403","0.0226261714707741","5"
"Satisfactory","2005","Not Employed","Male","1181","0.374590861843602","0.357757589699536","0.391424133987667","3"
"Satisfactory","2005","Not Employed","Female","1655","0.356749914446931","0.343085124632971","0.370414704260891","3"
"Satisfactory","2005","Employed","Male","2108","0.311990862990288","0.300927609638672","0.323054116341903","3"
"Satisfactory","2005","Employed","Female","1849","0.318542353947652","0.30685808341922","0.330226624476083","3"
"Very good","2005","Not Employed","Male","267","0.0702309795635466","0.0613438861962994","0.0791180729307939","1"
"Very good","2005","Not Employed","Female","309","0.0554167583153219","0.0488903871724725","0.0619431294581713","1"
"Very good","2005","Employed","Male","720","0.108789512069293","0.101354212411659","0.116224811726927","1"
"Very good","2005","Employed","Female","656","0.10599678935485","0.0982768396415819","0.113716739068118","1"
"Good","2006","Not Employed","Male","980","0.260757907714785","0.246156060935495","0.275359754494075","2"
"Good","2006","Not Employed","Female","1535","0.264337026205966","0.252243830091497","0.276430222320434","2"
"Good","2006","Employed","Male","3404","0.467736554010261","0.456070416511289","0.479402691509234","2"
"Good","2006","Employed","Female","2945","0.433186827557783","0.421081851781228","0.445291803334338","2"
"Less good","2006","Not Employed","Female","1074","0.2272375814145","0.215745843244465","0.238729319584536","4"
"Less good","2006","Employed","Male","588","0.0896059476570772","0.0829279503628108","0.0962839449513437","4"
"Less good","2006","Employed","Female","643","0.109322555952262","0.101699634372971","0.116945477531553","4"
"Less good","2006","Not Employed","Male","668","0.195080222347998","0.181901338826174","0.208259105869823","4"
"Poor","2006","Not Employed","Male","296","0.0995484819377147","0.0895911453579007","0.109505818517529","5"
"Poor","2006","Not Employed","Female","409","0.0902705769389308","0.0824118558368945","0.098129298040967","5"
"Poor","2006","Employed","Male","106","0.0192990414996002","0.0160824250088015","0.0225156579903989","5"
"Poor","2006","Employed","Female","100","0.0178694760648705","0.0146331903932784","0.0211057617364627","5"
"Satisfactory","2006","Not Employed","Male","1268","0.374813263447176","0.358713924174779","0.390912602719574","3"
"Satisfactory","2006","Not Employed","Female","1778","0.356751673087935","0.343614709727842","0.369888636448029","3"
"Satisfactory","2006","Employed","Male","2174","0.312035698932645","0.301202712300112","0.322868685565177","3"
"Satisfactory","2006","Employed","Female","2080","0.332137241248634","0.32063165540566","0.343642827091607","3"
"Very good","2006","Not Employed","Male","261","0.0698001245523255","0.0613256664541439","0.0782745826505071","1"
"Very good","2006","Not Employed","Female","312","0.0614031423526683","0.0548196324492244","0.0679866522561122","1"
"Very good","2006","Employed","Male","755","0.111322757900416","0.103968698693334","0.118676817107498","1"
"Very good","2006","Employed","Female","669","0.107483899176451","0.0999175553465955","0.115050243006306","1"
"Good","2007","Employed","Female","2829","0.445514942229612","0.432997049699457","0.458032834759768","2"
"Good","2007","Employed","Male","3211","0.481502974100479","0.46937940604218","0.493626542158778","2"
"Good","2007","Not Employed","Male","900","0.246312840399257","0.231529293666496","0.261096387132018","2"
"Good","2007","Not Employed","Female","1379","0.255395394771221","0.242965176723481","0.267825612818962","2"
"Less good","2007","Employed","Female","596","0.113965184006126","0.105961929100025","0.121968438912227","4"
"Less good","2007","Not Employed","Male","693","0.231132800565194","0.216668547490784","0.245597053639604","4"
"Less good","2007","Not Employed","Female","1002","0.227965138070675","0.216007042186956","0.239923233954393","4"
"Less good","2007","Employed","Male","579","0.092259997767351","0.085238248945525","0.099281746589177","4"
