"ple0008","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Good","1993","16-34 y.","Not Working","","","","","2"
"Good","1993","35-65 y.","Part Time","","","","","2"
"Good","1993","35-65 y.","Not Working","","","","","2"
"Good","1993","66 and older","Full Time","","","","","2"
"Good","1993","66 and older","Not Working","","","","","2"
"Good","1993","35-65 y.","Full Time","","","","","2"
"Good","1993","66 and older","Part Time","","","","","2"
"Less good","1993","16-34 y.","Not Working","","","","","4"
"Less good","1993","16-34 y.","Part Time","","","","","4"
"Less good","1993","16-34 y.","Full Time","","","","","4"
"Less good","1993","35-65 y.","Part Time","","","","","4"
"Less good","1993","35-65 y.","Not Working","","","","","4"
"Less good","1993","66 and older","Part Time","","","","","4"
"Less good","1993","66 and older","Not Working","","","","","4"
"Less good","1993","35-65 y.","Full Time","","","","","4"
"Less good","1993","66 and older","Full Time","","","","","4"
"Poor","1993","16-34 y.","Full Time","","","","","5"
"Poor","1993","16-34 y.","Part Time","","","","","5"
"Poor","1993","16-34 y.","Not Working","","","","","5"
"Poor","1993","35-65 y.","Full Time","","","","","5"
"Poor","1993","35-65 y.","Part Time","","","","","5"
"Poor","1993","35-65 y.","Not Working","","","","","5"
"Poor","1993","66 and older","Full Time","","","","","5"
"Poor","1993","66 and older","Part Time","","","","","5"
"Poor","1993","66 and older","Not Working","","","","","5"
"Satisfactory","1993","16-34 y.","Part Time","","","","","3"
"Satisfactory","1993","16-34 y.","Full Time","","","","","3"
"Satisfactory","1993","16-34 y.","Not Working","","","","","3"
"Satisfactory","1993","35-65 y.","Full Time","","","","","3"
"Satisfactory","1993","35-65 y.","Part Time","","","","","3"
"Satisfactory","1993","35-65 y.","Not Working","","","","","3"
"Satisfactory","1993","66 and older","Full Time","","","","","3"
"Satisfactory","1993","66 and older","Not Working","","","","","3"
"Satisfactory","1993","66 and older","Part Time","","","","","3"
"Very good","1993","16-34 y.","Full Time","","","","","1"
"Very good","1993","16-34 y.","Part Time","","","","","1"
"Very good","1993","16-34 y.","Not Working","","","","","1"
"Very good","1993","35-65 y.","Full Time","","","","","1"
"Very good","1993","35-65 y.","Part Time","","","","","1"
"Very good","1993","35-65 y.","Not Working","","","","","1"
"Very good","1993","66 and older","Full Time","","","","","1"
"Very good","1993","66 and older","Part Time","","","","","1"
"Very good","1993","66 and older","Not Working","","","","","1"
"Good","1994","16-34 y.","Part Time","543","0.467213508038007","0.437526425501546","0.496900590574469","2"
"Good","1994","16-34 y.","Full Time","1305","0.528560652619924","0.509012552514419","0.548108752725429","2"
"Good","1994","16-34 y.","Not Working","638","0.526199940618819","0.49820462031001","0.554195260927628","2"
"Good","1994","35-65 y.","Full Time","1479","0.420115165500525","0.403671359424697","0.436558971576353","2"
"Good","1994","35-65 y.","Part Time","473","0.379407623417384","0.352540027984424","0.406275218850343","2"
"Good","1994","35-65 y.","Not Working","513","0.266660654909426","0.246660550589622","0.28666075922923","2"
"Good","1994","66 and older","Full Time","5","","","","2"
"Good","1994","66 and older","Not Working","271","0.171131882510372","0.151911578082026","0.190352186938717","2"
"Good","1994","66 and older","Part Time","8","","","","2"
"Less good","1994","16-34 y.","Not Working","79","0.0647921448693806","0.0509905987962841","0.0785936909424771","4"
"Less good","1994","16-34 y.","Part Time","96","0.09539319703685","0.0779139850812915","0.112872408992408","4"
"Less good","1994","16-34 y.","Full Time","137","0.0619035419059291","0.0524667207757401","0.0713403630361181","4"
"Less good","1994","35-65 y.","Full Time","436","0.130696073204493","0.119466470752674","0.141925675656312","4"
"Less good","1994","35-65 y.","Part Time","210","0.155718560658274","0.135642136300323","0.175794985016225","4"
"Less good","1994","35-65 y.","Not Working","423","0.22275375596469","0.203934947118672","0.241572564810708","4"
"Less good","1994","66 and older","Part Time","6","","","","4"
"Less good","1994","66 and older","Not Working","379","0.269732276951895","0.247082726163966","0.292381827739825","4"
"Less good","1994","66 and older","Full Time","2","","","","4"
"Poor","1994","16-34 y.","Full Time","19","","","","5"
"Poor","1994","16-34 y.","Part Time","9","","","","5"
"Poor","1994","16-34 y.","Not Working","18","","","","5"
"Poor","1994","35-65 y.","Full Time","71","0.0189277803087679","0.0143878663325033","0.0234676942850326","5"
"Poor","1994","35-65 y.","Part Time","38","0.0361637196077298","0.025826333515275","0.0465011057001845","5"
"Poor","1994","35-65 y.","Not Working","141","0.0770546013400718","0.0649934826716296","0.0891157200085141","5"
"Poor","1994","66 and older","Full Time","","","","","5"
"Poor","1994","66 and older","Part Time","2","","","","5"
"Poor","1994","66 and older","Not Working","180","0.131795300854061","0.114532426490065","0.149058175218056","5"
"Satisfactory","1994","16-34 y.","Part Time","240","0.230142202604482","0.205096304409125","0.255188100799838","3"
"Satisfactory","1994","16-34 y.","Full Time","552","0.228117153447088","0.211684833110156","0.24454947378402","3"
"Satisfactory","1994","16-34 y.","Not Working","214","0.185574696236719","0.163777657475847","0.207371734997591","3"
"Satisfactory","1994","35-65 y.","Full Time","1243","0.364786793588685","0.348749665264787","0.380823921912584","3"
"Satisfactory","1994","35-65 y.","Part Time","463","0.376673169777654","0.349843655556966","0.403502683998341","3"
"Satisfactory","1994","35-65 y.","Not Working","743","0.404167589054268","0.381973204807044","0.426361973301492","3"
"Satisfactory","1994","66 and older","Full Time","3","","","","3"
"Satisfactory","1994","66 and older","Not Working","624","0.412099294754203","0.386980140835435","0.437218448672971","3"
"Satisfactory","1994","66 and older","Part Time","11","","","","3"
"Very good","1994","16-34 y.","Full Time","492","0.17377514968503","0.158936745794086","0.188613553575973","1"
"Very good","1994","16-34 y.","Part Time","197","0.200750173157127","0.176915869855225","0.22458447645903","1"
"Very good","1994","16-34 y.","Not Working","273","0.210969302732102","0.188093882989474","0.233844722474729","1"
"Very good","1994","35-65 y.","Full Time","232","0.0654741873975284","0.0572332237062155","0.0737151510888413","1"
"Very good","1994","35-65 y.","Part Time","69","0.0520369265389587","0.0397392211495095","0.0643346319284079","1"
"Very good","1994","35-65 y.","Not Working","58","0.0293633987315444","0.0217279987905045","0.0369987986725843","1"
"Very good","1994","66 and older","Full Time","","","","","1"
"Very good","1994","66 and older","Part Time","2","","","","1"
"Very good","1994","66 and older","Not Working","21","","","","1"
"Good","1995","16-34 y.","Part Time","639","0.551916694354499","0.523323598895002","0.580509789813997","2"
"Good","1995","35-65 y.","Not Working","506","0.259086466299118","0.23966505266532","0.278507879932916","2"
"Good","1995","66 and older","Full Time","4","","","","2"
"Good","1995","16-34 y.","Full Time","1284","0.541161388062265","0.521328516508013","0.560994259616517","2"
"Good","1995","16-34 y.","Not Working","692","0.504247056569949","0.47766474774098","0.530829365398919","2"
"Good","1995","35-65 y.","Part Time","573","0.409975770312789","0.384322380455826","0.435629160169751","2"
"Good","1995","66 and older","Not Working","281","0.177412605658294","0.158112348162117","0.196712863154472","2"
"Good","1995","35-65 y.","Full Time","1497","0.426399353326474","0.409942036654356","0.442856669998591","2"
"Good","1995","66 and older","Part Time","7","","","","2"
"Less good","1995","16-34 y.","Part Time","73","0.0694317321732567","0.0548167548243727","0.0840467095221407","4"
"Less good","1995","35-65 y.","Not Working","463","0.232418072351486","0.213695219327865","0.251140925375107","4"
"Less good","1995","66 and older","Full Time","1","","","","4"
"Less good","1995","16-34 y.","Full Time","150","0.0632912632758551","0.0536003125117741","0.0729822140399361","4"
"Less good","1995","35-65 y.","Part Time","227","0.163997816606722","0.144684650241878","0.183310982971565","4"
"Less good","1995","66 and older","Not Working","398","0.273587879065816","0.251065212444072","0.29611054568756","4"
"Less good","1995","16-34 y.","Not Working","72","0.0518126957583822","0.0400284029497127","0.0635969885670516","4"
"Less good","1995","35-65 y.","Full Time","413","0.115394700502113","0.104762732970573","0.126026668033652","4"
"Less good","1995","66 and older","Part Time","6","","","","4"
"Poor","1995","16-34 y.","Part Time","14","","","","5"
"Poor","1995","35-65 y.","Part Time","44","0.0297883293427063","0.0209211179256303","0.0386555407597822","5"
"Poor","1995","66 and older","Part Time","","","","","5"
"Poor","1995","66 and older","Not Working","180","0.126115893161676","0.109343629863749","0.142888156459602","5"
"Poor","1995","16-34 y.","Full Time","16","","","","5"
"Poor","1995","35-65 y.","Full Time","67","0.0176797715914343","0.0132943554603579","0.0220651877225107","5"
"Poor","1995","66 and older","Full Time","1","","","","5"
"Poor","1995","16-34 y.","Not Working","19","","","","5"
"Poor","1995","35-65 y.","Not Working","144","0.0725188792462866","0.0610227194717251","0.0840150390208481","5"
"Satisfactory","1995","16-34 y.","Part Time","241","0.208507869312629","0.185150197460085","0.231865541165174","3"
"Satisfactory","1995","16-34 y.","Not Working","285","0.222751860487012","0.200629631761004","0.24487408921302","3"
"Satisfactory","1995","35-65 y.","Not Working","783","0.407922185401129","0.386137426035786","0.429706944766471","3"
"Satisfactory","1995","35-65 y.","Part Time","484","0.338798645088648","0.314111637956843","0.363485652220454","3"
"Satisfactory","1995","66 and older","Not Working","611","0.39631867188546","0.371606780888302","0.421030562882618","3"
"Satisfactory","1995","16-34 y.","Full Time","544","0.228201442073482","0.211498099310325","0.24490478483664","3"
"Satisfactory","1995","35-65 y.","Full Time","1276","0.383430907954883","0.367250838736648","0.399610977173118","3"
"Satisfactory","1995","66 and older","Full Time","3","","","","3"
"Satisfactory","1995","66 and older","Part Time","19","","","","3"
"Very good","1995","16-34 y.","Full Time","431","0.160664551664698","0.146048837687297","0.1752802656421","1"
"Very good","1995","16-34 y.","Part Time","195","0.160879646046267","0.139754111549543","0.18200518054299","1"
"Very good","1995","16-34 y.","Not Working","291","0.20728824625219","0.185736456081159","0.22884003642322","1"
"Very good","1995","35-65 y.","Full Time","216","0.0570952666250963","0.0493741537450864","0.0648163795051062","1"
"Very good","1995","35-65 y.","Part Time","84","0.0574394386491348","0.045303022263502","0.0695758550347677","1"
"Very good","1995","35-65 y.","Not Working","59","0.0280543967019808","0.020734648244425","0.0353741451595365","1"
"Very good","1995","66 and older","Full Time","1","","","","1"
"Very good","1995","66 and older","Part Time","","","","","1"
"Very good","1995","66 and older","Not Working","35","0.0265649502287542","0.0184406150186167","0.0346892854388917","1"
"Good","1996","16-34 y.","Part Time","583","0.525096449920391","0.49595468904057","0.554238210800211","2"
"Good","1996","16-34 y.","Full Time","1283","0.559868402192748","0.539862102442852","0.579874701942645","2"
"Good","1996","35-65 y.","Full Time","1468","0.434513066857127","0.417762372855309","0.451263760858945","2"
"Good","1996","35-65 y.","Part Time","565","0.356345392109277","0.332347981056748","0.380342803161805","2"
"Good","1996","35-65 y.","Not Working","435","0.236707806671173","0.217375047538407","0.25604056580394","2"
"Good","1996","66 and older","Full Time","3","","","","2"
"Good","1996","66 and older","Not Working","256","0.160372305083351","0.141937063711555","0.178807546455146","2"
"Good","1996","16-34 y.","Not Working","658","0.512243702906579","0.484860587118137","0.539626818695021","2"
"Good","1996","66 and older","Part Time","9","","","","2"
"Less good","1996","16-34 y.","Part Time","73","0.0617311084171706","0.0476865128555949","0.0757757039787464","4"
"Less good","1996","16-34 y.","Full Time","130","0.0547955533311182","0.045623468665806","0.0639676379964303","4"
"Less good","1996","35-65 y.","Full Time","364","0.11083117144174","0.100222935416313","0.121439407467167","4"
"Less good","1996","35-65 y.","Part Time","221","0.134687565717396","0.117581402964869","0.151793728469922","4"
"Less good","1996","35-65 y.","Not Working","450","0.240175316756064","0.220745754145465","0.259604879366663","4"
"Less good","1996","66 and older","Full Time","2","","","","4"
"Less good","1996","66 and older","Not Working","389","0.265233223999335","0.24305486126424","0.287411586734431","4"
"Less good","1996","16-34 y.","Not Working","75","0.0710839663221203","0.0570067377605016","0.085161194883739","4"
"Less good","1996","66 and older","Part Time","5","","","","4"
"Poor","1996","16-34 y.","Full Time","18","","","","5"
"Poor","1996","16-34 y.","Part Time","14","","","","5"
"Poor","1996","16-34 y.","Not Working","11","","","","5"
"Poor","1996","35-65 y.","Full Time","55","0.0192007987994434","0.0145634496275765","0.0238381479713103","5"
"Poor","1996","35-65 y.","Part Time","54","0.0330252870329509","0.0240709541683625","0.0419796198975393","5"
"Poor","1996","66 and older","Full Time","1","","","","5"
"Poor","1996","66 and older","Part Time","2","","","","5"
"Poor","1996","66 and older","Not Working","171","0.117858778200441","0.101659681777128","0.134057874623754","5"
"Poor","1996","35-65 y.","Not Working","139","0.0758016548244383","0.0637633849304906","0.087839924718386","5"
"Satisfactory","1996","16-34 y.","Full Time","533","0.229741177020798","0.212787251139595","0.246695102902","3"
"Satisfactory","1996","16-34 y.","Part Time","247","0.227750829620586","0.203276982083155","0.252224677158016","3"
"Satisfactory","1996","16-34 y.","Not Working","271","0.203608085339595","0.181548160049367","0.225668010629823","3"
"Satisfactory","1996","35-65 y.","Full Time","1258","0.369449417599994","0.353139282583666","0.385759552616321","3"
"Satisfactory","1996","35-65 y.","Part Time","593","0.404975717183373","0.380378599896806","0.429572834469941","3"
"Satisfactory","1996","35-65 y.","Not Working","767","0.414064846628089","0.391662108775246","0.436467584480932","3"
"Satisfactory","1996","66 and older","Not Working","675","0.435828918233753","0.410917170516164","0.460740665951341","3"
"Satisfactory","1996","66 and older","Full Time","5","","","","3"
"Satisfactory","1996","66 and older","Part Time","22","","","","3"
"Very good","1996","16-34 y.","Full Time","401","0.14899434244487","0.134643293980692","0.163345390909049","1"
"Very good","1996","16-34 y.","Part Time","211","0.176294013546677","0.154055874831099","0.198532152262254","1"
"Very good","1996","16-34 y.","Not Working","265","0.205489003741259","0.1833536046936","0.227624402788919","1"
"Very good","1996","35-65 y.","Full Time","219","0.0660055453016958","0.0576151493141198","0.0743959412892717","1"
"Very good","1996","35-65 y.","Part Time","97","0.0709660379570037","0.058100040819292","0.0838320350947155","1"
"Very good","1996","35-65 y.","Not Working","66","0.0332503751202351","0.0250958735651284","0.0414048766753419","1"
"Very good","1996","66 and older","Full Time","1","","","","1"
"Very good","1996","66 and older","Part Time","1","","","","1"
"Very good","1996","66 and older","Not Working","31","0.0207067744831202","0.0135527014938749","0.0278608474723655","1"
"Good","1997","16-34 y.","Full Time","1301","0.562381005731842","0.542008960346289","0.582753051117395","2"
"Good","1997","16-34 y.","Part Time","585","0.563951896031768","0.533726217892887","0.59417757417065","2"
"Good","1997","16-34 y.","Not Working","720","0.518700664944055","0.491725977631362","0.545675352256747","2"
"Good","1997","35-65 y.","Full Time","1526","0.444502716999386","0.427569342237746","0.461436091761027","2"
"Good","1997","35-65 y.","Part Time","581","0.378519413578712","0.35380092758302","0.403237899574403","2"
"Good","1997","35-65 y.","Not Working","481","0.251614463141315","0.23195708181812","0.27127184446451","2"
"Good","1997","66 and older","Full Time","7","","","","2"
"Good","1997","66 and older","Not Working","245","0.143768964001453","0.126319165449291","0.161218762553614","2"
"Good","1997","66 and older","Part Time","10","","","","2"
"Less good","1997","16-34 y.","Full Time","90","0.0379434745224042","0.0300976231907653","0.0457893258540431","4"
"Less good","1997","16-34 y.","Part Time","50","0.0498823677291311","0.0366130057852486","0.0631517296730136","4"
"Less good","1997","16-34 y.","Not Working","72","0.0515699175500317","0.0396302766592489","0.0635095584408145","4"
"Less good","1997","35-65 y.","Full Time","359","0.114209178422833","0.103370372693689","0.125047984151977","4"
"Less good","1997","35-65 y.","Part Time","215","0.153434864519851","0.135067103488565","0.171802625551137","4"
"Less good","1997","35-65 y.","Not Working","426","0.225928823269086","0.206984834080612","0.24487281245756","4"
"Less good","1997","66 and older","Full Time","2","","","","4"
"Less good","1997","66 and older","Not Working","391","0.260369025046367","0.238543506694041","0.282194543398693","4"
"Less good","1997","66 and older","Part Time","8","","","","4"
"Poor","1997","16-34 y.","Full Time","18","","","","5"
"Poor","1997","16-34 y.","Part Time","11","","","","5"
"Poor","1997","16-34 y.","Not Working","20","","","","5"
"Poor","1997","35-65 y.","Full Time","42","0.0148351798444686","0.0107154741116627","0.0189548855772746","5"
"Poor","1997","35-65 y.","Part Time","59","0.0339058111704311","0.0246819914005138","0.0431296309403485","5"
"Poor","1997","66 and older","Full Time","1","","","","5"
"Poor","1997","66 and older","Part Time","2","","","","5"
"Poor","1997","66 and older","Not Working","160","0.112741023668645","0.097011029886643","0.128471017450647","5"
"Poor","1997","35-65 y.","Not Working","147","0.0769270853537943","0.0648558195848857","0.0889983511227028","5"
"Satisfactory","1997","16-34 y.","Full Time","482","0.22154101812102","0.204487414212714","0.238594622029326","3"
"Satisfactory","1997","16-34 y.","Part Time","221","0.214203667352895","0.189196973832182","0.239210360873608","3"
"Satisfactory","1997","16-34 y.","Not Working","242","0.197552100413907","0.176056992292736","0.219047208535079","3"
"Satisfactory","1997","35-65 y.","Full Time","1185","0.366831841872018","0.350408618986948","0.383255064757089","3"
"Satisfactory","1997","35-65 y.","Part Time","537","0.362105316002359","0.337611528498136","0.386599103506581","3"
"Satisfactory","1997","35-65 y.","Not Working","768","0.418951203625285","0.39660091205943","0.441301495191139","3"
"Satisfactory","1997","66 and older","Not Working","730","0.4622020968601","0.437405740387237","0.486998453332963","3"
"Satisfactory","1997","66 and older","Full Time","5","","","","3"
"Satisfactory","1997","66 and older","Part Time","18","","","","3"
"Very good","1997","16-34 y.","Full Time","387","0.171858055860197","0.156366017303241","0.187350094417153","1"
"Very good","1997","16-34 y.","Part Time","167","0.166326439617036","0.143629542903512","0.18902333633056","1"
"Very good","1997","16-34 y.","Not Working","264","0.216119146590225","0.193898226568823","0.238340066611628","1"
"Very good","1997","35-65 y.","Full Time","196","0.0596210828612937","0.0515521386583","0.0676900270642874","1"
"Very good","1997","35-65 y.","Part Time","87","0.0720345947286472","0.0588580829202494","0.0852111065370451","1"
"Very good","1997","35-65 y.","Not Working","50","0.0265784246105205","0.0192920705555219","0.033864778665519","1"
"Very good","1997","66 and older","Full Time","","","","","1"
"Very good","1997","66 and older","Part Time","1","","","","1"
"Very good","1997","66 and older","Not Working","27","","","","1"
"Good","1998","16-34 y.","Full Time","1364","0.56254405353974","0.542423029501751","0.582665077577729","2"
"Good","1998","35-65 y.","Part Time","697","0.405060241021614","0.381641789518421","0.428478692524808","2"
"Good","1998","35-65 y.","Not Working","608","0.281701932398326","0.262883731924674","0.300520132871977","2"
"Good","1998","66 and older","Not Working","319","0.169729866999865","0.152521136293151","0.186938597706579","2"
"Good","1998","16-34 y.","Not Working","727","0.497440890692664","0.471222006590947","0.52365977479438","2"
"Good","1998","66 and older","Part Time","16","","","","2"
"Good","1998","16-34 y.","Part Time","645","0.568199475752293","0.53950902676958","0.596889924735007","2"
"Good","1998","35-65 y.","Full Time","1739","0.467424534263621","0.451236001474486","0.483613067052757","2"
"Good","1998","66 and older","Full Time","3","","","","2"
"Less good","1998","16-34 y.","Full Time","97","0.0431365755774325","0.034896096550395","0.05137705460447","4"
"Less good","1998","35-65 y.","Part Time","227","0.131453941894918","0.115334681778358","0.147573202011479","4"
"Less good","1998","35-65 y.","Not Working","478","0.220014375890031","0.202684332211693","0.237344419568369","4"
"Less good","1998","66 and older","Not Working","450","0.254562457533715","0.234593159280131","0.274531755787299","4"
"Less good","1998","16-34 y.","Not Working","85","0.0519457024255305","0.0403086951662323","0.0635827096848286","4"
"Less good","1998","16-34 y.","Part Time","54","0.0422789166194207","0.0306235269727274","0.0539343062661141","4"
"Less good","1998","35-65 y.","Full Time","350","0.103944520053526","0.0940423721572356","0.113846667949817","4"
"Less good","1998","66 and older","Full Time","5","","","","4"
"Less good","1998","66 and older","Part Time","5","","","","4"
"Poor","1998","16-34 y.","Full Time","18","","","","5"
"Poor","1998","35-65 y.","Full Time","48","0.0150609364685944","0.0111091649325611","0.0190127080046277","5"
"Poor","1998","35-65 y.","Part Time","46","0.0328335346477746","0.0243325094381882","0.041334559857361","5"
"Poor","1998","66 and older","Full Time","1","","","","5"
"Poor","1998","66 and older","Part Time","3","","","","5"
"Poor","1998","66 and older","Not Working","211","0.120570596619165","0.105643299018704","0.135497894219626","5"
"Poor","1998","16-34 y.","Part Time","8","","","","5"
"Poor","1998","16-34 y.","Not Working","13","","","","5"
"Poor","1998","35-65 y.","Not Working","177","0.0741996977233875","0.0632351541984289","0.085164241248346","5"
"Satisfactory","1998","16-34 y.","Part Time","216","0.188708111854199","0.16604449606302","0.211371727645379","3"
"Satisfactory","1998","16-34 y.","Full Time","456","0.213128759661799","0.196518458240135","0.229739061083463","3"
"Satisfactory","1998","35-65 y.","Part Time","616","0.35850622730289","0.335628838969571","0.381383615636208","3"
"Satisfactory","1998","66 and older","Not Working","801","0.42770315407722","0.40502321424913","0.45038309390531","3"
"Satisfactory","1998","16-34 y.","Not Working","246","0.189014945888748","0.168484216136398","0.209545675641097","3"
"Satisfactory","1998","35-65 y.","Full Time","1208","0.321897408064323","0.306738511087566","0.33705630504108","3"
"Satisfactory","1998","35-65 y.","Not Working","857","0.390934736631277","0.37052135874814","0.411348114514414","3"
"Satisfactory","1998","66 and older","Full Time","5","","","","3"
"Satisfactory","1998","66 and older","Part Time","16","","","","3"
"Very good","1998","16-34 y.","Full Time","400","0.174228849379445","0.158843954403398","0.189613744355493","1"
"Very good","1998","16-34 y.","Part Time","222","0.192917445446857","0.170061979533324","0.215772911360391","1"
"Very good","1998","16-34 y.","Not Working","326","0.253295038466813","0.230489635636122","0.276100441297504","1"
"Very good","1998","35-65 y.","Full Time","304","0.0916726011499352","0.0823098788192522","0.101035323480618","1"
"Very good","1998","35-65 y.","Part Time","102","0.072146055132803","0.0598034176400784","0.0844886926255277","1"
"Very good","1998","35-65 y.","Not Working","75","0.033149257356979","0.0256598500861742","0.0406386646277838","1"
"Very good","1998","66 and older","Full Time","1","","","","1"
"Very good","1998","66 and older","Part Time","3","","","","1"
"Very good","1998","66 and older","Not Working","47","0.0274339247700346","0.0199459646060327","0.0349218849340366","1"
"Good","1999","16-34 y.","Full Time","1266","0.561034842397995","0.540382122175185","0.581687562620805","2"
"Good","1999","16-34 y.","Not Working","600","0.486946714276875","0.458713728843287","0.515179699710464","2"
"Good","1999","35-65 y.","Full Time","1615","0.441226822831854","0.425040706089068","0.45741293957464","2"
"Good","1999","35-65 y.","Part Time","724","0.426456436808365","0.402863477868494","0.450049395748236","2"
"Good","1999","35-65 y.","Not Working","533","0.270836231173048","0.251340759636835","0.29033170270926","2"
"Good","1999","66 and older","Part Time","17","","","","2"
"Good","1999","66 and older","Not Working","300","0.170393221786661","0.152792947494096","0.187993496079226","2"
"Good","1999","16-34 y.","Part Time","657","0.536924620744767","0.508593933132018","0.565255308357516","2"
"Good","1999","66 and older","Full Time","4","","","","2"
"Less good","1999","16-34 y.","Full Time","97","0.0455759004913037","0.0368961818460863","0.0542556191365211","4"
"Less good","1999","16-34 y.","Not Working","67","0.0525605375984138","0.0399556063337662","0.0651654688630614","4"
"Less good","1999","35-65 y.","Full Time","394","0.119371526524728","0.108802361577243","0.129940691472212","4"
"Less good","1999","35-65 y.","Part Time","210","0.132993913166573","0.116794890038592","0.149192936294555","4"
"Less good","1999","35-65 y.","Not Working","453","0.223097880103092","0.204833762387986","0.241361997818198","4"
"Less good","1999","66 and older","Not Working","434","0.261342649775444","0.240775041611293","0.281910257939596","4"
"Less good","1999","16-34 y.","Part Time","64","0.0462264107346916","0.034296358549799","0.0581564629195842","4"
"Less good","1999","66 and older","Full Time","2","","","","4"
"Less good","1999","66 and older","Part Time","12","","","","4"
"Poor","1999","16-34 y.","Full Time","17","","","","5"
"Poor","1999","16-34 y.","Part Time","6","","","","5"
"Poor","1999","16-34 y.","Not Working","14","","","","5"
"Poor","1999","35-65 y.","Full Time","57","0.0174496425135823","0.0131812473783936","0.021718037648771","5"
"Poor","1999","35-65 y.","Part Time","41","0.0226708186203814","0.0155698776210446","0.0297717596197183","5"
"Poor","1999","66 and older","Full Time","","","","","5"
"Poor","1999","66 and older","Part Time","4","","","","5"
"Poor","1999","66 and older","Not Working","211","0.12930139532503","0.113594416329735","0.145008374320326","5"
