"ple0008","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Satisfactory","1994","66 and older","West Germany","448","0.39729100138082","0.368491131872389","0.426090870889252"
"Satisfactory","1994","66 and older","East Germany","190","0.470864954562153","0.422251998927275","0.519477910197032"
"Less good","1994","16-34 y.","West Germany","246","0.0749188369093614","0.0662441340236391","0.0835935397950837"
"Less good","1994","16-34 y.","East Germany","66","0.0515081419567793","0.0393709527393353","0.0636453311742233"
"Less good","1994","35-65 y.","West Germany","775","0.167438246112493","0.156509990355305","0.178366501869681"
"Less good","1994","35-65 y.","East Germany","294","0.145064020385142","0.130030543304626","0.160097497465658"
"Less good","1994","66 and older","West Germany","296","0.280110950186698","0.253681985837865","0.306539914535532"
"Less good","1994","66 and older","East Germany","91","0.218965444968818","0.178689708015343","0.259241181922293"
"Poor","1994","16-34 y.","West Germany","39","0.00991431054334346","0.00664965904273231","0.0131789620439546"
"Poor","1994","16-34 y.","East Germany","7","","",""
"Poor","1994","35-65 y.","West Germany","185","0.0406123210099004","0.0348348036038671","0.0463898384159337"
"Poor","1994","35-65 y.","East Germany","65","0.0353622164545971","0.0274778888564853","0.0432465440527089"
"Poor","1994","66 and older","West Germany","134","0.131182324783077","0.111312945349564","0.15105170421659"
"Poor","1994","66 and older","East Germany","48","0.125113838563544","0.0928920957185791","0.157335581408509"
"Very good","1995","16-34 y.","West Germany","729","0.180308138241824","0.16795574149863","0.192660534985018"
"Very good","1995","16-34 y.","East Germany","188","0.141804832785187","0.122269599808014","0.161340065762359"
"Very good","1995","35-65 y.","West Germany","265","0.0495686535747709","0.0434135635787981","0.0557237435707437"
"Very good","1995","35-65 y.","East Germany","94","0.0427947078117192","0.0340525730689573","0.0515368425544812"
"Very good","1995","66 and older","West Germany","32","0.0297601015817498","0.019883111259842","0.0396370919036576"
"Very good","1995","66 and older","East Germany","4","","",""
"Good","1995","16-34 y.","West Germany","1942","0.527279647734176","0.511238297884562","0.543320997583789"
"Good","1995","16-34 y.","East Germany","673","0.562563159244422","0.53478372677969","0.590342591709154"
"Good","1995","35-65 y.","West Germany","1829","0.378733331746736","0.364977835539656","0.392488827953816"
"Good","1995","35-65 y.","East Germany","747","0.341649372510431","0.321164236190911","0.362134508829951"
"Good","1995","66 and older","West Germany","209","0.168732762870759","0.146963791934257","0.19050173380726"
"Good","1995","66 and older","East Germany","83","0.213403597143393","0.173745396242322","0.253061798044463"
"Satisfactory","1995","16-34 y.","West Germany","774","0.218642590447695","0.205362210338003","0.231922970557386"
"Satisfactory","1995","16-34 y.","East Germany","296","0.236693709499557","0.212891195710351","0.260496223288763"
"Satisfactory","1995","35-65 y.","West Germany","1699","0.370590164600539","0.356894466395423","0.384285862805655"
"Satisfactory","1995","35-65 y.","East Germany","844","0.426085088703923","0.404725551434443","0.447444625973403"
"Satisfactory","1995","66 and older","West Germany","457","0.401726183731365","0.373230247758006","0.430222119704724"
"Satisfactory","1995","66 and older","East Germany","176","0.409965456612936","0.362358708815901","0.457572204409971"
"Less good","1995","16-34 y.","West Germany","232","0.0633532975154562","0.0555263797189024","0.0711802153120101"
"Less good","1995","16-34 y.","East Germany","63","0.0549472041836088","0.042186316620327","0.0677080917468907"
"Less good","1995","35-65 y.","West Germany","788","0.162286306280581","0.151830459378559","0.172742153182603"
"Less good","1995","35-65 y.","East Germany","315","0.15937954390349","0.143569386831395","0.175189700975586"
"Less good","1995","66 and older","West Germany","308","0.281301123069917","0.255165848032283","0.307436398107552"
"Less good","1995","66 and older","East Germany","97","0.2239366502037","0.183584438963115","0.264288861444285"
"Poor","1995","16-34 y.","West Germany","44","0.0104163260608492","0.0071541920370959","0.0136784600846025"
"Poor","1995","16-34 y.","East Germany","5","","",""
"Poor","1995","35-65 y.","West Germany","196","0.0388215437973735","0.0333437095705896","0.0442993780241574"
"Poor","1995","35-65 y.","East Germany","59","0.0300912870704363","0.0227121474107019","0.0374704267301708"
"Poor","1995","66 and older","West Germany","131","0.118479828746209","0.0996950452152164","0.137264612277202"
"Poor","1995","66 and older","East Germany","50","0.143478336898553","0.109545630027487","0.177411043769619"
"Very good","1996","16-34 y.","West Germany","706","0.179793762341078","0.167216249347783","0.192371275334373"
"Very good","1996","16-34 y.","East Germany","171","0.129884059233942","0.110799749677165","0.148968368790718"
"Very good","1996","35-65 y.","West Germany","305","0.0634646539100851","0.0564753844960638","0.0704539233241064"
"Very good","1996","35-65 y.","East Germany","77","0.0321359120835814","0.0245513179465778","0.039720506220585"
"Very good","1996","66 and older","West Germany","29","","",""
"Very good","1996","66 and older","East Germany","4","","",""
"Good","1996","16-34 y.","West Germany","1874","0.536097483518403","0.519763911227242","0.552431055809564"
"Good","1996","16-34 y.","East Germany","650","0.551951814299261","0.523721032359053","0.58018259623947"
"Good","1996","35-65 y.","West Germany","1691","0.357693139367854","0.343951760223221","0.371434518512487"
"Good","1996","35-65 y.","East Germany","777","0.361628542979129","0.340965326586514","0.382291759371745"
"Good","1996","66 and older","West Germany","197","0.161995984400815","0.140691881497594","0.183300087304037"
"Good","1996","66 and older","East Germany","71","0.166489757301228","0.131031744426293","0.201947770176163"
"Satisfactory","1996","16-34 y.","West Germany","759","0.214970975939431","0.201516130865258","0.228425821013604"
"Satisfactory","1996","16-34 y.","East Germany","292","0.254088412591724","0.229374240286938","0.278802584896509"
"Satisfactory","1996","35-65 y.","West Germany","1724","0.378291183207914","0.364388124397101","0.392194242018727"
"Satisfactory","1996","35-65 y.","East Germany","894","0.441881455722433","0.420524174946892","0.463238736497974"
"Satisfactory","1996","66 and older","West Germany","496","0.434861215131814","0.406196939522545","0.463525490741083"
"Satisfactory","1996","66 and older","East Germany","206","0.462537305420541","0.415078947397588","0.509995663443494"
"Less good","1996","16-34 y.","West Germany","207","0.0609974119066845","0.0531588746048679","0.0688359492085012"
"Less good","1996","16-34 y.","East Germany","71","0.059539465490153","0.0461061653953841","0.072972765584922"
"Less good","1996","35-65 y.","West Germany","762","0.15905129680909","0.148566570534281","0.169536023083898"
"Less good","1996","35-65 y.","East Germany","273","0.135465533825227","0.120747987717623","0.15018307993283"
"Less good","1996","66 and older","West Germany","297","0.264231706425172","0.238736937746217","0.289726475104128"
"Less good","1996","66 and older","East Germany","99","0.246432351192633","0.205414288375896","0.287450414009371"
"Poor","1996","16-34 y.","West Germany","35","0.00814036629440332","0.00519734765855668","0.01108338493025"
"Poor","1996","16-34 y.","East Germany","8","","",""
"Poor","1996","35-65 y.","West Germany","192","0.0414997267050575","0.0357820120770639","0.0472174413330512"
"Poor","1996","35-65 y.","East Germany","56","0.0288885553896299","0.0216853252352344","0.0360917855440255"
"Poor","1996","66 and older","West Germany","130","0.115498069962272","0.0970170969590695","0.133979042965474"
"Poor","1996","66 and older","East Germany","44","0.116698259295898","0.086138361680844","0.147258156910953"
"Very good","1997","16-34 y.","West Germany","647","0.189988359291934","0.176922710758393","0.203054007825476"
"Very good","1997","16-34 y.","East Germany","171","0.15270319587954","0.132065818286366","0.173340573472713"
"Very good","1997","35-65 y.","West Germany","256","0.0559225303685","0.0492955093134493","0.0625495514235507"
"Very good","1997","35-65 y.","East Germany","77","0.0373276459365971","0.0291036830893869","0.0455516087838073"
"Very good","1997","66 and older","West Germany","23","","",""
"Very good","1997","66 and older","East Germany","5","","",""
"Good","1997","16-34 y.","West Germany","1929","0.548932026684931","0.532358988675478","0.565505064694383"
"Good","1997","16-34 y.","East Germany","677","0.557780791894504","0.529286147495289","0.586275436293719"
"Good","1997","35-65 y.","West Germany","1797","0.373213967950729","0.359264433100743","0.387163502800715"
"Good","1997","35-65 y.","East Germany","791","0.366093720127611","0.345194250965862","0.38699318928936"
"Good","1997","66 and older","West Germany","183","0.141771755774495","0.121758906548426","0.161784605000563"
"Good","1997","66 and older","East Germany","79","0.170273980268653","0.135153273134441","0.205394687402865"
"Satisfactory","1997","16-34 y.","West Germany","681","0.206026733807317","0.19255614517255","0.219497322442083"
"Satisfactory","1997","16-34 y.","East Germany","264","0.243212922321223","0.218598319076884","0.267827525565562"
"Satisfactory","1997","35-65 y.","West Germany","1657","0.373429256896922","0.359478095818796","0.387380417975049"
"Satisfactory","1997","35-65 y.","East Germany","833","0.415659859164262","0.394278835599428","0.437040882729095"
"Satisfactory","1997","66 and older","West Germany","544","0.460148356773581","0.431552783038971","0.488743930508191"
"Satisfactory","1997","66 and older","East Germany","209","0.488180137034438","0.441474384561534","0.534885889507343"
"Less good","1997","16-34 y.","West Germany","168","0.0457648427067416","0.0388047417525174","0.0527249436609657"
"Less good","1997","16-34 y.","East Germany","44","0.0393506053826288","0.0281955731701238","0.0505056375951338"
"Less good","1997","35-65 y.","West Germany","733","0.161359733220968","0.150749948649028","0.171969517792908"
"Less good","1997","35-65 y.","East Germany","267","0.136120906075759","0.121243901850684","0.150997910300835"
"Less good","1997","66 and older","West Germany","295","0.262629725115536","0.237381699877363","0.287877750353709"
"Less good","1997","66 and older","East Germany","106","0.225733680009547","0.186670722815044","0.264796637204049"
"Poor","1997","16-34 y.","West Germany","38","0.00928803750907693","0.00609313559863782","0.012482939419516"
"Poor","1997","16-34 y.","East Germany","11","","",""
"Poor","1997","35-65 y.","West Germany","175","0.0360745115628809","0.0306962355229052","0.0414527876028566"
"Poor","1997","35-65 y.","East Germany","73","0.044797868695771","0.0358235206943752","0.0537722166971669"
"Poor","1997","66 and older","West Germany","122","0.112741932923269","0.0945959549427236","0.130887910903815"
"Poor","1997","66 and older","East Germany","41","0.103014185902517","0.0746112615248062","0.131417110280227"
"Very good","1998","16-34 y.","West Germany","741","0.207994266509108","0.194859472322882","0.221129060695333"
"Very good","1998","16-34 y.","East Germany","207","0.17563505249036","0.154186385990402","0.197083718990318"
"Very good","1998","35-65 y.","West Germany","390","0.0757032817184475","0.0686111315120351","0.08279543192486"
"Very good","1998","35-65 y.","East Germany","91","0.0437245644031212","0.0351565797886163","0.0522925490176261"
"Very good","1998","66 and older","West Germany","43","0.0311085333895411","0.02202088703652","0.0401961797425621"
"Very good","1998","66 and older","East Germany","8","","",""
"Good","1998","16-34 y.","West Germany","2032","0.538425239637563","0.522292164407245","0.554558314867882"
"Good","1998","16-34 y.","East Germany","704","0.572080921115934","0.544191179050961","0.599970663180907"
"Good","1998","35-65 y.","West Germany","2168","0.399190167421391","0.386059908210417","0.412320426632365"
"Good","1998","35-65 y.","East Germany","876","0.388033940030139","0.367615481271795","0.408452398788482"
"Good","1998","66 and older","West Germany","263","0.176339723347971","0.156390627247097","0.196288819448845"
"Good","1998","66 and older","East Germany","75","0.159575343923853","0.126949804773237","0.192200883074469"
"Satisfactory","1998","16-34 y.","West Germany","678","0.198154862481093","0.185255119884127","0.21105460507806"
"Satisfactory","1998","16-34 y.","East Germany","240","0.209042115013075","0.186121381287695","0.231962848738455"
"Satisfactory","1998","35-65 y.","West Germany","1830","0.340985665619499","0.328276110232093","0.353695221006904"
"Satisfactory","1998","35-65 y.","East Germany","851","0.392779767643235","0.372316635750143","0.413242899536328"
"Satisfactory","1998","66 and older","West Germany","584","0.412661378121354","0.386891327227714","0.438431429014994"
"Satisfactory","1998","66 and older","East Germany","238","0.492808360359762","0.448268332254524","0.537348388464999"
"Less good","1998","16-34 y.","West Germany","183","0.0467564882510393","0.0399243554567999","0.0535886210452787"
"Less good","1998","16-34 y.","East Germany","53","0.0402394653563467","0.0291619468210348","0.0513169838916585"
"Less good","1998","35-65 y.","West Germany","767","0.14821482363286","0.138688491347326","0.157741155918393"
"Less good","1998","35-65 y.","East Germany","288","0.133801115581619","0.119536400243834","0.148065830919404"
"Less good","1998","66 and older","West Germany","351","0.257463030143683","0.234575940900696","0.28035011938667"
"Less good","1998","66 and older","East Germany","109","0.224489987119676","0.187317843839846","0.261662130399506"
"Poor","1998","16-34 y.","West Germany","34","0.00866914312119653","0.0056690770027195","0.0116692092396736"
"Poor","1998","16-34 y.","East Germany","5","","",""
"Poor","1998","35-65 y.","West Germany","189","0.0359060616078031","0.0309176942544907","0.0408944289611155"
"Poor","1998","35-65 y.","East Germany","82","0.0416606123418857","0.0332882710112087","0.0500329536725628"
"Poor","1998","66 and older","West Germany","161","0.122427334997451","0.1052698026744","0.139584867320502"
"Poor","1998","66 and older","East Germany","54","0.107965843735056","0.0803181223877225","0.13561356508239"
"Very good","1999","16-34 y.","West Germany","678","0.206838025985181","0.193300848039024","0.220375203931338"
"Very good","1999","16-34 y.","East Germany","169","0.140921608009237","0.121010094269168","0.160833121749306"
"Very good","1999","35-65 y.","West Germany","349","0.0676444832085842","0.0607942715188971","0.0744946948982713"
"Very good","1999","35-65 y.","East Germany","74","0.0370485247662244","0.0290384765924419","0.045058572940007"
"Very good","1999","66 and older","West Germany","28","","",""
"Very good","1999","66 and older","East Germany","9","","",""
"Good","1999","16-34 y.","West Germany","1860","0.5265884548381","0.509901115702216","0.543275793973983"
"Good","1999","16-34 y.","East Germany","663","0.573501243522021","0.545198720551158","0.601803766492883"
"Good","1999","35-65 y.","West Germany","2071","0.393086807839763","0.379763730413106","0.406409885266419"
"Good","1999","35-65 y.","East Germany","801","0.376285648257903","0.355740978591941","0.396830317923864"
"Good","1999","66 and older","West Germany","246","0.174435002126027","0.154086271852666","0.194783732399387"
"Good","1999","66 and older","East Germany","75","0.170789523333911","0.137502853489992","0.204076193177831"
"Satisfactory","1999","16-34 y.","West Germany","699","0.208590353737378","0.195010978692606","0.22216972878215"
"Satisfactory","1999","16-34 y.","East Germany","278","0.237492047051137","0.213139420478251","0.261844673624023"
"Satisfactory","1999","35-65 y.","West Germany","1810","0.354504681187752","0.341456362229959","0.367553000145544"
"Satisfactory","1999","35-65 y.","East Germany","885","0.399535686312852","0.378764138676584","0.420307233949119"
"Satisfactory","1999","66 and older","West Germany","574","0.409914220589728","0.38354186464474","0.436286576534715"
"Satisfactory","1999","66 and older","East Germany","232","0.467078627828708","0.422948629446868","0.511208626210549"
"Less good","1999","16-34 y.","West Germany","172","0.0485898937905807","0.0414038665668984","0.0557759210142629"
"Less good","1999","16-34 y.","East Germany","56","0.0431182323025215","0.0314941493969268","0.0547423152081163"
"Less good","1999","35-65 y.","West Germany","755","0.152214407867288","0.142415719956366","0.162013095778209"
"Less good","1999","35-65 y.","East Germany","302","0.149309535775894","0.134195619164171","0.164423452387618"
"Less good","1999","66 and older","West Germany","330","0.266503894941504","0.242795860566228","0.29021192931678"
"Less good","1999","66 and older","East Germany","118","0.215908710422713","0.179515049761035","0.25230237108439"
"Poor","1999","16-34 y.","West Germany","30","0.0093932716487602","0.00616930098828293","0.0126172423092375"
"Poor","1999","16-34 y.","East Germany","7","","",""
"Poor","1999","35-65 y.","West Germany","178","0.0325496198966134","0.0277091854937074","0.0373900542995195"
"Poor","1999","35-65 y.","East Germany","74","0.0378206048871271","0.0297307686873858","0.0459104410868685"
"Poor","1999","66 and older","West Germany","158","0.125986525607277","0.108192837426544","0.14378021378801"
"Poor","1999","66 and older","East Germany","57","0.129195013277723","0.0995268490684558","0.158863177486991"
"Very good","2000","16-34 y.","West Germany","1269","0.248368734959459","0.236895644372298","0.25984182554662"
"Very good","2000","16-34 y.","East Germany","308","0.193990411663687","0.17506515421314","0.212915669114233"
"Very good","2000","35-65 y.","West Germany","872","0.0839901986497639","0.0785956997423925","0.0893846975571354"
"Very good","2000","35-65 y.","East Germany","166","0.0559207420057665","0.0480884772949754","0.0637530067165577"
"Very good","2000","66 and older","West Germany","69","0.0249495028091737","0.0191211303465607","0.0307778752717868"
"Very good","2000","66 and older","East Germany","10","","",""
"Good","2000","16-34 y.","West Germany","2824","0.500507989570138","0.487231008936944","0.513784970203333"
"Good","2000","16-34 y.","East Germany","945","0.539841222552233","0.515986825858772","0.563695619245695"
"Good","2000","35-65 y.","West Germany","4100","0.396389135011171","0.386875945679778","0.405902324342565"
"Good","2000","35-65 y.","East Germany","1277","0.381312314222658","0.364755650891678","0.397868977553637"
"Good","2000","66 and older","West Germany","504","0.174124545646371","0.159953885800781","0.188295205491961"
"Good","2000","66 and older","East Germany","151","0.17063560210376","0.145850884522698","0.195420319684822"
"Satisfactory","2000","16-34 y.","West Germany","1034","0.19327172447817","0.182786509434298","0.203756939522042"
"Satisfactory","2000","16-34 y.","East Germany","326","0.202931473211485","0.183682653969689","0.222180292453282"
"Satisfactory","2000","35-65 y.","West Germany","3545","0.355754442909497","0.346443629416067","0.365065256402927"
"Satisfactory","2000","35-65 y.","East Germany","1282","0.38483616799574","0.368250613181895","0.401421722809586"
"Satisfactory","2000","66 and older","West Germany","1233","0.450406629656681","0.431814637579111","0.468998621734252"
"Satisfactory","2000","66 and older","East Germany","429","0.484335516269491","0.451409952159599","0.517261080379382"
"Less good","2000","16-34 y.","West Germany","278","0.0502537846495091","0.0444525863024989","0.0560549829965193"
"Less good","2000","16-34 y.","East Germany","89","0.0587794520908106","0.047522002100548","0.0700369020810732"
"Less good","2000","35-65 y.","West Germany","1311","0.129320492244689","0.122794454504856","0.135846529984522"
"Less good","2000","35-65 y.","East Germany","465","0.141270548141868","0.129397816253563","0.153143280030173"
"Less good","2000","66 and older","West Germany","673","0.249084046047525","0.232922927448125","0.265245164646926"
"Less good","2000","66 and older","East Germany","202","0.22287574503294","0.195456651587688","0.250294838478193"
"Poor","2000","16-34 y.","West Germany","43","0.00759776634272311","0.00529199426969508","0.00990353841575115"
"Poor","2000","16-34 y.","East Germany","9","","",""
"Poor","2000","35-65 y.","West Germany","328","0.0345457311848789","0.0309939206329815","0.0380975417367764"
"Poor","2000","35-65 y.","East Germany","116","0.0366602276339677","0.0302542710563267","0.0430661842116087"
"Poor","2000","66 and older","West Germany","272","0.101435275840249","0.0901536423742415","0.112716909306256"
"Poor","2000","66 and older","East Germany","93","0.111171248709791","0.0904611702217367","0.131881327197846"
"Very good","2001","16-34 y.","West Germany","1180","0.258896630595778","0.24644383736748","0.271349423824077"
"Very good","2001","16-34 y.","East Germany","278","0.17642900288941","0.157359937280114","0.195498068498707"
"Very good","2001","35-65 y.","West Germany","776","0.0856971653235703","0.0799860285695191","0.0914083020776215"
"Very good","2001","35-65 y.","East Germany","122","0.0405950790243818","0.0336163690216892","0.0475737890270745"
"Very good","2001","66 and older","West Germany","62","0.0256367491573161","0.0195534558367072","0.0317200424779249"
"Very good","2001","66 and older","East Germany","12","","",""
"Good","2001","16-34 y.","West Germany","2386","0.490931170956632","0.476718924157241","0.505143417756023"
"Good","2001","16-34 y.","East Germany","874","0.554979676399934","0.530118460596841","0.579840892203027"
"Good","2001","35-65 y.","West Germany","3785","0.399069680617701","0.389078179919427","0.409061181315976"
"Good","2001","35-65 y.","East Germany","1175","0.379790712479501","0.362628282114634","0.396953142844368"
"Good","2001","66 and older","West Germany","481","0.174230255800351","0.159630751747124","0.188829759853578"
"Good","2001","66 and older","East Germany","139","0.155835186483321","0.131466636017741","0.180203736948901"
"Satisfactory","2001","16-34 y.","West Germany","903","0.191064984052361","0.179888336588843","0.202241631515878"
"Satisfactory","2001","16-34 y.","East Germany","304","0.21416232083486","0.193639745544907","0.234684896124813"
"Satisfactory","2001","35-65 y.","West Germany","3181","0.345553186369667","0.335850568488611","0.355255804250722"
"Satisfactory","2001","35-65 y.","East Germany","1203","0.383553649601723","0.366358807663733","0.400748491539713"
"Satisfactory","2001","66 and older","West Germany","1168","0.453261364925761","0.434100678394529","0.472422051456993"
"Satisfactory","2001","66 and older","East Germany","421","0.491774227092203","0.458185423434045","0.52536303075036"
"Less good","2001","16-34 y.","West Germany","248","0.0528460838307499","0.0464857359785856","0.0592064316829142"
"Less good","2001","16-34 y.","East Germany","69","0.0436982909516136","0.0334718717101542","0.0539247101930731"
"Less good","2001","35-65 y.","West Germany","1190","0.132927860735777","0.1260011042231","0.139854617248454"
"Less good","2001","35-65 y.","East Germany","449","0.158362328068822","0.145452335051859","0.171272321085785"
"Less good","2001","66 and older","West Germany","633","0.250962260437536","0.234274314227267","0.267650206647806"
"Less good","2001","66 and older","East Germany","197","0.228515121774071","0.200305030447013","0.25672521310113"
"Poor","2001","16-34 y.","West Germany","36","0.00626113056447879","0.00401866024975728","0.00850360087920029"
"Poor","2001","16-34 y.","East Germany","10","","",""
"Poor","2001","35-65 y.","West Germany","296","0.036752106953285","0.0329132276944809","0.040590986212089"
"Poor","2001","35-65 y.","East Germany","123","0.0376982308255727","0.0309629825076712","0.0444334791434742"
"Poor","2001","66 and older","West Germany","249","0.0959093696790357","0.0845753663666464","0.107243372991425"
"Poor","2001","66 and older","East Germany","82","0.109288707966682","0.0883263836482019","0.130251032285162"
"Very good","2002","16-34 y.","West Germany","1058","0.220897455591357","0.209010675273192","0.232784235909521"
"Very good","2002","16-34 y.","East Germany","276","0.183773370830997","0.164121208183189","0.203425533478805"
"Very good","2002","35-65 y.","West Germany","797","0.0683062867310567","0.0634237313322873","0.0731888421298261"
"Very good","2002","35-65 y.","East Germany","145","0.0492223614166746","0.0415536733335392","0.0568910494998099"
"Very good","2002","66 and older","West Germany","69","0.0226277320061631","0.0170522965253502","0.028203167486976"
"Very good","2002","66 and older","East Germany","8","","",""
"Good","2002","16-34 y.","West Germany","2424","0.50354359783217","0.48921740918854","0.517869786475799"
"Good","2002","16-34 y.","East Germany","853","0.565358574211937","0.540205490898073","0.590511657525801"
"Good","2002","35-65 y.","West Germany","4342","0.398370552977944","0.388895352331867","0.40784575362402"
"Good","2002","35-65 y.","East Germany","1215","0.386112656980678","0.36885420929503","0.403371104666325"
"Good","2002","66 and older","West Germany","536","0.183092386563924","0.168592991279795","0.197591781848052"
"Good","2002","66 and older","East Germany","140","0.140860778778812","0.118120537903435","0.16360101965419"
"Satisfactory","2002","16-34 y.","West Germany","910","0.212196313931261","0.200481119778963","0.223911508083559"
"Satisfactory","2002","16-34 y.","East Germany","290","0.200872542064771","0.180542794131434","0.221202289998107"
"Satisfactory","2002","35-65 y.","West Germany","3548","0.364023799575251","0.354711314714421","0.373336284436082"
"Satisfactory","2002","35-65 y.","East Germany","1164","0.374944059258759","0.357783040987463","0.392105077530054"
"Satisfactory","2002","66 and older","West Germany","1202","0.438704812337334","0.420100649430386","0.457308975244281"
