"ple0008","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Less good","1998","Couple + C. LE and GT 16","direct migration background","31","0.107674475603424","0.0707697920112603","0.144579159195588","4"
"Less good","1998","Couple + C. LE and GT 16","indirect migration background","3","","","","4"
"Poor","1998","1-pers.-HH","direct migration background","19","","","","5"
"Poor","1998","1-pers.-HH","no migration background","113","0.0962468125402412","0.0813956697606711","0.111097955319811","5"
"Poor","1998","(Married) couple without C. ","indirect migration background","","","","","5"
"Poor","1998","1-pers.-HH","indirect migration background","1","","","","5"
"Poor","1998","(Married) couple without C. ","no migration background","169","0.0482603712066769","0.0411520772552072","0.0553686651581467","5"
"Poor","1998","(Married) couple without C. ","direct migration background","35","0.0476467466926919","0.0306586281508796","0.0646348652345041","5"
"Poor","1998","Single parent ","no migration background","19","","","","5"
"Poor","1998","Single parent ","direct migration background","5","","","","5"
"Poor","1998","Single parent ","indirect migration background","","","","","5"
"Poor","1998","Couple + C. LE 16 ","no migration background","19","","","","5"
"Poor","1998","Couple + C. GT 16 ","no migration background","56","0.0314247626504695","0.0235924624175088","0.0392570628834302","5"
"Poor","1998","Couple + C. GT 16 ","direct migration background","20","","","","5"
"Poor","1998","Couple + C. LE 16 ","direct migration background","8","","","","5"
"Poor","1998","Couple + C. LE 16 ","indirect migration background","1","","","","5"
"Poor","1998","Couple + C. GT 16 ","indirect migration background","2","","","","5"
"Poor","1998","Couple + C. LE and GT 16","no migration background","13","","","","5"
"Poor","1998","Couple + C. LE and GT 16","direct migration background","8","","","","5"
"Poor","1998","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Satisfactory","1998","1-pers.-HH","indirect migration background","16","","","","3"
"Satisfactory","1998","(Married) couple without C. ","no migration background","1290","0.374455274820667","0.3584028689103","0.390507680731035","3"
"Satisfactory","1998","1-pers.-HH","direct migration background","59","0.313405439797619","0.247619232127946","0.379191647467293","3"
"Satisfactory","1998","1-pers.-HH","no migration background","500","0.340413080967829","0.316552505607983","0.364273656327674","3"
"Satisfactory","1998","(Married) couple without C. ","direct migration background","206","0.312640788715492","0.275671225542296","0.349610351888689","3"
"Satisfactory","1998","(Married) couple without C. ","indirect migration background","27","","","","3"
"Satisfactory","1998","Single parent ","no migration background","151","0.276269406549884","0.23946401649046","0.313074796609307","3"
"Satisfactory","1998","Single parent ","direct migration background","28","","","","3"
"Satisfactory","1998","Single parent ","indirect migration background","8","","","","3"
"Satisfactory","1998","Couple + C. LE 16 ","no migration background","645","0.273714868411531","0.255873188715943","0.291556548107119","3"
"Satisfactory","1998","Couple + C. LE 16 ","direct migration background","135","0.233403741984499","0.200161511724325","0.266645972244673","3"
"Satisfactory","1998","Couple + C. LE 16 ","indirect migration background","11","","","","3"
"Satisfactory","1998","Couple + C. GT 16 ","no migration background","615","0.334002902099016","0.3128291447675","0.355176659430532","3"
"Satisfactory","1998","Couple + C. GT 16 ","direct migration background","160","0.348389943281955","0.304943543165401","0.391836343398509","3"
"Satisfactory","1998","Couple + C. GT 16 ","indirect migration background","21","","","","3"
"Satisfactory","1998","Couple + C. LE and GT 16","no migration background","238","0.279441892431016","0.249624564195296","0.309259220666736","3"
"Satisfactory","1998","Couple + C. LE and GT 16","direct migration background","78","0.310143703869354","0.255072541092307","0.3652148666464","3"
"Satisfactory","1998","Couple + C. LE and GT 16","indirect migration background","12","","","","3"
"Very good","1998","1-pers.-HH","no migration background","123","0.067141309530572","0.0545391605567276","0.0797434585044164","1"
"Very good","1998","1-pers.-HH","direct migration background","14","","","","1"
"Very good","1998","1-pers.-HH","indirect migration background","8","","","","1"
"Very good","1998","(Married) couple without C. ","no migration background","238","0.0640023234127359","0.0558843760898383","0.0721202707356336","1"
"Very good","1998","(Married) couple without C. ","direct migration background","42","0.0787374995797146","0.0572585950268327","0.100216404132596","1"
"Very good","1998","(Married) couple without C. ","indirect migration background","12","","","","1"
"Very good","1998","Single parent ","no migration background","76","0.156363309042296","0.126468091526566","0.186258526558025","1"
"Very good","1998","Single parent ","direct migration background","11","","","","1"
"Very good","1998","Single parent ","indirect migration background","11","","","","1"
"Very good","1998","Couple + C. LE 16 ","no migration background","261","0.107989324092273","0.0955697013311086","0.120408946853437","1"
"Very good","1998","Couple + C. LE 16 ","direct migration background","69","0.13909415902103","0.111899402654624","0.166288915387436","1"
"Very good","1998","Couple + C. LE 16 ","indirect migration background","20","","","","1"
"Very good","1998","Couple + C. GT 16 ","no migration background","228","0.129706748871391","0.114623297148","0.144790200594782","1"
"Very good","1998","Couple + C. GT 16 ","direct migration background","32","0.102291999278816","0.0746597979450051","0.129924200612627","1"
"Very good","1998","Couple + C. GT 16 ","indirect migration background","63","0.396539791822978","0.327703901760316","0.465375681885639","1"
"Very good","1998","Couple + C. LE and GT 16","no migration background","115","0.153177828164173","0.129245633392417","0.177110022935928","1"
"Very good","1998","Couple + C. LE and GT 16","direct migration background","32","0.139917644418288","0.0986157751958914","0.181219513640684","1"
"Very good","1998","Couple + C. LE and GT 16","indirect migration background","54","0.434828461836395","0.344224269389153","0.525432654283638","1"
"Good","1999","1-pers.-HH","direct migration background","48","0.267813358320267","0.200652401653094","0.33497431498744","2"
"Good","1999","(Married) couple without C. ","indirect migration background","47","0.54801695484081","0.441586353131384","0.654447556550237","2"
"Good","1999","Single parent ","no migration background","253","0.448451795525053","0.407370558283351","0.489533032766756","2"
"Good","1999","1-pers.-HH","no migration background","501","0.311018364453256","0.287314119937068","0.334722608969444","2"
"Good","1999","1-pers.-HH","indirect migration background","26","","","","2"
"Good","1999","(Married) couple without C. ","direct migration background","178","0.303341860586557","0.265832797586037","0.340850923587078","2"
"Good","1999","(Married) couple without C. ","no migration background","1174","0.305462922972525","0.290144196257435","0.320781649687615","2"
"Good","1999","Single parent ","direct migration background","34","0.285239334699877","0.198039731582552","0.372438937817202","2"
"Good","1999","Single parent ","indirect migration background","29","","","","2"
"Good","1999","Couple + C. LE 16 ","no migration background","1231","0.523864773125123","0.503680914892988","0.544048631357258","2"
"Good","1999","Couple + C. LE 16 ","direct migration background","325","0.568378041447192","0.528172656487154","0.608583426407231","2"
"Good","1999","Couple + C. LE 16 ","indirect migration background","50","0.506403739100601","0.40791992126806","0.604887556933142","2"
"Good","1999","Couple + C. GT 16 ","indirect migration background","93","0.482929073620787","0.412429551681288","0.553428595560285","2"
"Good","1999","Couple + C. LE and GT 16","no migration background","403","0.462231599376041","0.428635383357502","0.49582781539458","2"
"Good","1999","Couple + C. GT 16 ","no migration background","822","0.435647914585129","0.413186450780746","0.458109378389513","2"
"Good","1999","Couple + C. GT 16 ","direct migration background","170","0.398541456955205","0.352690264297601","0.444392649612808","2"
"Good","1999","Couple + C. LE and GT 16","direct migration background","99","0.45366949139957","0.387277036163636","0.520061946635504","2"
"Good","1999","Couple + C. LE and GT 16","indirect migration background","39","0.370581708363593","0.275446305151865","0.465717111575322","2"
"Less good","1999","1-pers.-HH","direct migration background","25","","","","4"
"Less good","1999","1-pers.-HH","no migration background","254","0.193320810330137","0.173099047671785","0.213542572988489","4"
"Less good","1999","1-pers.-HH","indirect migration background","7","","","","4"
"Less good","1999","(Married) couple without C. ","no migration background","562","0.1849119383153","0.172000327082841","0.197823549547758","4"
"Less good","1999","(Married) couple without C. ","direct migration background","119","0.209303334974684","0.176109822419003","0.242496847530364","4"
"Less good","1999","(Married) couple without C. ","indirect migration background","3","","","","4"
"Less good","1999","Single parent ","no migration background","57","0.103701634962693","0.0785183141824916","0.128884955742895","4"
"Less good","1999","Single parent ","direct migration background","23","","","","4"
"Less good","1999","Single parent ","indirect migration background","3","","","","4"
"Less good","1999","Couple + C. LE 16 ","no migration background","165","0.0655446454112302","0.0555428648949491","0.0755464259275113","4"
"Less good","1999","Couple + C. LE 16 ","direct migration background","54","0.0858531454023075","0.0631126509306568","0.108593639873958","4"
"Less good","1999","Couple + C. LE 16 ","indirect migration background","4","","","","4"
"Less good","1999","Couple + C. LE and GT 16","direct migration background","33","0.148256163197102","0.1008666667928","0.195645659601405","4"
"Less good","1999","Couple + C. GT 16 ","no migration background","199","0.113667542584736","0.0992891038588784","0.128045981310594","4"
"Less good","1999","Couple + C. GT 16 ","direct migration background","70","0.140989624860332","0.108398164717504","0.17358108500316","4"
"Less good","1999","Couple + C. GT 16 ","indirect migration background","8","","","","4"
"Less good","1999","Couple + C. LE and GT 16","no migration background","73","0.0814622953991714","0.0630295627023899","0.099895028095953","4"
"Less good","1999","Couple + C. LE and GT 16","indirect migration background","3","","","","4"
"Poor","1999","1-pers.-HH","direct migration background","16","","","","5"
"Poor","1999","1-pers.-HH","no migration background","109","0.0874017543207141","0.0729397273081352","0.101863781333293","5"
"Poor","1999","1-pers.-HH","indirect migration background","2","","","","5"
"Poor","1999","(Married) couple without C. ","no migration background","174","0.0563178643363144","0.0486507550290586","0.0639849736435702","5"
"Poor","1999","(Married) couple without C. ","direct migration background","34","0.0561341996277436","0.037352751419384","0.0749156478361031","5"
"Poor","1999","(Married) couple without C. ","indirect migration background","1","","","","5"
"Poor","1999","Single parent ","no migration background","20","","","","5"
"Poor","1999","Single parent ","direct migration background","","","","","5"
"Poor","1999","Single parent ","indirect migration background","","","","","5"
"Poor","1999","Couple + C. LE 16 ","no migration background","19","","","","5"
"Poor","1999","Couple + C. GT 16 ","direct migration background","21","","","","5"
"Poor","1999","Couple + C. LE 16 ","direct migration background","7","","","","5"
"Poor","1999","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Poor","1999","Couple + C. GT 16 ","no migration background","53","0.0278780961543274","0.0204207021533023","0.0353354901553525","5"
"Poor","1999","Couple + C. GT 16 ","indirect migration background","2","","","","5"
"Poor","1999","Couple + C. LE and GT 16","no migration background","9","","","","5"
"Poor","1999","Couple + C. LE and GT 16","direct migration background","6","","","","5"
"Poor","1999","Couple + C. LE and GT 16","indirect migration background","1","","","","5"
"Satisfactory","1999","1-pers.-HH","indirect migration background","11","","","","3"
"Satisfactory","1999","1-pers.-HH","direct migration background","60","0.316814002525228","0.246253523933378","0.387374481117078","3"
"Satisfactory","1999","(Married) couple without C. ","no migration background","1357","0.398298645777649","0.382017288418028","0.41458000313727","3"
"Satisfactory","1999","1-pers.-HH","no migration background","489","0.341551992524808","0.317268092614859","0.365835892434757","3"
"Satisfactory","1999","(Married) couple without C. ","direct migration background","204","0.358284048780485","0.319159860658925","0.397408236902045","3"
"Satisfactory","1999","(Married) couple without C. ","indirect migration background","20","","","","3"
"Satisfactory","1999","Single parent ","no migration background","167","0.288511212930719","0.251086431561858","0.32593599429958","3"
"Satisfactory","1999","Single parent ","direct migration background","34","0.35091882920037","0.258750371570718","0.443087286830022","3"
"Satisfactory","1999","Single parent ","indirect migration background","13","","","","3"
"Satisfactory","1999","Couple + C. LE 16 ","no migration background","695","0.295089185023788","0.276657155148931","0.313521214898645","3"
"Satisfactory","1999","Couple + C. LE 16 ","direct migration background","130","0.236938018214272","0.202422762323771","0.271453274104773","3"
"Satisfactory","1999","Couple + C. LE 16 ","indirect migration background","26","","","","3"
"Satisfactory","1999","Couple + C. GT 16 ","no migration background","628","0.323976907852452","0.302777049341655","0.34517676636325","3"
"Satisfactory","1999","Couple + C. GT 16 ","direct migration background","135","0.303564148049135","0.260503869472577","0.346624426625692","3"
"Satisfactory","1999","Couple + C. GT 16 ","indirect migration background","29","","","","3"
"Satisfactory","1999","Couple + C. LE and GT 16","direct migration background","60","0.289234427259647","0.228768683402989","0.349700171116306","3"
"Satisfactory","1999","Couple + C. LE and GT 16","indirect migration background","12","","","","3"
"Satisfactory","1999","Couple + C. LE and GT 16","no migration background","253","0.288548762539311","0.258017477267681","0.319080047810942","3"
"Very good","1999","1-pers.-HH","no migration background","112","0.0667070783710848","0.0539302157671296","0.0794839409750401","1"
"Very good","1999","1-pers.-HH","direct migration background","18","","","","1"
"Very good","1999","1-pers.-HH","indirect migration background","15","","","","1"
"Very good","1999","(Married) couple without C. ","no migration background","206","0.0550086285982124","0.0474259084183073","0.0625913487781174","1"
"Very good","1999","(Married) couple without C. ","direct migration background","42","0.0729365560305305","0.0517193819865319","0.0941537300745292","1"
"Very good","1999","(Married) couple without C. ","indirect migration background","13","","","","1"
"Very good","1999","Single parent ","no migration background","66","0.125921831216467","0.0985174786872074","0.153326183745727","1"
"Very good","1999","Single parent ","direct migration background","12","","","","1"
"Very good","1999","Single parent ","indirect migration background","7","","","","1"
"Very good","1999","Couple + C. LE 16 ","no migration background","242","0.107183667532786","0.0946818026126733","0.119685532452899","1"
"Very good","1999","Couple + C. LE 16 ","direct migration background","67","0.0998398218327466","0.0755051434653648","0.124174500200128","1"
"Very good","1999","Couple + C. LE 16 ","indirect migration background","19","","","","1"
"Very good","1999","Couple + C. GT 16 ","no migration background","170","0.0988295388233546","0.0853106179180666","0.112348459728643","1"
"Very good","1999","Couple + C. GT 16 ","direct migration background","42","0.13270744406903","0.100935668392566","0.164479219745493","1"
"Very good","1999","Couple + C. GT 16 ","indirect migration background","61","0.289249148804594","0.225280942137362","0.353217355471827","1"
"Very good","1999","Couple + C. LE and GT 16","no migration background","108","0.156714789468834","0.132218227123051","0.181211351814618","1"
"Very good","1999","Couple + C. LE and GT 16","direct migration background","18","","","","1"
"Very good","1999","Couple + C. LE and GT 16","indirect migration background","44","0.496288610439515","0.397799427762449","0.594777793116581","1"
"Good","2000","1-pers.-HH","direct migration background","99","0.331526051771629","0.277714502002075","0.385337601541184","2"
"Good","2000","1-pers.-HH","no migration background","1035","0.324318307671855","0.307522322207685","0.341114293136025","2"
"Good","2000","1-pers.-HH","indirect migration background","40","0.401514130608159","0.300238675418594","0.502789585797725","2"
"Good","2000","(Married) couple without C. ","no migration background","2113","0.298317379939512","0.287315279568699","0.309319480310325","2"
"Good","2000","(Married) couple without C. ","direct migration background","242","0.280481200497777","0.249714629792002","0.311247771203552","2"
"Good","2000","(Married) couple without C. ","indirect migration background","65","0.464236511289538","0.37425292638617","0.554220096192906","2"
"Good","2000","Single parent ","no migration background","390","0.390431518718456","0.359888023074381","0.420975014362531","2"
"Good","2000","Single parent ","direct migration background","50","0.335917003498282","0.261562133956749","0.410271873039816","2"
"Good","2000","Single parent ","indirect migration background","32","0.43287756707234","0.316807556430735","0.548947577713945","2"
"Good","2000","Couple + C. LE 16 ","no migration background","2217","0.524202026505912","0.509033151511512","0.539370901500312","2"
"Good","2000","Couple + C. LE 16 ","direct migration background","486","0.500787312100392","0.468840851775072","0.532733772425713","2"
"Good","2000","Couple + C. LE 16 ","indirect migration background","74","0.485241289923485","0.404448956800451","0.56603362304652","2"
"Good","2000","Couple + C. GT 16 ","indirect migration background","105","0.447382028981763","0.38486523134269","0.509898826620836","2"
"Good","2000","Couple + C. LE and GT 16","no migration background","689","0.472389750907985","0.446559478553803","0.498220023262167","2"
"Good","2000","Couple + C. GT 16 ","no migration background","1402","0.438113525735142","0.420800776890606","0.455426274579679","2"
"Good","2000","Couple + C. GT 16 ","direct migration background","202","0.373657266544696","0.333517602855852","0.413796930233541","2"
"Good","2000","Couple + C. LE and GT 16","direct migration background","167","0.454960589666197","0.404826939274388","0.505094240058006","2"
"Good","2000","Couple + C. LE and GT 16","indirect migration background","60","0.490784253436679","0.404516307314292","0.577052199559066","2"
"Less good","2000","1-pers.-HH","direct migration background","51","0.187909227669797","0.143256214789808","0.232562240549786","4"
"Less good","2000","1-pers.-HH","no migration background","488","0.170615546096437","0.157118587140341","0.184112505052534","4"
"Less good","2000","1-pers.-HH","indirect migration background","6","","","","4"
"Less good","2000","(Married) couple without C. ","no migration background","1104","0.169085454726656","0.160071875707433","0.178099033745878","4"
"Less good","2000","(Married) couple without C. ","direct migration background","166","0.20022372295848","0.17281756444455","0.227629881472411","4"
"Less good","2000","(Married) couple without C. ","indirect migration background","8","","","","4"
"Less good","2000","Single parent ","no migration background","108","0.112292763117527","0.0925255330232602","0.132059993211794","4"
"Less good","2000","Single parent ","direct migration background","23","","","","4"
"Less good","2000","Single parent ","indirect migration background","2","","","","4"
"Less good","2000","Couple + C. LE 16 ","no migration background","280","0.0686062602924558","0.0609283813336053","0.0762841392513063","4"
"Less good","2000","Couple + C. LE 16 ","direct migration background","74","0.0726406183803441","0.0560574664154846","0.0892237703452037","4"
"Less good","2000","Couple + C. LE 16 ","indirect migration background","8","","","","4"
"Less good","2000","Couple + C. LE and GT 16","direct migration background","37","0.0897882791002767","0.061007037720489","0.118569520480064","4"
"Less good","2000","Couple + C. GT 16 ","no migration background","305","0.0973281801816704","0.08698551053736","0.107670849825981","4"
"Less good","2000","Couple + C. GT 16 ","direct migration background","93","0.141471176082023","0.112554896589153","0.170387455574893","4"
"Less good","2000","Couple + C. GT 16 ","indirect migration background","11","","","","4"
"Less good","2000","Couple + C. LE and GT 16","no migration background","110","0.0750836381080717","0.0614489243330178","0.0887183518831256","4"
"Less good","2000","Couple + C. LE and GT 16","indirect migration background","5","","","","4"
"Poor","2000","1-pers.-HH","direct migration background","21","","","","5"
"Poor","2000","1-pers.-HH","no migration background","168","0.0612952413852406","0.0526887414230152","0.069901741347466","5"
"Poor","2000","1-pers.-HH","indirect migration background","2","","","","5"
"Poor","2000","(Married) couple without C. ","no migration background","344","0.0562202051662585","0.0506809991795406","0.0617594111529763","5"
"Poor","2000","(Married) couple without C. ","direct migration background","50","0.0599325814657714","0.0436764526218672","0.0761887103096755","5"
"Poor","2000","(Married) couple without C. ","indirect migration background","1","","","","5"
"Poor","2000","Single parent ","no migration background","32","0.0364311572205971","0.0247007548112021","0.048161559629992","5"
"Poor","2000","Single parent ","direct migration background","7","","","","5"
"Poor","2000","Single parent ","indirect migration background","2","","","","5"
"Poor","2000","Couple + C. LE 16 ","no migration background","32","0.00920521838455871","0.00630452627254364","0.0121059104965738","5"
"Poor","2000","Couple + C. GT 16 ","direct migration background","19","","","","5"
"Poor","2000","Couple + C. LE 16 ","direct migration background","11","","","","5"
"Poor","2000","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Poor","2000","Couple + C. GT 16 ","no migration background","80","0.0254733954235659","0.0199755987046615","0.0309711921424702","5"
"Poor","2000","Couple + C. GT 16 ","indirect migration background","4","","","","5"
"Poor","2000","Couple + C. LE and GT 16","no migration background","19","","","","5"
"Poor","2000","Couple + C. LE and GT 16","direct migration background","8","","","","5"
"Poor","2000","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Satisfactory","2000","1-pers.-HH","no migration background","1011","0.351174513938191","0.334047796723656","0.368301231152725","3"
"Satisfactory","2000","1-pers.-HH","direct migration background","90","0.303535705231736","0.250978925573774","0.356092484889698","3"
"Satisfactory","2000","1-pers.-HH","indirect migration background","20","","","","3"
"Satisfactory","2000","(Married) couple without C. ","no migration background","2632","0.408872463433263","0.397050203835163","0.420694723031364","3"
"Satisfactory","2000","(Married) couple without C. ","direct migration background","300","0.375051608950524","0.341894723130702","0.408208494770346","3"
"Satisfactory","2000","(Married) couple without C. ","indirect migration background","26","","","","3"
"Satisfactory","2000","Single parent ","no migration background","289","0.285617631983672","0.257336751676023","0.313898512291321","3"
"Satisfactory","2000","Single parent ","direct migration background","53","0.346427718441569","0.271518481819573","0.421336955063565","3"
"Satisfactory","2000","Single parent ","indirect migration background","20","","","","3"
"Satisfactory","2000","Couple + C. LE 16 ","no migration background","1122","0.270928885449513","0.257429769371845","0.284428001527181","3"
"Satisfactory","2000","Couple + C. LE 16 ","direct migration background","234","0.264486215520814","0.236305617261963","0.292666813779666","3"
"Satisfactory","2000","Couple + C. LE 16 ","indirect migration background","37","0.27237368790675","0.20040788137834","0.344339494435159","3"
"Satisfactory","2000","Couple + C. GT 16 ","no migration background","988","0.311639377500177","0.295477843409468","0.327800911590886","3"
"Satisfactory","2000","Couple + C. GT 16 ","direct migration background","196","0.34391932616777","0.304506470345075","0.383332181990465","3"
"Satisfactory","2000","Couple + C. GT 16 ","indirect migration background","33","0.155909906280243","0.110298211324677","0.20152160123581","3"
"Satisfactory","2000","Couple + C. LE and GT 16","direct migration background","107","0.268684612019974","0.224057144855728","0.313312079184219","3"
"Satisfactory","2000","Couple + C. LE and GT 16","indirect migration background","21","","","","3"
"Satisfactory","2000","Couple + C. LE and GT 16","no migration background","374","0.253128489637824","0.230631956217512","0.275625023058135","3"
"Very good","2000","1-pers.-HH","no migration background","282","0.0925963909082769","0.0821960886148818","0.102996693201672","1"
"Very good","2000","1-pers.-HH","direct migration background","33","0.091687886582062","0.0587004962050026","0.124675276959121","1"
"Very good","2000","1-pers.-HH","indirect migration background","22","","","","1"
"Very good","2000","(Married) couple without C. ","no migration background","450","0.0675044967343112","0.0614711860500019","0.0735378074186204","1"
"Very good","2000","(Married) couple without C. ","direct migration background","61","0.084310886127447","0.0652816220683325","0.103340150186561","1"
"Very good","2000","(Married) couple without C. ","indirect migration background","18","","","","1"
"Very good","2000","Single parent ","no migration background","161","0.175226928959748","0.151425517380956","0.199028340538541","1"
"Very good","2000","Single parent ","direct migration background","22","","","","1"
"Very good","2000","Single parent ","indirect migration background","14","","","","1"
"Very good","2000","Couple + C. LE 16 ","no migration background","513","0.127057609367561","0.116942144122864","0.137173074612258","1"
"Very good","2000","Couple + C. LE 16 ","direct migration background","136","0.152177011159327","0.129227132244406","0.175126890074249","1"
"Very good","2000","Couple + C. LE 16 ","indirect migration background","28","","","","1"
"Very good","2000","Couple + C. GT 16 ","no migration background","380","0.127445521159445","0.115809433774164","0.139081608544725","1"
"Very good","2000","Couple + C. GT 16 ","direct migration background","48","0.112691805800426","0.0864547918178611","0.138928819782991","1"
"Very good","2000","Couple + C. GT 16 ","indirect migration background","90","0.329732862558322","0.270624349527979","0.388841375588664","1"
"Very good","2000","Couple + C. LE and GT 16","direct migration background","60","0.168990854565148","0.13126292359833","0.206718785531967","1"
"Very good","2000","Couple + C. LE and GT 16","no migration background","243","0.185215503264707","0.165116145207382","0.205314861322031","1"
"Very good","2000","Couple + C. LE and GT 16","indirect migration background","43","0.288950947836479","0.210731440092687","0.367170455580271","1"
"Good","2001","1-pers.-HH","no migration background","930","0.327784449667224","0.30999614134272","0.345572757991727","2"
"Good","2001","1-pers.-HH","direct migration background","67","0.236185547432236","0.182561429066065","0.289809665798407","2"
"Good","2001","1-pers.-HH","indirect migration background","45","0.39274593572624","0.296057147358977","0.489434724093502","2"
"Good","2001","(Married) couple without C. ","no migration background","1901","0.29512266542154","0.283620286325276","0.306625044517805","2"
"Good","2001","(Married) couple without C. ","direct migration background","201","0.262011977795525","0.230769822133669","0.293254133457381","2"
"Good","2001","(Married) couple without C. ","indirect migration background","60","0.466000158731207","0.37235217348956","0.559648143972854","2"
"Good","2001","Single parent ","no migration background","378","0.412931850024569","0.381116432427395","0.444747267621742","2"
"Good","2001","Single parent ","direct migration background","55","0.4110821741941","0.332078620074816","0.490085728313384","2"
"Good","2001","Single parent ","indirect migration background","25","","","","2"
"Good","2001","Couple + C. LE 16 ","no migration background","1994","0.510530433642313","0.494573439668545","0.526487427616081","2"
"Good","2001","Couple + C. LE 16 ","direct migration background","417","0.503726428335675","0.469773007773342","0.537679848898009","2"
"Good","2001","Couple + C. LE 16 ","indirect migration background","84","0.525231536455521","0.448571218232243","0.601891854678799","2"
"Good","2001","Couple + C. GT 16 ","no migration background","1262","0.421970872105864","0.404152025677047","0.439789718534682","2"
"Good","2001","Couple + C. GT 16 ","direct migration background","207","0.475127329355778","0.430406245518628","0.519848413192929","2"
"Good","2001","Couple + C. GT 16 ","indirect migration background","96","0.460741965692206","0.393801999779944","0.527681931604467","2"
"Good","2001","Couple + C. LE and GT 16","no migration background","621","0.466691904637269","0.439930328983395","0.493453480291142","2"
"Good","2001","Couple + C. LE and GT 16","direct migration background","140","0.502607469967701","0.446768572889723","0.558446367045678","2"
"Good","2001","Couple + C. LE and GT 16","indirect migration background","47","0.440778807038053","0.346707242808335","0.53485037126777","2"
"Less good","2001","1-pers.-HH","direct migration background","48","0.214740522899628","0.162895966109041","0.266585079690215","4"
"Less good","2001","1-pers.-HH","no migration background","435","0.165872481267941","0.15177668568096","0.179968276854922","4"
"Less good","2001","1-pers.-HH","indirect migration background","5","","","","4"
"Less good","2001","(Married) couple without C. ","no migration background","1025","0.177147448552474","0.167518960794574","0.186775936310374","4"
"Less good","2001","(Married) couple without C. ","direct migration background","175","0.251781262159874","0.220943578015186","0.282618946304562","4"
"Less good","2001","(Married) couple without C. ","indirect migration background","7","","","","4"
"Less good","2001","Single parent ","no migration background","108","0.121796911577754","0.100663491033102","0.142930332122405","4"
"Less good","2001","Single parent ","direct migration background","20","","","","4"
"Less good","2001","Single parent ","indirect migration background","2","","","","4"
"Less good","2001","Couple + C. LE 16 ","no migration background","265","0.0769886200021118","0.0684793126343039","0.0854979273699198","4"
"Less good","2001","Couple + C. LE 16 ","direct migration background","62","0.0695943561731646","0.0523141559957017","0.0868745563506276","4"
"Less good","2001","Couple + C. LE 16 ","indirect migration background","7","","","","4"
"Less good","2001","Couple + C. GT 16 ","no migration background","297","0.102071441432412","0.0911485780329397","0.112994304831884","4"
"Less good","2001","Couple + C. GT 16 ","direct migration background","62","0.111400542976528","0.0832246940584972","0.139576391894559","4"
"Less good","2001","Couple + C. GT 16 ","indirect migration background","15","","","","4"
"Less good","2001","Couple + C. LE and GT 16","no migration background","100","0.0684753987786783","0.0549275011077016","0.082023296449655","4"
"Less good","2001","Couple + C. LE and GT 16","direct migration background","32","0.0969128812491388","0.063873773570281","0.129951988927997","4"
"Less good","2001","Couple + C. LE and GT 16","indirect migration background","1","","","","4"
"Poor","2001","1-pers.-HH","direct migration background","23","","","","5"
"Poor","2001","1-pers.-HH","no migration background","166","0.0681037353011421","0.0585569875070012","0.077650483095283","5"
"Poor","2001","1-pers.-HH","indirect migration background","2","","","","5"
"Poor","2001","(Married) couple without C. ","no migration background","281","0.0489963090473492","0.043552505984446","0.0544401121102524","5"
"Poor","2001","(Married) couple without C. ","direct migration background","47","0.0657309912707906","0.0481243374640603","0.0833376450775209","5"
"Poor","2001","(Married) couple without C. ","indirect migration background","","","","","5"
"Poor","2001","Single parent ","no migration background","28","","","","5"
"Poor","2001","Single parent ","direct migration background","8","","","","5"
"Poor","2001","Single parent ","indirect migration background","","","","","5"
"Poor","2001","Couple + C. LE 16 ","no migration background","39","0.0117539878904872","0.00831363833902035","0.015194337441954","5"
"Poor","2001","Couple + C. LE 16 ","direct migration background","10","","","","5"
"Poor","2001","Couple + C. LE 16 ","indirect migration background","2","","","","5"
"Poor","2001","Couple + C. GT 16 ","no migration background","79","0.0287043103303991","0.0226799245421012","0.0347286961186969","5"
"Poor","2001","Couple + C. GT 16 ","direct migration background","14","","","","5"
"Poor","2001","Couple + C. GT 16 ","indirect migration background","2","","","","5"
"Poor","2001","Couple + C. LE and GT 16","no migration background","24","","","","5"
"Poor","2001","Couple + C. LE and GT 16","direct migration background","7","","","","5"
"Poor","2001","Couple + C. LE and GT 16","indirect migration background","1","","","","5"
"Satisfactory","2001","1-pers.-HH","no migration background","902","0.346815343624487","0.328778799168197","0.364851888080778","3"
"Satisfactory","2001","1-pers.-HH","direct migration background","78","0.34344030744731","0.283488495928568","0.403392118966053","3"
"Satisfactory","2001","1-pers.-HH","indirect migration background","26","","","","3"
"Satisfactory","2001","(Married) couple without C. ","no migration background","2418","0.410317353917717","0.397912297667826","0.422722410167608","3"
"Satisfactory","2001","(Married) couple without C. ","direct migration background","280","0.342883108219975","0.309158250699662","0.376607965740288","3"
"Satisfactory","2001","(Married) couple without C. ","indirect migration background","26","","","","3"
"Satisfactory","2001","Single parent ","no migration background","269","0.281039507522278","0.251993236968922","0.310085778075634","3"
"Satisfactory","2001","Single parent ","direct migration background","39","0.197566812783187","0.133635091904593","0.261498533661782","3"
"Satisfactory","2001","Single parent ","indirect migration background","20","","","","3"
