"ple0008","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Satisfactory","1992","higher vocational","Male","160","0.318366131528048","0.277286775456256","0.35944548759984"
"Satisfactory","1992","higher vocational","Female","84","0.342168582069718","0.286196569784958","0.398140594354478"
"Satisfactory","1992","higher education","Male","246","0.277733502862362","0.248649661073649","0.306817344651075"
"Satisfactory","1992","higher education","Female","150","0.226938088714347","0.196841140725559","0.257035036703134"
"Less good","1992","in school","Male","","","",""
"Less good","1992","in school","Female","3","","",""
"Less good","1992","inadequately","Male","45","0.130270013729014","0.0887112832913288","0.1718287441667"
"Less good","1992","inadequately","Female","82","0.199390943943131","0.15916637026789","0.239615517618372"
"Less good","1992","general elemantary","Male","97","0.119489211396177","0.0991396585595546","0.139838764232799"
"Less good","1992","general elemantary","Female","307","0.193047256958032","0.174949086014131","0.211145427901933"
"Less good","1992","middle vocational","Male","319","0.105481133533808","0.0952222838571167","0.1157399832105"
"Less good","1992","middle vocational","Female","364","0.134215065755317","0.122575788112959","0.145854343397675"
"Less good","1992","vocational + Abi","Male","16","","",""
"Less good","1992","vocational + Abi","Female","12","","",""
"Less good","1992","higher vocational","Male","48","0.126055138899375","0.0967862045377058","0.155324073261044"
"Less good","1992","higher vocational","Female","24","","",""
"Less good","1992","higher education","Male","55","0.0638983388060364","0.0480167043998447","0.0797799732122282"
"Less good","1992","higher education","Female","51","0.0887032977294088","0.0682736251884585","0.109132970270359"
"Poor","1992","in school","Male","1","","",""
"Poor","1992","in school","Female","1","","",""
"Poor","1992","inadequately","Male","11","","",""
"Poor","1992","inadequately","Female","30","0.0976148036491344","0.0677346855545858","0.127494921743683"
"Poor","1992","general elemantary","Male","38","0.0480048865009753","0.0345932039472823","0.0614165690546683"
"Poor","1992","general elemantary","Female","105","0.0739740658115629","0.0619727148329234","0.0859754167902025"
"Poor","1992","middle vocational","Male","113","0.0407316443289511","0.0341299934996861","0.0473332951582162"
"Poor","1992","middle vocational","Female","117","0.0495451461652464","0.0421356839957499","0.0569546083347429"
"Poor","1992","vocational + Abi","Male","9","","",""
"Poor","1992","vocational + Abi","Female","4","","",""
"Poor","1992","higher vocational","Male","17","","",""
"Poor","1992","higher vocational","Female","11","","",""
"Poor","1992","higher education","Male","20","","",""
"Poor","1992","higher education","Female","18","","",""
"Very good","1993","in school","Male","","","",""
"Very good","1993","in school","Female","","","",""
"Very good","1993","inadequately","Male","","","",""
"Very good","1993","inadequately","Female","","","",""
"Very good","1993","general elemantary","Male","","","",""
"Very good","1993","general elemantary","Female","","","",""
"Very good","1993","middle vocational","Male","","","",""
"Very good","1993","middle vocational","Female","","","",""
"Very good","1993","vocational + Abi","Male","","","",""
"Very good","1993","vocational + Abi","Female","","","",""
"Very good","1993","higher vocational","Male","","","",""
"Very good","1993","higher vocational","Female","","","",""
"Very good","1993","higher education","Male","","","",""
"Very good","1993","higher education","Female","","","",""
"Good","1993","in school","Male","","","",""
"Good","1993","in school","Female","","","",""
"Good","1993","inadequately","Male","","","",""
"Good","1993","inadequately","Female","","","",""
"Good","1993","general elemantary","Male","","","",""
"Good","1993","general elemantary","Female","","","",""
"Good","1993","middle vocational","Male","","","",""
"Good","1993","middle vocational","Female","","","",""
"Good","1993","vocational + Abi","Male","","","",""
"Good","1993","vocational + Abi","Female","","","",""
"Good","1993","higher vocational","Male","","","",""
"Good","1993","higher vocational","Female","","","",""
"Good","1993","higher education","Male","","","",""
"Good","1993","higher education","Female","","","",""
"Satisfactory","1993","in school","Male","","","",""
"Satisfactory","1993","in school","Female","","","",""
"Satisfactory","1993","inadequately","Male","","","",""
"Satisfactory","1993","inadequately","Female","","","",""
"Satisfactory","1993","general elemantary","Male","","","",""
"Satisfactory","1993","general elemantary","Female","","","",""
"Satisfactory","1993","middle vocational","Male","","","",""
"Satisfactory","1993","middle vocational","Female","","","",""
"Satisfactory","1993","vocational + Abi","Male","","","",""
"Satisfactory","1993","vocational + Abi","Female","","","",""
"Satisfactory","1993","higher vocational","Male","","","",""
"Satisfactory","1993","higher vocational","Female","","","",""
"Satisfactory","1993","higher education","Male","","","",""
"Satisfactory","1993","higher education","Female","","","",""
"Less good","1993","in school","Male","","","",""
"Less good","1993","in school","Female","","","",""
"Less good","1993","inadequately","Male","","","",""
"Less good","1993","inadequately","Female","","","",""
"Less good","1993","general elemantary","Male","","","",""
"Less good","1993","general elemantary","Female","","","",""
"Less good","1993","middle vocational","Male","","","",""
"Less good","1993","middle vocational","Female","","","",""
"Less good","1993","vocational + Abi","Male","","","",""
"Less good","1993","vocational + Abi","Female","","","",""
"Less good","1993","higher vocational","Male","","","",""
"Less good","1993","higher vocational","Female","","","",""
"Less good","1993","higher education","Male","","","",""
"Less good","1993","higher education","Female","","","",""
"Poor","1993","in school","Male","","","",""
"Poor","1993","in school","Female","","","",""
"Poor","1993","inadequately","Male","","","",""
"Poor","1993","inadequately","Female","","","",""
"Poor","1993","general elemantary","Male","","","",""
"Poor","1993","general elemantary","Female","","","",""
"Poor","1993","middle vocational","Male","","","",""
"Poor","1993","middle vocational","Female","","","",""
"Poor","1993","vocational + Abi","Male","","","",""
"Poor","1993","vocational + Abi","Female","","","",""
"Poor","1993","higher vocational","Male","","","",""
"Poor","1993","higher vocational","Female","","","",""
"Poor","1993","higher education","Male","","","",""
"Poor","1993","higher education","Female","","","",""
"Very good","1994","in school","Male","37","0.323344776612628","0.234716389421179","0.411973163804077"
"Very good","1994","in school","Female","45","0.34593071687937","0.264784632950639","0.427076800808101"
"Very good","1994","inadequately","Male","21","","",""
"Very good","1994","inadequately","Female","28","","",""
"Very good","1994","general elemantary","Male","138","0.15570557197229","0.131458988728079","0.179952155216502"
"Very good","1994","general elemantary","Female","116","0.0534128439154322","0.0425732049109699","0.0642524829198945"
"Very good","1994","middle vocational","Male","374","0.0893467600148797","0.079652762785319","0.0990407572444404"
"Very good","1994","middle vocational","Female","286","0.0699982749457329","0.0612385300941005","0.0787580197973652"
"Very good","1994","vocational + Abi","Male","29","","",""
"Very good","1994","vocational + Abi","Female","22","","",""
"Very good","1994","higher vocational","Male","34","0.0530440038326094","0.0329312309466969","0.073156776718522"
"Very good","1994","higher vocational","Female","24","","",""
"Very good","1994","higher education","Male","73","0.0879972413084664","0.0696013215219085","0.106393161095024"
"Very good","1994","higher education","Female","77","0.0912469294754941","0.0705135038970066","0.111980355053982"
"Good","1994","in school","Male","52","0.51054644767965","0.415829090020473","0.605263805338828"
"Good","1994","in school","Female","61","0.464388485521055","0.379308619117945","0.549468351924165"
"Good","1994","inadequately","Male","84","0.368267387022847","0.305383098663362","0.431151675382331"
"Good","1994","inadequately","Female","106","0.334805834506496","0.283965919175682","0.38564574983731"
"Good","1994","general elemantary","Male","364","0.365933937331757","0.333721758028896","0.398146116634619"
"Good","1994","general elemantary","Female","508","0.253004455662322","0.232047183437086","0.273961727887558"
"Good","1994","middle vocational","Male","1409","0.400821293215256","0.384166450077338","0.417476136353174"
"Good","1994","middle vocational","Female","1283","0.356674861808994","0.340228970238037","0.373120753379951"
"Good","1994","vocational + Abi","Male","110","0.484559880315263","0.417912351403191","0.551207409227334"
"Good","1994","vocational + Abi","Female","90","0.536843479722296","0.463383772959196","0.610303186485396"
"Good","1994","higher vocational","Male","185","0.37740737424815","0.333906690975009","0.420908057521291"
"Good","1994","higher vocational","Female","121","0.37662832231587","0.319772360528999","0.433484284102742"
"Good","1994","higher education","Male","432","0.475169191192452","0.442741001837052","0.507597380547851"
"Good","1994","higher education","Female","337","0.441255224890577","0.405504022307554","0.4770064274736"
"Satisfactory","1994","in school","Male","15","","",""
"Satisfactory","1994","in school","Female","19","","",""
"Satisfactory","1994","inadequately","Male","65","0.26298579875552","0.205587641715397","0.320383955795643"
"Satisfactory","1994","inadequately","Female","97","0.320811134613549","0.270524324272251","0.371097944954846"
"Satisfactory","1994","general elemantary","Male","199","0.253484429010455","0.224394236998022","0.282574621022888"
"Satisfactory","1994","general elemantary","Female","609","0.3957479282866","0.372174102848609","0.419321753724592"
"Satisfactory","1994","middle vocational","Male","1083","0.351170079004913","0.334947826544158","0.367392331465669"
"Satisfactory","1994","middle vocational","Female","1083","0.343714631855262","0.32740848753293","0.360020776177593"
"Satisfactory","1994","vocational + Abi","Male","45","0.224300067814526","0.168673432110688","0.279926703518363"
"Satisfactory","1994","vocational + Abi","Female","46","0.258637237985477","0.194127932133203","0.323146543837752"
"Satisfactory","1994","higher vocational","Male","169","0.349243667175639","0.306461540139249","0.39202579421203"
"Satisfactory","1994","higher vocational","Female","85","0.312421921055869","0.258037094256393","0.366806747855344"
"Satisfactory","1994","higher education","Male","302","0.313611540560608","0.283483568014648","0.343739513106569"
"Satisfactory","1994","higher education","Female","211","0.304112486080172","0.270989793419787","0.337235178740558"
"Less good","1994","in school","Male","3","","",""
"Less good","1994","in school","Female","7","","",""
"Less good","1994","inadequately","Male","36","0.129360615763593","0.0856069884698988","0.173114243057287"
"Less good","1994","inadequately","Female","76","0.165187413588039","0.125182156571199","0.205192670604878"
"Less good","1994","general elemantary","Male","127","0.178404497502142","0.152801935002235","0.204007060002048"
"Less good","1994","general elemantary","Female","309","0.211302675161196","0.191622935642225","0.230982414680167"
"Less good","1994","middle vocational","Male","350","0.117625786960565","0.106677034337868","0.128574539583261"
"Less good","1994","middle vocational","Female","503","0.185984852570344","0.172626252707191","0.199343452433498"
"Less good","1994","vocational + Abi","Male","24","","",""
"Less good","1994","vocational + Abi","Female","18","","",""
"Less good","1994","higher vocational","Male","75","0.197636888321522","0.161900687315313","0.233373089327731"
"Less good","1994","higher vocational","Female","38","0.138852496121315","0.09827720835346","0.17942778388917"
"Less good","1994","higher education","Male","83","0.101439460419753","0.0818344968766894","0.121044423962816"
"Less good","1994","higher education","Female","100","0.127667001406468","0.103638899419038","0.151695103393897"
"Poor","1994","in school","Male","","","",""
"Poor","1994","in school","Female","","","",""
"Poor","1994","inadequately","Male","20","","",""
"Poor","1994","inadequately","Female","24","","",""
"Poor","1994","general elemantary","Male","31","0.046471564183356","0.0323945036256468","0.0605486247410652"
"Poor","1994","general elemantary","Female","111","0.0865320969744499","0.0729787385258741","0.100085455423026"
"Poor","1994","middle vocational","Male","110","0.0410360808043863","0.0342943556955802","0.0477778059131925"
"Poor","1994","middle vocational","Female","104","0.0436273788196671","0.0366144563346156","0.0506403013047185"
"Poor","1994","vocational + Abi","Male","8","","",""
"Poor","1994","vocational + Abi","Female","1","","",""
"Poor","1994","higher vocational","Male","14","","",""
"Poor","1994","higher vocational","Female","11","","",""
"Poor","1994","higher education","Male","21","","",""
"Poor","1994","higher education","Female","16","","",""
"Very good","1995","in school","Male","53","0.35200545896943","0.272893079664923","0.431117838273937"
"Very good","1995","in school","Female","32","0.234630431933501","0.165174740762598","0.304086123104404"
"Very good","1995","inadequately","Male","16","","",""
"Very good","1995","inadequately","Female","16","","",""
"Very good","1995","general elemantary","Male","147","0.138461144476684","0.115484340378621","0.161437948574747"
"Very good","1995","general elemantary","Female","111","0.0500800195300949","0.0395303884964221","0.0606296505637676"
"Very good","1995","middle vocational","Male","322","0.0737963039684343","0.0650059378430383","0.0825866700938304"
"Very good","1995","middle vocational","Female","278","0.0672706801010101","0.058776908534333","0.0757644516676873"
"Very good","1995","vocational + Abi","Male","33","0.154868546054777","0.110201054503826","0.199536037605727"
"Very good","1995","vocational + Abi","Female","23","","",""
"Very good","1995","higher vocational","Male","37","0.0940183891873475","0.067744460634158","0.120292317740537"
"Very good","1995","higher vocational","Female","26","","",""
"Very good","1995","higher education","Male","87","0.0889933159238856","0.0709440883362549","0.107042543511516"
"Very good","1995","higher education","Female","86","0.0900907517441148","0.070275479118854","0.109906024369376"
"Good","1995","in school","Male","67","0.519626116229012","0.436866350511965","0.602385881946059"
"Good","1995","in school","Female","76","0.519594937981047","0.437707682531666","0.601482193430429"
"Good","1995","inadequately","Male","77","0.390984138383289","0.325142483982706","0.456825792783873"
"Good","1995","inadequately","Female","98","0.307524424200958","0.257276558116606","0.35777229028531"
"Good","1995","general elemantary","Male","348","0.345712837586124","0.314073296080391","0.377352379091858"
"Good","1995","general elemantary","Female","523","0.267076355835071","0.245676610669518","0.288476101000625"
"Good","1995","middle vocational","Male","1465","0.401948462094322","0.385463388314887","0.418433535873757"
"Good","1995","middle vocational","Female","1351","0.369190290210713","0.352826489819858","0.385554090601567"
"Good","1995","vocational + Abi","Male","129","0.531399981657641","0.469788771559474","0.593011191755809"
"Good","1995","vocational + Abi","Female","113","0.501634790115823","0.436591448458529","0.566678131773117"
"Good","1995","higher vocational","Male","189","0.380466592974596","0.336759738727331","0.424173447221862"
"Good","1995","higher vocational","Female","128","0.41237684734449","0.355622941398661","0.469130753290319"
"Good","1995","higher education","Male","441","0.45515387758911","0.423586740189613","0.486721014988606"
"Good","1995","higher education","Female","354","0.424806926116724","0.390596102857755","0.459017749375693"
"Satisfactory","1995","in school","Male","16","","",""
"Satisfactory","1995","in school","Female","28","","",""
"Satisfactory","1995","inadequately","Male","66","0.255739688767035","0.196873169151491","0.31460620838258"
"Satisfactory","1995","inadequately","Female","113","0.334345551191372","0.282976945257774","0.385714157124969"
"Satisfactory","1995","general elemantary","Male","211","0.277985488071233","0.248181645956086","0.30778933018638"
"Satisfactory","1995","general elemantary","Female","556","0.361553453168673","0.338314848776299","0.384792057561046"
"Satisfactory","1995","middle vocational","Male","1101","0.351548240904868","0.335494815857499","0.367601665952238"
"Satisfactory","1995","middle vocational","Female","1112","0.346395588986985","0.330261163081304","0.362530014892666"
"Satisfactory","1995","vocational + Abi","Male","64","0.228637887016644","0.176787611138287","0.280488162895"
"Satisfactory","1995","vocational + Abi","Female","64","0.281283591132097","0.222792982355035","0.339774199909159"
"Satisfactory","1995","higher vocational","Male","176","0.35862353598633","0.315448289676774","0.401798782295887"
"Satisfactory","1995","higher vocational","Female","94","0.358699366196136","0.303403163445865","0.413995568946407"
"Satisfactory","1995","higher education","Male","336","0.354286012701209","0.323966916904316","0.384605108498103"
"Satisfactory","1995","higher education","Female","250","0.339312619521218","0.306543941683343","0.372081297359092"
"Less good","1995","in school","Male","4","","",""
"Less good","1995","in school","Female","6","","",""
"Less good","1995","inadequately","Male","40","0.211108191335064","0.15604414408944","0.266172238580688"
"Less good","1995","inadequately","Female","81","0.268003524828827","0.219775404722729","0.316231644934925"
"Less good","1995","general elemantary","Male","125","0.189653019292015","0.163573257630407","0.215732780953624"
"Less good","1995","general elemantary","Female","337","0.22711614840556","0.206851333629423","0.247380963181697"
"Less good","1995","middle vocational","Male","405","0.133140207511252","0.121717594900239","0.144562820122266"
"Less good","1995","middle vocational","Female","476","0.170522849672888","0.15777011401699","0.183275585328785"
"Less good","1995","vocational + Abi","Male","19","","",""
"Less good","1995","vocational + Abi","Female","22","","",""
"Less good","1995","higher vocational","Male","60","0.12839195261802","0.0982765663623468","0.158507338873693"
"Less good","1995","higher vocational","Female","31","0.119332176024055","0.0819569339407469","0.156707418107363"
"Less good","1995","higher education","Male","74","0.0855529245184928","0.0678226335611349","0.103283215475851"
"Less good","1995","higher education","Female","94","0.128231440687627","0.105091685034093","0.151371196341162"
"Poor","1995","in school","Male","","","",""
"Poor","1995","in school","Female","1","","",""
"Poor","1995","inadequately","Male","12","","",""
"Poor","1995","inadequately","Female","16","","",""
"Poor","1995","general elemantary","Male","37","0.048187510573943","0.0339402563638303","0.0624347647840557"
"Poor","1995","general elemantary","Female","115","0.0941740230606013","0.0800470387780717","0.108301007343131"
"Poor","1995","middle vocational","Male","105","0.0395667855211228","0.0330123488217667","0.0461212222204789"
"Poor","1995","middle vocational","Female","124","0.0466205910284043","0.0394718160899733","0.0537693659668354"
"Poor","1995","vocational + Abi","Male","7","","",""
"Poor","1995","vocational + Abi","Female","5","","",""
"Poor","1995","higher vocational","Male","12","","",""
"Poor","1995","higher vocational","Female","10","","",""
"Poor","1995","higher education","Male","18","","",""
"Poor","1995","higher education","Female","18","","",""
"Very good","1996","in school","Male","49","0.337563384710866","0.258666768174287","0.416460001247445"
"Very good","1996","in school","Female","47","0.308543253580442","0.236061894446264","0.38102461271462"
"Very good","1996","inadequately","Male","20","","",""
"Very good","1996","inadequately","Female","16","","",""
"Very good","1996","general elemantary","Male","111","0.115416905908079","0.0935869828646875","0.137246828951471"
"Very good","1996","general elemantary","Female","98","0.0414012939600215","0.0315813833901945","0.0512212045298485"
"Very good","1996","middle vocational","Male","313","0.0725905890837119","0.0637872810701928","0.081393897097231"
"Very good","1996","middle vocational","Female","303","0.0820996545558352","0.0727250118366465","0.0914742972750238"
"Very good","1996","vocational + Abi","Male","32","0.114973402253495","0.0747001759369387","0.155246628570052"
"Very good","1996","vocational + Abi","Female","24","","",""
"Very good","1996","higher vocational","Male","42","0.0753997303452589","0.0516050746573301","0.0991943860331876"
"Very good","1996","higher vocational","Female","36","0.0947389780977383","0.0613203712121448","0.128157584983332"
"Very good","1996","higher education","Male","74","0.0803593303767525","0.0632428903953428","0.0974757703581622"
"Very good","1996","higher education","Female","86","0.110036138177064","0.0883376958909332","0.131734580463194"
"Good","1996","in school","Male","63","0.457423840263252","0.374305225005996","0.540542455520508"
"Good","1996","in school","Female","70","0.418534238199349","0.341121333899487","0.495947142499211"
"Good","1996","inadequately","Male","55","0.272642300967067","0.211231742686577","0.334052859247557"
"Good","1996","inadequately","Female","95","0.323203472944767","0.269559154066231","0.376847791823302"
"Good","1996","general elemantary","Male","334","0.34923109661863","0.316661076758863","0.381801116478397"
"Good","1996","general elemantary","Female","480","0.264546416804918","0.242803854065341","0.286288979544494"
"Good","1996","middle vocational","Male","1383","0.385124002955941","0.368613357519998","0.401634648391883"
"Good","1996","middle vocational","Female","1263","0.342552819261913","0.326346645153071","0.358758993370756"
"Good","1996","vocational + Abi","Male","121","0.57150618372622","0.509028874641164","0.633983492811275"
"Good","1996","vocational + Abi","Female","123","0.48290667396625","0.419287212568621","0.546526135363879"
"Good","1996","higher vocational","Male","194","0.381874054496414","0.338089989138182","0.425658119854646"
"Good","1996","higher vocational","Female","124","0.373144866717833","0.317954991506696","0.428334741928971"
"Good","1996","higher education","Male","468","0.484096999352929","0.452631369843356","0.515562628862502"
"Good","1996","higher education","Female","369","0.458042095142012","0.423495108249565","0.492589082034458"
"Satisfactory","1996","in school","Male","20","","",""
"Satisfactory","1996","in school","Female","28","","",""
"Satisfactory","1996","inadequately","Male","70","0.340134098628119","0.274802191526444","0.405466005729794"
"Satisfactory","1996","inadequately","Female","103","0.337275897761866","0.283048882416914","0.391502913106818"
"Satisfactory","1996","general elemantary","Male","233","0.33419389090945","0.301966784384789","0.366420997434112"
"Satisfactory","1996","general elemantary","Female","590","0.377507047122788","0.353611779038577","0.401402315206998"
"Satisfactory","1996","middle vocational","Male","1162","0.373146003332043","0.356736607758972","0.389555398905114"
"Satisfactory","1996","middle vocational","Female","1163","0.376783867333708","0.360235628249478","0.393332106417939"
"Satisfactory","1996","vocational + Abi","Male","63","0.22240848904753","0.169904656646023","0.274912321449037"
"Satisfactory","1996","vocational + Abi","Female","62","0.26265412756762","0.206626573963509","0.318681681171731"
"Satisfactory","1996","higher vocational","Male","178","0.373528355521176","0.329934024467874","0.417122686574478"
"Satisfactory","1996","higher vocational","Female","82","0.302450958461212","0.250036399145254","0.35486551777717"
"Satisfactory","1996","higher education","Male","321","0.324446527833696","0.294969232468513","0.353923823198879"
"Satisfactory","1996","higher education","Female","233","0.284765526944873","0.253472856432663","0.316058197457082"
"Less good","1996","in school","Male","6","","",""
"Less good","1996","in school","Female","10","","",""
"Less good","1996","inadequately","Male","38","0.156127143922825","0.10607183769124","0.206182450154411"
"Less good","1996","inadequately","Female","61","0.198259452795404","0.152530575294539","0.24398833029627"
"Less good","1996","general elemantary","Male","108","0.140990992454084","0.117214777625348","0.164767207282821"
"Less good","1996","general elemantary","Female","310","0.233907086591924","0.213040828808652","0.254773344375196"
"Less good","1996","middle vocational","Male","370","0.128030202305517","0.116693756273968","0.139366648337067"
"Less good","1996","middle vocational","Female","464","0.158130576501452","0.145670618200454","0.170590534802449"
"Less good","1996","vocational + Abi","Male","19","","",""
"Less good","1996","vocational + Abi","Female","22","","",""
"Less good","1996","higher vocational","Male","46","0.139269558387438","0.108067790527084","0.170471326247793"
"Less good","1996","higher vocational","Female","41","0.173187546755578","0.13000592809202","0.216369165419136"
"Less good","1996","higher education","Male","86","0.0885888256969393","0.0706978984615198","0.106479752932359"
"Less good","1996","higher education","Female","97","0.127580575964181","0.104447699224023","0.150713452704339"
"Poor","1996","in school","Male","","","",""
"Poor","1996","in school","Female","1","","",""
"Poor","1996","inadequately","Male","19","","",""
"Poor","1996","inadequately","Female","17","","",""
"Poor","1996","general elemantary","Male","37","0.0601671141097561","0.0439208659498939","0.0764133622696182"
"Poor","1996","general elemantary","Female","103","0.082638155520349","0.0690661883638711","0.0962101226768269"
"Poor","1996","middle vocational","Male","109","0.0411092023227869","0.0343728609415757","0.0478455437039982"
"Poor","1996","middle vocational","Female","101","0.0404330823470911","0.0337065326981565","0.0471596319960257"
"Poor","1996","vocational + Abi","Male","6","","",""
"Poor","1996","vocational + Abi","Female","6","","",""
"Poor","1996","higher vocational","Male","13","","",""
"Poor","1996","higher vocational","Female","12","","",""
"Poor","1996","higher education","Male","20","","",""
"Poor","1996","higher education","Female","14","","",""
"Very good","1997","in school","Male","53","0.372201111391499","0.296345992058257","0.44805623072474"
"Very good","1997","in school","Female","54","0.33649794216476","0.263282878711535","0.409713005617984"
"Very good","1997","inadequately","Male","15","","",""
"Very good","1997","inadequately","Female","11","","",""
"Very good","1997","general elemantary","Male","114","0.111363409928571","0.0899490951744917","0.13277772468265"
"Very good","1997","general elemantary","Female","81","0.0439824850797727","0.0336500797802563","0.054314890379289"
"Very good","1997","middle vocational","Male","304","0.0793676256818653","0.0700728684498279","0.0886623829139028"
"Very good","1997","middle vocational","Female","245","0.0775307236296378","0.0683519308443342","0.0867095164149414"
"Very good","1997","vocational + Abi","Male","27","","",""
"Very good","1997","vocational + Abi","Female","23","","",""
"Very good","1997","higher vocational","Male","32","0.0694205679088576","0.0465393189754464","0.0923018168422688"
"Very good","1997","higher vocational","Female","28","","",""
"Very good","1997","higher education","Male","86","0.0912847705395089","0.073169219728642","0.109400321350376"
"Very good","1997","higher education","Female","59","0.0801524698687881","0.0613602846215073","0.098944655116069"
"Good","1997","in school","Male","81","0.524074330861015","0.445703978269108","0.602444683452922"
"Good","1997","in school","Female","69","0.40961596517943","0.33341791826933","0.48581401208953"
"Good","1997","inadequately","Male","64","0.329708325104128","0.263384997788028","0.396031652420227"
"Good","1997","inadequately","Female","95","0.351750614626513","0.295312794193928","0.408188435059099"
"Good","1997","general elemantary","Male","350","0.369235782567818","0.336384204159713","0.402087360975922"
"Good","1997","general elemantary","Female","468","0.244343996649376","0.222692320026261","0.26599567327249"
"Good","1997","middle vocational","Male","1413","0.388292912297575","0.371534814396123","0.405051010199026"
"Good","1997","middle vocational","Female","1357","0.364702606277388","0.348181821941372","0.381223390613405"
"Good","1997","vocational + Abi","Male","120","0.498701109859376","0.43477434909968","0.562627870619072"
"Good","1997","vocational + Abi","Female","115","0.521603119740368","0.455892454584351","0.587313784896385"
"Good","1997","higher vocational","Male","198","0.381407065986569","0.3376794535747","0.425134678398437"
"Good","1997","higher vocational","Female","123","0.37183254786938","0.316015962649314","0.427649133089445"
"Good","1997","higher education","Male","490","0.494092712539812","0.462645788765223","0.5255396363144"
"Good","1997","higher education","Female","381","0.446598766184421","0.412192327060476","0.481005205308365"
"Satisfactory","1997","in school","Male","17","","",""
"Satisfactory","1997","in school","Female","28","","",""
"Satisfactory","1997","inadequately","Male","61","0.311992510569166","0.246628588450195","0.377356432688137"
"Satisfactory","1997","inadequately","Female","94","0.306641631396384","0.252144181176387","0.361139081616382"
"Satisfactory","1997","general elemantary","Male","232","0.326158643994068","0.294245903328491","0.358071384659645"
"Satisfactory","1997","general elemantary","Female","566","0.390160361813499","0.365581711872877","0.41473901175412"
"Satisfactory","1997","middle vocational","Male","1057","0.359101987906065","0.342606065608302","0.375597910203828"
"Satisfactory","1997","middle vocational","Female","1117","0.364254575219136","0.347738120880845","0.380771029557427"
"Satisfactory","1997","vocational + Abi","Male","70","0.3060178242868","0.247097967913827","0.364937680659773"
"Satisfactory","1997","vocational + Abi","Female","56","0.239973953951484","0.183795744196593","0.296152163706374"
"Satisfactory","1997","higher vocational","Male","176","0.395259919887728","0.35124654348848","0.439273296286975"
