"ple0008","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Satisfactory","1992","66 and older","no migration background","579","0.414221411776372","0.387778088458321","0.440664735094422"
"Satisfactory","1992","66 and older","direct migration background","56","0.353210042681917","0.273751820008325","0.43266826535551"
"Satisfactory","1992","66 and older","indirect migration background","1","","",""
"Less good","1992","16-34 y.","no migration background","136","0.0375203248711914","0.0314550721206006","0.0435855776217822"
"Less good","1992","16-34 y.","direct migration background","33","0.0284363100159324","0.0172092950065947","0.0396633250252702"
"Less good","1992","16-34 y.","indirect migration background","19","","",""
"Less good","1992","35-65 y.","no migration background","606","0.123481191589774","0.114613216560894","0.132349166618655"
"Less good","1992","35-65 y.","direct migration background","295","0.172911208628688","0.154287844134731","0.191534573122646"
"Less good","1992","35-65 y.","indirect migration background","2","","",""
"Less good","1992","66 and older","no migration background","318","0.25408428324915","0.230713848238438","0.277454718259862"
"Less good","1992","66 and older","direct migration background","30","0.25409114508573","0.181717851426651","0.326464438744809"
"Less good","1992","66 and older","indirect migration background","2","","",""
"Poor","1992","16-34 y.","no migration background","32","0.00918334944438643","0.00613884208546702","0.0122278568033058"
"Poor","1992","16-34 y.","direct migration background","10","","",""
"Poor","1992","16-34 y.","indirect migration background","3","","",""
"Poor","1992","35-65 y.","no migration background","182","0.0414869828058151","0.0361117365034049","0.0468622291082254"
"Poor","1992","35-65 y.","direct migration background","90","0.0460419089679102","0.0357211458263368","0.0563626721094837"
"Poor","1992","35-65 y.","indirect migration background","1","","",""
"Poor","1992","66 and older","no migration background","165","0.130953598963047","0.112843817137299","0.149063380788795"
"Poor","1992","66 and older","direct migration background","17","","",""
"Poor","1992","66 and older","indirect migration background","1","","",""
"Very good","1993","16-34 y.","no migration background","","","",""
"Very good","1993","16-34 y.","direct migration background","","","",""
"Very good","1993","16-34 y.","indirect migration background","","","",""
"Very good","1993","35-65 y.","no migration background","","","",""
"Very good","1993","35-65 y.","direct migration background","","","",""
"Very good","1993","35-65 y.","indirect migration background","","","",""
"Very good","1993","66 and older","no migration background","","","",""
"Very good","1993","66 and older","direct migration background","","","",""
"Very good","1993","66 and older","indirect migration background","","","",""
"Good","1993","16-34 y.","no migration background","","","",""
"Good","1993","16-34 y.","direct migration background","","","",""
"Good","1993","16-34 y.","indirect migration background","","","",""
"Good","1993","35-65 y.","no migration background","","","",""
"Good","1993","35-65 y.","direct migration background","","","",""
"Good","1993","35-65 y.","indirect migration background","","","",""
"Good","1993","66 and older","no migration background","","","",""
"Good","1993","66 and older","direct migration background","","","",""
"Good","1993","66 and older","indirect migration background","","","",""
"Satisfactory","1993","16-34 y.","no migration background","","","",""
"Satisfactory","1993","16-34 y.","direct migration background","","","",""
"Satisfactory","1993","16-34 y.","indirect migration background","","","",""
"Satisfactory","1993","35-65 y.","no migration background","","","",""
"Satisfactory","1993","35-65 y.","direct migration background","","","",""
"Satisfactory","1993","35-65 y.","indirect migration background","","","",""
"Satisfactory","1993","66 and older","no migration background","","","",""
"Satisfactory","1993","66 and older","direct migration background","","","",""
"Satisfactory","1993","66 and older","indirect migration background","","","",""
"Less good","1993","16-34 y.","no migration background","","","",""
"Less good","1993","16-34 y.","direct migration background","","","",""
"Less good","1993","16-34 y.","indirect migration background","","","",""
"Less good","1993","35-65 y.","no migration background","","","",""
"Less good","1993","35-65 y.","direct migration background","","","",""
"Less good","1993","35-65 y.","indirect migration background","","","",""
"Less good","1993","66 and older","no migration background","","","",""
"Less good","1993","66 and older","direct migration background","","","",""
"Less good","1993","66 and older","indirect migration background","","","",""
"Poor","1993","16-34 y.","no migration background","","","",""
"Poor","1993","16-34 y.","direct migration background","","","",""
"Poor","1993","16-34 y.","indirect migration background","","","",""
"Poor","1993","35-65 y.","no migration background","","","",""
"Poor","1993","35-65 y.","direct migration background","","","",""
"Poor","1993","35-65 y.","indirect migration background","","","",""
"Poor","1993","66 and older","no migration background","","","",""
"Poor","1993","66 and older","direct migration background","","","",""
"Poor","1993","66 and older","indirect migration background","","","",""
"Very good","1994","16-34 y.","no migration background","637","0.170840635194295","0.158532435868133","0.183148834520457"
"Very good","1994","16-34 y.","direct migration background","170","0.258951298645356","0.227766287029856","0.290136310260856"
"Very good","1994","16-34 y.","indirect migration background","155","0.34112767706619","0.297897579667323","0.384357774465057"
"Very good","1994","35-65 y.","no migration background","270","0.0514549210927866","0.0454100154026974","0.0574998267828757"
"Very good","1994","35-65 y.","direct migration background","84","0.0532533530308615","0.0416277533956935","0.0648789526660295"
"Very good","1994","35-65 y.","indirect migration background","5","","",""
"Very good","1994","66 and older","no migration background","20","","",""
"Very good","1994","66 and older","direct migration background","3","","",""
"Very good","1994","66 and older","indirect migration background","","","",""
"Good","1994","16-34 y.","no migration background","1895","0.527952597901115","0.511626958539372","0.544278237262858"
"Good","1994","16-34 y.","direct migration background","393","0.464037165982631","0.428534807207261","0.499539524758002"
"Good","1994","16-34 y.","indirect migration background","198","0.390312127946759","0.34582986179171","0.434794394101808"
"Good","1994","35-65 y.","no migration background","1943","0.365536824306244","0.352359845080038","0.378713803532449"
"Good","1994","35-65 y.","direct migration background","511","0.36928116086177","0.344293737584755","0.394268584138784"
"Good","1994","35-65 y.","indirect migration background","11","","",""
"Good","1994","66 and older","no migration background","246","0.172232786654569","0.151985963644586","0.192479609664551"
"Good","1994","66 and older","direct migration background","38","0.198459996911419","0.139198508098436","0.257721485724403"
"Good","1994","66 and older","indirect migration background","","","",""
"Satisfactory","1994","16-34 y.","no migration background","789","0.222558449847046","0.208955413931147","0.236161485762945"
"Satisfactory","1994","16-34 y.","direct migration background","139","0.199111600790576","0.170683504900478","0.227539696680675"
"Satisfactory","1994","16-34 y.","indirect migration background","78","0.184768907161881","0.149378796883151","0.220159017440612"
"Satisfactory","1994","35-65 y.","no migration background","1989","0.386716940224948","0.373391727021555","0.400042153428341"
"Satisfactory","1994","35-65 y.","direct migration background","452","0.33511377335207","0.310674133428494","0.359553413275647"
"Satisfactory","1994","35-65 y.","indirect migration background","8","","",""
"Satisfactory","1994","66 and older","no migration background","572","0.417058089676175","0.390618435117298","0.443497744235053"
"Satisfactory","1994","66 and older","direct migration background","65","0.355508710107399","0.284386193418744","0.426631226796053"
"Satisfactory","1994","66 and older","indirect migration background","1","","",""
"Less good","1994","16-34 y.","no migration background","237","0.0697045710003094","0.0613769490762396","0.0780321929243792"
"Less good","1994","16-34 y.","direct migration background","50","0.0718333956002381","0.0534515270757423","0.090215264124734"
"Less good","1994","16-34 y.","indirect migration background","25","","",""
"Less good","1994","35-65 y.","no migration background","761","0.158524436760471","0.148530975176943","0.168517898343999"
"Less good","1994","35-65 y.","direct migration background","304","0.190883387522889","0.170535720518847","0.211231054526931"
"Less good","1994","35-65 y.","indirect migration background","4","","",""
"Less good","1994","66 and older","no migration background","336","0.263062179409846","0.239452532523096","0.286671826296595"
"Less good","1994","66 and older","direct migration background","49","0.312810354082467","0.243920965472947","0.381699742691987"
"Less good","1994","66 and older","indirect migration background","2","","",""
"Poor","1994","16-34 y.","no migration background","34","0.00894374605723457","0.00586489407752764","0.0120225980369415"
"Poor","1994","16-34 y.","direct migration background","6","","",""
"Poor","1994","16-34 y.","indirect migration background","6","","",""
"Poor","1994","35-65 y.","no migration background","168","0.0377668776155505","0.0325508152508807","0.0429829399802204"
"Poor","1994","35-65 y.","direct migration background","82","0.0514683252324093","0.0400284593440335","0.0629081911207851"
"Poor","1994","35-65 y.","indirect migration background","","","",""
"Poor","1994","66 and older","no migration background","162","0.131326753016957","0.113215450341234","0.14943805569268"
"Poor","1994","66 and older","direct migration background","19","","",""
"Poor","1994","66 and older","indirect migration background","1","","",""
"Very good","1995","16-34 y.","no migration background","558","0.150725821354912","0.138918180072557","0.162533462637267"
"Very good","1995","16-34 y.","direct migration background","217","0.258961231697933","0.230971990807324","0.286950472588543"
"Very good","1995","16-34 y.","indirect migration background","142","0.282415026649609","0.242058413572916","0.322771639726301"
"Very good","1995","35-65 y.","no migration background","263","0.0447163645626078","0.0390760044165825","0.0503567247086331"
"Very good","1995","35-65 y.","direct migration background","91","0.0653423408985202","0.0534181272700916","0.0772665545269488"
"Very good","1995","35-65 y.","indirect migration background","5","","",""
"Very good","1995","66 and older","no migration background","28","","",""
"Very good","1995","66 and older","direct migration background","8","","",""
"Very good","1995","66 and older","indirect migration background","","","",""
"Good","1995","16-34 y.","no migration background","1887","0.540815728599336","0.524369606135047","0.557261851063626"
"Good","1995","16-34 y.","direct migration background","503","0.518148682869883","0.486223234612992","0.550074131126775"
"Good","1995","16-34 y.","indirect migration background","225","0.472584461556504","0.427828558750612","0.517340364362396"
"Good","1995","35-65 y.","no migration background","1966","0.371091929264252","0.357908094213811","0.384275764314693"
"Good","1995","35-65 y.","direct migration background","601","0.371358950940203","0.348045614284215","0.394672287596192"
"Good","1995","35-65 y.","indirect migration background","9","","",""
"Good","1995","66 and older","no migration background","253","0.178103076758365","0.157525537360753","0.198680616155977"
"Good","1995","66 and older","direct migration background","38","0.175338245866289","0.124271927935459","0.226404563797119"
"Good","1995","66 and older","indirect migration background","1","","",""
"Satisfactory","1995","16-34 y.","no migration background","833","0.233160262422205","0.219205420094785","0.247115104749625"
"Satisfactory","1995","16-34 y.","direct migration background","164","0.176375646104615","0.15202350351212","0.200727788697111"
"Satisfactory","1995","16-34 y.","indirect migration background","73","0.175381194547623","0.14128921086152","0.209473178233726"
"Satisfactory","1995","35-65 y.","no migration background","1997","0.3929836084271","0.379654691859121","0.406312524995078"
"Satisfactory","1995","35-65 y.","direct migration background","538","0.321980300287174","0.299435731877539","0.34452486869681"
"Satisfactory","1995","35-65 y.","indirect migration background","8","","",""
"Satisfactory","1995","66 and older","no migration background","545","0.403249637116226","0.376866138085149","0.429633136147304"
"Satisfactory","1995","66 and older","direct migration background","86","0.407342439642503","0.341358227760311","0.473326651524695"
"Satisfactory","1995","66 and older","indirect migration background","2","","",""
"Less good","1995","16-34 y.","no migration background","218","0.0658267742373676","0.0576428734489327","0.0740106750258025"
"Less good","1995","16-34 y.","direct migration background","46","0.0407673141545345","0.0281324285615846","0.0534021997474843"
"Less good","1995","16-34 y.","indirect migration background","31","0.0555432868938318","0.0350108281013413","0.0760757456863223"
"Less good","1995","35-65 y.","no migration background","775","0.157275828812211","0.147340525303785","0.167211132320637"
"Less good","1995","35-65 y.","direct migration background","322","0.186395846740548","0.167605672255656","0.20518602122544"
"Less good","1995","35-65 y.","indirect migration background","6","","",""
"Less good","1995","66 and older","no migration background","343","0.27137468297952","0.247458831556479","0.29529053440256"
"Less good","1995","66 and older","direct migration background","60","0.251939999271617","0.193639124942189","0.310240873601045"
"Less good","1995","66 and older","indirect migration background","2","","",""
"Poor","1995","16-34 y.","no migration background","31","0.00947141338617865","0.00627482833517712","0.0126679984371802"
"Poor","1995","16-34 y.","direct migration background","11","","",""
"Poor","1995","16-34 y.","indirect migration background","7","","",""
"Poor","1995","35-65 y.","no migration background","157","0.0339322689338298","0.0289912370054214","0.0388733008622382"
"Poor","1995","35-65 y.","direct migration background","98","0.0549225611335541","0.0439295869707852","0.065915535296323"
"Poor","1995","35-65 y.","indirect migration background","","","",""
"Poor","1995","66 and older","no migration background","159","0.123552154309797","0.105853621975606","0.141250686643989"
"Poor","1995","66 and older","direct migration background","21","","",""
"Poor","1995","66 and older","indirect migration background","1","","",""
"Very good","1996","16-34 y.","no migration background","549","0.155364885582932","0.143218792566372","0.167510978599493"
"Very good","1996","16-34 y.","direct migration background","177","0.203380619540737","0.176225164499056","0.230536074582419"
"Very good","1996","16-34 y.","indirect migration background","151","0.302840555045145","0.263040269765834","0.342640840324456"
"Very good","1996","35-65 y.","no migration background","285","0.0542325281495961","0.0480644872157381","0.0604005690834542"
"Very good","1996","35-65 y.","direct migration background","92","0.0730884514696183","0.0600930321146956","0.086083870824541"
"Very good","1996","35-65 y.","indirect migration background","5","","",""
"Very good","1996","66 and older","no migration background","28","","",""
"Very good","1996","66 and older","direct migration background","5","","",""
"Very good","1996","66 and older","indirect migration background","","","",""
"Good","1996","16-34 y.","no migration background","1857","0.554896775813306","0.538233435175586","0.571560116451027"
"Good","1996","16-34 y.","direct migration background","434","0.494738977555123","0.461008473621426","0.52846948148882"
"Good","1996","16-34 y.","indirect migration background","233","0.420629804602401","0.37786945899881","0.463390150205993"
"Good","1996","35-65 y.","no migration background","1938","0.359750857667892","0.346680106191157","0.372821609144627"
"Good","1996","35-65 y.","direct migration background","522","0.355233042292846","0.331338163282593","0.3791279213031"
"Good","1996","35-65 y.","indirect migration background","8","","",""
"Good","1996","66 and older","no migration background","224","0.165381543216204","0.145459568973736","0.185303517458672"
"Good","1996","66 and older","direct migration background","42","0.139960063252415","0.0952192910621746","0.184700835442655"
"Good","1996","66 and older","indirect migration background","2","","",""
"Satisfactory","1996","16-34 y.","no migration background","777","0.22127217109542","0.207354010358881","0.235190331831958"
"Satisfactory","1996","16-34 y.","direct migration background","172","0.227795880342274","0.199500479045837","0.256091281638712"
"Satisfactory","1996","16-34 y.","indirect migration background","102","0.225822152388233","0.189604795566914","0.262039509209552"
"Satisfactory","1996","35-65 y.","no migration background","2054","0.397534363753173","0.384205945467857","0.410862782038489"
"Satisfactory","1996","35-65 y.","direct migration background","552","0.350345564152811","0.326525864158887","0.374165264146734"
"Satisfactory","1996","35-65 y.","indirect migration background","12","","",""
"Satisfactory","1996","66 and older","no migration background","602","0.441794533805108","0.415165704515709","0.468423363094507"
"Satisfactory","1996","66 and older","direct migration background","98","0.43489679897745","0.370967625396671","0.498825972558229"
"Satisfactory","1996","66 and older","indirect migration background","2","","",""
"Less good","1996","16-34 y.","no migration background","200","0.0601917991650976","0.0522171078891474","0.0681664904410478"
"Less good","1996","16-34 y.","direct migration background","55","0.0704783967379687","0.0532106917764359","0.0877461016995016"
"Less good","1996","16-34 y.","indirect migration background","23","","",""
"Less good","1996","35-65 y.","no migration background","750","0.15335360076502","0.143540118155042","0.163167083374998"
"Less good","1996","35-65 y.","direct migration background","280","0.160985247622708","0.142635731762086","0.179334763483329"
"Less good","1996","35-65 y.","indirect migration background","5","","",""
"Less good","1996","66 and older","no migration background","343","0.263631302968397","0.240005258926727","0.287257347010066"
"Less good","1996","66 and older","direct migration background","51","0.225470490546141","0.171580768894038","0.279360212198244"
"Less good","1996","66 and older","indirect migration background","2","","",""
"Poor","1996","16-34 y.","no migration background","34","0.00827436834324437","0.00523706061170741","0.0113116760747813"
"Poor","1996","16-34 y.","direct migration background","6","","",""
"Poor","1996","16-34 y.","indirect migration background","3","","",""
"Poor","1996","35-65 y.","no migration background","152","0.0351286496643188","0.0301145776281415","0.040142721700496"
"Poor","1996","35-65 y.","direct migration background","95","0.0603476944620171","0.0484582734784584","0.0722371154455757"
"Poor","1996","35-65 y.","indirect migration background","1","","",""
"Poor","1996","66 and older","no migration background","139","0.109087619864744","0.0923709374407145","0.125804302288773"
"Poor","1996","66 and older","direct migration background","35","0.17424165777422","0.125326373342059","0.223156942206381"
"Poor","1996","66 and older","indirect migration background","","","",""
"Very good","1997","16-34 y.","no migration background","515","0.159781159569859","0.14730832056209","0.172253998577629"
"Very good","1997","16-34 y.","direct migration background","151","0.266755905790868","0.235738613507221","0.297773198074514"
"Very good","1997","16-34 y.","indirect migration background","152","0.291612866544571","0.253063598549456","0.330162134539686"
"Very good","1997","35-65 y.","no migration background","263","0.0536593089018067","0.0475090157043373","0.0598096020992761"
"Very good","1997","35-65 y.","direct migration background","66","0.0455589039630699","0.0348954378724579","0.0562223700536819"
"Very good","1997","35-65 y.","indirect migration background","4","","",""
"Very good","1997","66 and older","no migration background","22","","",""
"Very good","1997","66 and older","direct migration background","6","","",""
"Very good","1997","66 and older","indirect migration background","","","",""
"Good","1997","16-34 y.","no migration background","1879","0.563645248021538","0.546763045550233","0.580527450492843"
"Good","1997","16-34 y.","direct migration background","452","0.498116181887059","0.463049918059946","0.533182445714172"
"Good","1997","16-34 y.","indirect migration background","275","0.499108252561974","0.456700351683518","0.54151615344043"
"Good","1997","35-65 y.","no migration background","2036","0.373428270343826","0.360226307082296","0.386630233605357"
"Good","1997","35-65 y.","direct migration background","537","0.361032186375274","0.336470982789941","0.385593389960607"
"Good","1997","35-65 y.","indirect migration background","15","","",""
"Good","1997","66 and older","no migration background","221","0.145224847444425","0.126513461948673","0.163936232940176"
"Good","1997","66 and older","direct migration background","39","0.157936413035649","0.111605251148507","0.204267574922792"
"Good","1997","66 and older","indirect migration background","2","","",""
"Satisfactory","1997","16-34 y.","no migration background","740","0.223677857805107","0.209492548538815","0.237863167071399"
"Satisfactory","1997","16-34 y.","direct migration background","131","0.178592758449735","0.151731042005105","0.205454474894364"
"Satisfactory","1997","16-34 y.","indirect migration background","74","0.156362139858647","0.125557133991353","0.187167145725941"
"Satisfactory","1997","35-65 y.","no migration background","1972","0.386018674148064","0.372731541708648","0.39930580658748"
"Satisfactory","1997","35-65 y.","direct migration background","508","0.356858990226717","0.332360539768493","0.381357440684942"
"Satisfactory","1997","35-65 y.","indirect migration background","10","","",""
"Satisfactory","1997","66 and older","no migration background","652","0.476182679119178","0.449658847526304","0.502706510712051"
"Satisfactory","1997","66 and older","direct migration background","98","0.377596406863464","0.316006494721703","0.439186319005225"
"Satisfactory","1997","66 and older","indirect migration background","3","","",""
"Less good","1997","16-34 y.","no migration background","142","0.0429586265845114","0.0360562782086955","0.0498609749603273"
"Less good","1997","16-34 y.","direct migration background","42","0.0532671826257834","0.0375177050146382","0.0690166602369286"
"Less good","1997","16-34 y.","indirect migration background","28","","",""
"Less good","1997","35-65 y.","no migration background","718","0.149595842510568","0.139861155902883","0.159330529118253"
"Less good","1997","35-65 y.","direct migration background","278","0.195473890172905","0.175194651681801","0.215753128664009"
"Less good","1997","35-65 y.","indirect migration background","4","","",""
"Less good","1997","66 and older","no migration background","333","0.25166293986925","0.228615759706201","0.274710120032299"
"Less good","1997","66 and older","direct migration background","66","0.284042474739096","0.226750355713991","0.341334593764201"
"Less good","1997","66 and older","indirect migration background","2","","",""
"Poor","1997","16-34 y.","no migration background","39","0.00993710801898362","0.0065606004962536","0.0133136155417137"
"Poor","1997","16-34 y.","direct migration background","5","","",""
"Poor","1997","16-34 y.","indirect migration background","5","","",""
"Poor","1997","35-65 y.","no migration background","168","0.0372979040957347","0.0321261520139884","0.042469656177481"
"Poor","1997","35-65 y.","direct migration background","80","0.0410760292620337","0.030927023292879","0.0512250352311884"
"Poor","1997","35-65 y.","indirect migration background","","","",""
"Poor","1997","66 and older","no migration background","134","0.107061933578313","0.0906413817718194","0.123482485384806"
"Poor","1997","66 and older","direct migration background","29","","",""
"Poor","1997","66 and older","indirect migration background","","","",""
"Very good","1998","16-34 y.","no migration background","646","0.182555087952732","0.16994664528073","0.195163530624734"
"Very good","1998","16-34 y.","direct migration background","129","0.245804759514453","0.214354887644535","0.277254631384371"
"Very good","1998","16-34 y.","indirect migration background","173","0.318134558552935","0.279245533473714","0.357023583632156"
"Very good","1998","35-65 y.","no migration background","395","0.0704357774768684","0.0639869827032597","0.0768845722504771"
"Very good","1998","35-65 y.","direct migration background","81","0.0622210379577335","0.0497447407003882","0.0746973352150788"
"Very good","1998","35-65 y.","indirect migration background","5","","",""
"Very good","1998","66 and older","no migration background","47","0.0292178749271317","0.0210318508293097","0.0374038990249537"
"Very good","1998","66 and older","direct migration background","4","","",""
"Very good","1998","66 and older","indirect migration background","","","",""
"Good","1998","16-34 y.","no migration background","2044","0.556767322817166","0.540553404361762","0.57298124127257"
"Good","1998","16-34 y.","direct migration background","432","0.535230530689198","0.498799531911911","0.571661529466485"
"Good","1998","16-34 y.","indirect migration background","260","0.444680982667988","0.403188650768151","0.486173314567825"
"Good","1998","35-65 y.","no migration background","2488","0.398814323224425","0.386473847956719","0.411154798492131"
"Good","1998","35-65 y.","direct migration background","539","0.387553566329359","0.362390314217697","0.412716818441022"
"Good","1998","35-65 y.","indirect migration background","17","","",""
"Good","1998","66 and older","no migration background","289","0.1724164779092","0.15405603631316","0.190776919505241"
"Good","1998","66 and older","direct migration background","48","0.18674980122072","0.138823557067409","0.234676045374031"
"Good","1998","66 and older","indirect migration background","1","","",""
"Satisfactory","1998","16-34 y.","no migration background","724","0.208516083573177","0.195256616887297","0.221775550259057"
"Satisfactory","1998","16-34 y.","direct migration background","115","0.170797622694435","0.143308997304874","0.198286248083995"
"Satisfactory","1998","16-34 y.","indirect migration background","79","0.167199399008866","0.136042074140951","0.19835672387678"
"Satisfactory","1998","35-65 y.","no migration background","2160","0.350182572477233","0.338160339456072","0.362204805498393"
"Satisfactory","1998","35-65 y.","direct migration background","507","0.356660874545889","0.331920027622671","0.381401721469107"
"Satisfactory","1998","35-65 y.","indirect migration background","14","","",""
"Satisfactory","1998","66 and older","no migration background","723","0.435057678221156","0.410960660639637","0.459154695802676"
"Satisfactory","1998","66 and older","direct migration background","95","0.342814824577139","0.284442779539459","0.401186869614818"
"Satisfactory","1998","66 and older","indirect migration background","4","","",""
"Less good","1998","16-34 y.","no migration background","163","0.0442154062468543","0.0375057224708285","0.0509250900228801"
"Less good","1998","16-34 y.","direct migration background","39","0.0428970774044932","0.0280966241271025","0.0576975306818839"
"Less good","1998","16-34 y.","indirect migration background","34","0.0622838432681001","0.0421050266926098","0.0824626598435905"
"Less good","1998","35-65 y.","no migration background","803","0.144567002381117","0.135704226091951","0.153429778670283"
"Less good","1998","35-65 y.","direct migration background","244","0.149434842388604","0.131020908732406","0.167848776044801"
"Less good","1998","35-65 y.","indirect migration background","8","","",""
"Less good","1998","66 and older","no migration background","380","0.242641008407777","0.221804698204294","0.26347731861126"
"Less good","1998","66 and older","direct migration background","79","0.331822847362668","0.273915964650942","0.389729730074393"
"Less good","1998","66 and older","indirect migration background","1","","",""
"Poor","1998","16-34 y.","no migration background","29","","",""
"Poor","1998","16-34 y.","direct migration background","5","","",""
"Poor","1998","16-34 y.","indirect migration background","5","","",""
"Poor","1998","35-65 y.","no migration background","202","0.036000324440357","0.0313053433114026","0.0406953055693114"
"Poor","1998","35-65 y.","direct migration background","69","0.0441296787784144","0.0335217226048303","0.0547376349519985"
"Poor","1998","35-65 y.","indirect migration background","","","",""
"Poor","1998","66 and older","no migration background","187","0.120666960534735","0.104834124916268","0.136499796153201"
"Poor","1998","66 and older","direct migration background","28","","",""
"Poor","1998","66 and older","indirect migration background","","","",""
"Very good","1999","16-34 y.","no migration background","553","0.176375231440785","0.163607076651182","0.189143386230388"
"Very good","1999","16-34 y.","direct migration background","132","0.245911156568869","0.212496413537584","0.279325899600154"
"Very good","1999","16-34 y.","indirect migration background","162","0.283749668263195","0.246107694220105","0.321391642306284"
"Very good","1999","35-65 y.","no migration background","345","0.0641525816884329","0.0579104415643678","0.070394721812498"
"Very good","1999","35-65 y.","direct migration background","73","0.0482862855724279","0.0367566888602977","0.059815882284558"
"Very good","1999","35-65 y.","indirect migration background","5","","",""
"Very good","1999","66 and older","no migration background","27","","",""
"Very good","1999","66 and older","direct migration background","9","","",""
"Very good","1999","66 and older","indirect migration background","1","","",""
"Good","1999","16-34 y.","no migration background","1901","0.545375608907544","0.52869473255763","0.562056485257457"
"Good","1999","16-34 y.","direct migration background","352","0.515599023485353","0.476820050803739","0.554377996166967"
"Good","1999","16-34 y.","indirect migration background","270","0.474384403675595","0.432690590657021","0.516078216694169"
"Good","1999","35-65 y.","no migration background","2346","0.388585902738035","0.376168374235116","0.401003431240954"
"Good","1999","35-65 y.","direct migration background","506","0.398390699307197","0.372060089347318","0.424721309267075"
"Good","1999","35-65 y.","indirect migration background","20","","",""
"Good","1999","66 and older","no migration background","270","0.172151181555849","0.153477550010847","0.190824813100851"
"Good","1999","66 and older","direct migration background","48","0.172766190782578","0.125904106204569","0.219628275360588"
"Good","1999","66 and older","indirect migration background","3","","",""
"Satisfactory","1999","16-34 y.","no migration background","767","0.22044877026884","0.206561374505681","0.234336166031999"
"Satisfactory","1999","16-34 y.","direct migration background","111","0.175647158392922","0.146120460166908","0.205173856618936"
"Satisfactory","1999","16-34 y.","indirect migration background","99","0.210744110770701","0.176690832229639","0.244797389311762"
"Satisfactory","1999","35-65 y.","no migration background","2226","0.365884267424265","0.353613264685103","0.378155270163427"
"Satisfactory","1999","35-65 y.","direct migration background","457","0.350743493123184","0.32507785773025","0.376409128516118"
"Satisfactory","1999","35-65 y.","indirect migration background","12","","",""
"Satisfactory","1999","66 and older","no migration background","709","0.432099129181096","0.407595736061987","0.456602522300206"
"Satisfactory","1999","66 and older","direct migration background","96","0.352785266776795","0.29355311580897","0.412017417744621"
"Satisfactory","1999","66 and older","indirect migration background","1","","",""
"Less good","1999","16-34 y.","no migration background","173","0.0483999527408895","0.0412105247578863","0.0555893807238927"
"Less good","1999","16-34 y.","direct migration background","38","0.0559110757135785","0.0380834656230468","0.0737386858041102"
"Less good","1999","16-34 y.","indirect migration background","17","","",""
"Less good","1999","35-65 y.","no migration background","812","0.147809639713773","0.13876807471209","0.156851204715456"
"Less good","1999","35-65 y.","direct migration background","233","0.169351078369698","0.149178946920832","0.189523209818564"
"Less good","1999","35-65 y.","indirect migration background","12","","",""
"Less good","1999","66 and older","no migration background","374","0.250662461230529","0.229224589927832","0.272100332533226"
"Less good","1999","66 and older","direct migration background","72","0.306193501179631","0.249059419303159","0.363327583056102"
"Less good","1999","66 and older","indirect migration background","2","","",""
"Poor","1999","16-34 y.","no migration background","29","","",""
"Poor","1999","16-34 y.","direct migration background","5","","",""
"Poor","1999","16-34 y.","indirect migration background","3","","",""
"Poor","1999","35-65 y.","no migration background","190","0.0335676084354942","0.0289791176901581","0.0381560991808303"
"Poor","1999","35-65 y.","direct migration background","59","0.0332284436274927","0.0235886888596566","0.0428681983953289"
