"ple0008","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Satisfactory","1993","Couple + C. LE and GT 16","higher vocational","","","","","3"
"Satisfactory","1993","Couple + C. LE and GT 16","higher education","","","","","3"
"Satisfactory","1993","(Married) couple without C. ","middle vocational","","","","","3"
"Satisfactory","1993","(Married) couple without C. ","vocational + Abi","","","","","3"
"Satisfactory","1993","(Married) couple without C. ","higher vocational","","","","","3"
"Very good","1993","1-pers.-HH","in school","","","","","1"
"Very good","1993","1-pers.-HH","inadequately","","","","","1"
"Very good","1993","1-pers.-HH","general elemantary","","","","","1"
"Very good","1993","1-pers.-HH","middle vocational","","","","","1"
"Very good","1993","1-pers.-HH","vocational + Abi","","","","","1"
"Very good","1993","1-pers.-HH","higher vocational","","","","","1"
"Very good","1993","1-pers.-HH","higher education","","","","","1"
"Very good","1993","(Married) couple without C. ","in school","","","","","1"
"Very good","1993","(Married) couple without C. ","inadequately","","","","","1"
"Very good","1993","(Married) couple without C. ","general elemantary","","","","","1"
"Very good","1993","(Married) couple without C. ","middle vocational","","","","","1"
"Very good","1993","(Married) couple without C. ","vocational + Abi","","","","","1"
"Very good","1993","(Married) couple without C. ","higher vocational","","","","","1"
"Very good","1993","(Married) couple without C. ","higher education","","","","","1"
"Very good","1993","Single parent ","in school","","","","","1"
"Very good","1993","Single parent ","inadequately","","","","","1"
"Very good","1993","Single parent ","general elemantary","","","","","1"
"Very good","1993","Single parent ","middle vocational","","","","","1"
"Very good","1993","Single parent ","vocational + Abi","","","","","1"
"Very good","1993","Single parent ","higher vocational","","","","","1"
"Very good","1993","Single parent ","higher education","","","","","1"
"Very good","1993","Couple + C. LE 16 ","in school","","","","","1"
"Very good","1993","Couple + C. LE 16 ","inadequately","","","","","1"
"Very good","1993","Couple + C. LE 16 ","general elemantary","","","","","1"
"Very good","1993","Couple + C. LE 16 ","middle vocational","","","","","1"
"Very good","1993","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Very good","1993","Couple + C. LE 16 ","higher vocational","","","","","1"
"Very good","1993","Couple + C. LE 16 ","higher education","","","","","1"
"Very good","1993","Couple + C. GT 16 ","in school","","","","","1"
"Very good","1993","Couple + C. GT 16 ","inadequately","","","","","1"
"Very good","1993","Couple + C. GT 16 ","general elemantary","","","","","1"
"Very good","1993","Couple + C. GT 16 ","middle vocational","","","","","1"
"Very good","1993","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Very good","1993","Couple + C. GT 16 ","higher vocational","","","","","1"
"Very good","1993","Couple + C. GT 16 ","higher education","","","","","1"
"Very good","1993","Couple + C. LE and GT 16","in school","","","","","1"
"Very good","1993","Couple + C. LE and GT 16","inadequately","","","","","1"
"Very good","1993","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Very good","1993","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Very good","1993","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Very good","1993","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Very good","1993","Couple + C. LE and GT 16","higher education","","","","","1"
"Good","1994","Couple + C. LE and GT 16","middle vocational","212","0.483982434153974","0.438214385688878","0.52975048261907","2"
"Good","1994","Couple + C. LE 16 ","middle vocational","809","0.471730857169825","0.447673101885583","0.495788612454068","2"
"Good","1994","Couple + C. LE 16 ","vocational + Abi","62","0.482289638880116","0.392886068614767","0.571693209145465","2"
"Good","1994","1-pers.-HH","in school","1","","","","2"
"Good","1994","1-pers.-HH","inadequately","8","","","","2"
"Good","1994","1-pers.-HH","general elemantary","72","0.157261348550268","0.11970771671377","0.194814980386766","2"
"Good","1994","1-pers.-HH","middle vocational","234","0.291982326130878","0.258678670177848","0.325285982083908","2"
"Good","1994","1-pers.-HH","vocational + Abi","31","0.513384627031457","0.377534277057119","0.649234977005796","2"
"Good","1994","1-pers.-HH","higher vocational","29","","","","2"
"Good","1994","1-pers.-HH","higher education","71","0.411585883130516","0.335804529100656","0.487367237160376","2"
"Good","1994","(Married) couple without C. ","in school","","","","","2"
"Good","1994","(Married) couple without C. ","inadequately","26","","","","2"
"Good","1994","(Married) couple without C. ","general elemantary","152","0.218685028535678","0.186226661516674","0.251143395554683","2"
"Good","1994","(Married) couple without C. ","middle vocational","638","0.335546626100549","0.314018521185262","0.357074731015836","2"
"Good","1994","(Married) couple without C. ","vocational + Abi","45","0.472266803406964","0.374905064769152","0.569628542044776","2"
"Good","1994","(Married) couple without C. ","higher vocational","81","0.304252567235786","0.246044202039726","0.362460932431846","2"
"Good","1994","(Married) couple without C. ","higher education","186","0.444718886179403","0.398020410950622","0.491417361408184","2"
"Good","1994","Single parent ","in school","7","","","","2"
"Good","1994","Single parent ","inadequately","10","","","","2"
"Good","1994","Single parent ","general elemantary","50","0.342332198100581","0.263166743090039","0.421497653111123","2"
"Good","1994","Single parent ","middle vocational","114","0.372616631909297","0.31658120395142","0.428652059867175","2"
"Good","1994","Single parent ","vocational + Abi","6","","","","2"
"Good","1994","Single parent ","higher vocational","7","","","","2"
"Good","1994","Single parent ","higher education","24","","","","2"
"Good","1994","Couple + C. LE 16 ","in school","","","","","2"
"Good","1994","Couple + C. LE 16 ","inadequately","48","0.527633468131049","0.421501955134395","0.633764981127703","2"
"Good","1994","Couple + C. LE 16 ","general elemantary","164","0.447506468382877","0.39663452643712","0.498378410328635","2"
"Good","1994","Couple + C. LE 16 ","higher vocational","106","0.524943338531863","0.458804745144824","0.591081931918903","2"
"Good","1994","Couple + C. LE 16 ","higher education","289","0.549734538232358","0.507457641213537","0.592011435251179","2"
"Good","1994","Couple + C. GT 16 ","in school","47","0.507142788886603","0.406075678460848","0.608209899312358","2"
"Good","1994","Couple + C. GT 16 ","inadequately","36","0.28052417283961","0.210694054557392","0.350354291121827","2"
"Good","1994","Couple + C. GT 16 ","general elemantary","213","0.372702026277564","0.330819687071915","0.414584365483213","2"
"Good","1994","Couple + C. GT 16 ","middle vocational","523","0.417498575398591","0.390017151186672","0.44497999961051","2"
"Good","1994","Couple + C. GT 16 ","vocational + Abi","33","0.557750324686931","0.435110507759016","0.680390141614845","2"
"Good","1994","Couple + C. GT 16 ","higher vocational","37","0.286040698414909","0.200011514866746","0.372069881963073","2"
"Good","1994","Couple + C. GT 16 ","higher education","107","0.41255794865298","0.352487173874987","0.472628723430973","2"
"Good","1994","Couple + C. LE and GT 16","in school","53","0.49537602008683","0.402364223382157","0.588387816791503","2"
"Good","1994","Couple + C. LE and GT 16","inadequately","38","0.453077677040413","0.353500082274624","0.552655271806202","2"
"Good","1994","Couple + C. LE and GT 16","general elemantary","135","0.474473389764519","0.416902564404628","0.53204421512441","2"
"Good","1994","Couple + C. LE and GT 16","vocational + Abi","9","","","","2"
"Good","1994","Couple + C. LE and GT 16","higher vocational","29","","","","2"
"Good","1994","Couple + C. LE and GT 16","higher education","57","0.489629380389626","0.398265247134236","0.580993513645015","2"
"Less good","1994","Couple + C. LE and GT 16","higher vocational","5","","","","4"
"Less good","1994","Couple + C. LE and GT 16","vocational + Abi","6","","","","4"
"Less good","1994","Couple + C. LE and GT 16","middle vocational","44","0.0988695371715024","0.07153319271398","0.126205881629025","4"
"Less good","1994","1-pers.-HH","in school","","","","","4"
"Less good","1994","1-pers.-HH","middle vocational","138","0.218688144207879","0.188410895613984","0.248965392801774","4"
"Less good","1994","1-pers.-HH","vocational + Abi","4","","","","4"
"Less good","1994","1-pers.-HH","higher vocational","12","","","","4"
"Less good","1994","1-pers.-HH","higher education","19","","","","4"
"Less good","1994","(Married) couple without C. ","in school","","","","","4"
"Less good","1994","(Married) couple without C. ","inadequately","16","","","","4"
"Less good","1994","(Married) couple without C. ","general elemantary","145","0.24152343186046","0.207914494019097","0.275132369701823","4"
"Less good","1994","(Married) couple without C. ","middle vocational","298","0.172849744477319","0.155610283502899","0.19008920545174","4"
"Less good","1994","(Married) couple without C. ","higher education","60","0.145696772554836","0.112542885638501","0.17885065947117","4"
"Less good","1994","Single parent ","in school","1","","","","4"
"Less good","1994","Single parent ","inadequately","6","","","","4"
"Less good","1994","Single parent ","general elemantary","18","","","","4"
"Less good","1994","Single parent ","middle vocational","43","0.19205007951289","0.146397582010796","0.237702577014983","4"
"Less good","1994","Single parent ","vocational + Abi","","","","","4"
"Less good","1994","Single parent ","higher vocational","2","","","","4"
"Less good","1994","Single parent ","higher education","8","","","","4"
"Less good","1994","Couple + C. LE 16 ","in school","","","","","4"
"Less good","1994","Couple + C. LE 16 ","inadequately","8","","","","4"
"Less good","1994","Couple + C. LE 16 ","general elemantary","42","0.112828871724642","0.0804599016237167","0.145197841825568","4"
"Less good","1994","Couple + C. LE 16 ","middle vocational","167","0.0983317395631883","0.083981782860053","0.112681696266324","4"
"Less good","1994","Couple + C. LE 16 ","vocational + Abi","10","","","","4"
"Less good","1994","Couple + C. LE 16 ","higher vocational","23","","","","4"
"Less good","1994","Couple + C. LE 16 ","higher education","41","0.070024146919094","0.0483395165183865","0.0917087773198014","4"
"Less good","1994","Couple + C. GT 16 ","in school","3","","","","4"
"Less good","1994","Couple + C. GT 16 ","inadequately","44","0.233432347198999","0.167680903667049","0.29918379073095","4"
"Less good","1994","Couple + C. GT 16 ","general elemantary","76","0.162584332966238","0.130623138748261","0.194545527184215","4"
"Less good","1994","Couple + C. GT 16 ","middle vocational","120","0.108208925122474","0.0908977582217135","0.125520092023235","4"
"Less good","1994","Couple + C. GT 16 ","vocational + Abi","6","","","","4"
"Less good","1994","Couple + C. GT 16 ","higher vocational","19","","","","4"
"Less good","1994","Couple + C. GT 16 ","higher education","34","0.129108292656882","0.0881918955766662","0.170024689737097","4"
"Less good","1994","Couple + C. LE and GT 16","in school","5","","","","4"
"Less good","1994","Couple + C. LE and GT 16","inadequately","12","","","","4"
"Less good","1994","Couple + C. LE and GT 16","general elemantary","32","0.102198141854737","0.0672751920765673","0.137121091632907","4"
"Less good","1994","Couple + C. LE and GT 16","higher education","10","","","","4"
"Less good","1994","1-pers.-HH","inadequately","6","","","","4"
"Less good","1994","1-pers.-HH","general elemantary","93","0.283657967465773","0.237158047990238","0.330157886941307","4"
"Less good","1994","(Married) couple without C. ","vocational + Abi","13","","","","4"
"Less good","1994","(Married) couple without C. ","higher vocational","48","0.21876058572023","0.166458491132276","0.271062680308184","4"
"Poor","1994","Couple + C. LE and GT 16","higher education","3","","","","5"
"Poor","1994","Couple + C. LE and GT 16","higher vocational","","","","","5"
"Poor","1994","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"Poor","1994","Couple + C. LE and GT 16","middle vocational","4","","","","5"
"Poor","1994","1-pers.-HH","in school","","","","","5"
"Poor","1994","1-pers.-HH","inadequately","6","","","","5"
"Poor","1994","1-pers.-HH","middle vocational","41","0.0718738260403206","0.0529555973048999","0.0907920547757413","5"
"Poor","1994","1-pers.-HH","vocational + Abi","1","","","","5"
"Poor","1994","1-pers.-HH","higher vocational","5","","","","5"
"Poor","1994","1-pers.-HH","higher education","10","","","","5"
"Poor","1994","(Married) couple without C. ","in school","","","","","5"
"Poor","1994","(Married) couple without C. ","inadequately","10","","","","5"
