"pld0045","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Never","2010","Berlin","1-pers.-HH","","","","","5"
"Never","2010","Berlin","(Married) couple without C. ","","","","","5"
"Never","2010","Berlin","Single parent ","","","","","5"
"Never","2010","Berlin","Couple + C. LE 16 ","","","","","5"
"Never","2010","Berlin","Couple + C. GT 16 ","","","","","5"
"Never","2010","Berlin","Couple + C. LE and GT 16","","","","","5"
"Never","2010","Brandenburg","1-pers.-HH","","","","","5"
"Never","2010","Brandenburg","(Married) couple without C. ","","","","","5"
"Never","2010","Brandenburg","Single parent ","","","","","5"
"Never","2010","Brandenburg","Couple + C. LE 16 ","","","","","5"
"Often","2010","Brandenburg","Couple + C. GT 16 ","","","","","2"
"Often","2010","Brandenburg","Couple + C. LE and GT 16","","","","","2"
"Often","2010","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"Often","2010","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"Often","2010","Saxony","1-pers.-HH","","","","","2"
"Often","2010","Saxony","(Married) couple without C. ","","","","","2"
"Often","2010","Saxony","Single parent ","","","","","2"
"Often","2010","Saxony","Couple + C. LE 16 ","","","","","2"
"Often","2010","Saxony","Couple + C. GT 16 ","","","","","2"
"Often","2010","Saxony","Couple + C. LE and GT 16","","","","","2"
"Often","2010","Saxony-Anhalt","1-pers.-HH","","","","","2"
"Often","2010","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"Often","2010","Saxony-Anhalt","Single parent ","","","","","2"
"Often","2010","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"Often","2010","Thuringia","Single parent ","","","","","2"
"Often","2010","Thuringia","Couple + C. LE 16 ","","","","","2"
"Often","2010","Thuringia","Couple + C. GT 16 ","","","","","2"
"Often","2010","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Often","2010","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"Often","2010","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","2"
"Often","2010","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"Often","2010","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"Often","2010","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"Often","2010","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"Often","2010","Thuringia","1-pers.-HH","","","","","2"
"Often","2010","Thuringia","(Married) couple without C. ","","","","","2"
"Often","2010","North Rhine-Westphalia","Single parent ","","","","","2"
"Often","2010","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","2"
"Often","2010","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","2"
"Often","2010","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","2"
"Often","2010","Hesse","1-pers.-HH","","","","","2"
"Often","2010","Hesse","(Married) couple without C. ","","","","","2"
"Often","2010","Hesse","Single parent ","","","","","2"
"Often","2010","Hesse","Couple + C. LE 16 ","","","","","2"
"Often","2010","Hesse","Couple + C. GT 16 ","","","","","2"
"Often","2010","Hesse","Couple + C. LE and GT 16","","","","","2"
"Often","2010","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","2"
"Often","2010","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","2"
"Often","2010","Rhineland-Palatinate,Saarland","Single parent ","","","","","2"
"Often","2010","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","2"
"Often","2010","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","2"
"Often","2010","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","2"
"Often","2010","Baden-Württemberg","1-pers.-HH","","","","","2"
"Often","2010","Baden-Württemberg","(Married) couple without C. ","","","","","2"
"Often","2010","Baden-Württemberg","Single parent ","","","","","2"
"Often","2010","Baden-Württemberg","Couple + C. LE 16 ","","","","","2"
"Often","2010","Baden-Württemberg","Couple + C. GT 16 ","","","","","2"
"Often","2010","Baden-Württemberg","Couple + C. LE and GT 16","","","","","2"
"Often","2010","Bavaria","1-pers.-HH","","","","","2"
"Often","2010","Bavaria","(Married) couple without C. ","","","","","2"
"Often","2010","Bavaria","Single parent ","","","","","2"
"Often","2010","Bavaria","Couple + C. LE 16 ","","","","","2"
"Often","2010","Bavaria","Couple + C. GT 16 ","","","","","2"
"Often","2010","Bavaria","Couple + C. LE and GT 16","","","","","2"
"Often","2010","Berlin","1-pers.-HH","","","","","2"
"Often","2010","Berlin","(Married) couple without C. ","","","","","2"
"Often","2010","Berlin","Single parent ","","","","","2"
"Often","2010","Berlin","Couple + C. LE 16 ","","","","","2"
"Often","2010","Berlin","Couple + C. GT 16 ","","","","","2"
"Often","2010","Berlin","Couple + C. LE and GT 16","","","","","2"
"Often","2010","Brandenburg","1-pers.-HH","","","","","2"
"Often","2010","Brandenburg","(Married) couple without C. ","","","","","2"
"Often","2010","Brandenburg","Single parent ","","","","","2"
"Often","2010","Brandenburg","Couple + C. LE 16 ","","","","","2"
"Often","2010","Schleswig-Holstein","Couple + C. LE 16 ","","","","","2"
"Often","2010","Schleswig-Holstein","Couple + C. GT 16 ","","","","","2"
"Often","2010","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","2"
"Often","2010","Hamburg","1-pers.-HH","","","","","2"
"Often","2010","Hamburg","(Married) couple without C. ","","","","","2"
"Often","2010","Hamburg","Single parent ","","","","","2"
"Often","2010","Hamburg","Couple + C. LE 16 ","","","","","2"
"Often","2010","Hamburg","Couple + C. GT 16 ","","","","","2"
"Often","2010","Hamburg","Couple + C. LE and GT 16","","","","","2"
"Often","2010","Lower Saxony","1-pers.-HH","","","","","2"
"Often","2010","Lower Saxony","(Married) couple without C. ","","","","","2"
"Often","2010","Lower Saxony","Single parent ","","","","","2"
"Often","2010","Lower Saxony","Couple + C. LE 16 ","","","","","2"
"Often","2010","Schleswig-Holstein","1-pers.-HH","","","","","2"
"Often","2010","Schleswig-Holstein","(Married) couple without C. ","","","","","2"
"Often","2010","North Rhine-Westphalia","(Married) couple without C. ","","","","","2"
"Often","2010","Bremen","1-pers.-HH","","","","","2"
"Often","2010","Schleswig-Holstein","Single parent ","","","","","2"
"Often","2010","Lower Saxony","Couple + C. GT 16 ","","","","","2"
"Often","2010","Lower Saxony","Couple + C. LE and GT 16","","","","","2"
"Often","2010","Bremen","(Married) couple without C. ","","","","","2"
"Often","2010","Bremen","Couple + C. GT 16 ","","","","","2"
"Often","2010","Bremen","Couple + C. LE and GT 16","","","","","2"
"Often","2010","North Rhine-Westphalia","1-pers.-HH","","","","","2"
"Often","2010","Bremen","Single parent ","","","","","2"
"Often","2010","Bremen","Couple + C. LE 16 ","","","","","2"
"Rarely","2010","North Rhine-Westphalia","Single parent ","","","","","4"
"Rarely","2010","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","Hesse","1-pers.-HH","","","","","4"
"Rarely","2010","Hesse","(Married) couple without C. ","","","","","4"
"Rarely","2010","Hesse","Single parent ","","","","","4"
"Rarely","2010","Hesse","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","Hesse","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","Hesse","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","4"
"Rarely","2010","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","4"
"Rarely","2010","Rhineland-Palatinate,Saarland","Single parent ","","","","","4"
"Rarely","2010","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","Baden-Württemberg","1-pers.-HH","","","","","4"
"Rarely","2010","Baden-Württemberg","(Married) couple without C. ","","","","","4"
"Rarely","2010","Baden-Württemberg","Single parent ","","","","","4"
"Rarely","2010","Baden-Württemberg","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","Baden-Württemberg","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","Baden-Württemberg","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","Bavaria","1-pers.-HH","","","","","4"
"Rarely","2010","Bavaria","(Married) couple without C. ","","","","","4"
"Rarely","2010","Bavaria","Single parent ","","","","","4"
"Rarely","2010","Brandenburg","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","Brandenburg","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","4"
"Rarely","2010","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","4"
"Rarely","2010","Mecklenburg-Western Pomerania","Single parent ","","","","","4"
"Rarely","2010","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","Saxony","1-pers.-HH","","","","","4"
"Rarely","2010","Thuringia","Single parent ","","","","","4"
"Rarely","2010","Thuringia","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","Thuringia","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","Thuringia","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","Saxony","(Married) couple without C. ","","","","","4"
"Rarely","2010","Saxony","Single parent ","","","","","4"
"Rarely","2010","Saxony","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","Saxony","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","Saxony","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","Saxony-Anhalt","1-pers.-HH","","","","","4"
"Rarely","2010","Saxony-Anhalt","(Married) couple without C. ","","","","","4"
"Rarely","2010","Saxony-Anhalt","Single parent ","","","","","4"
"Rarely","2010","Saxony-Anhalt","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","Saxony-Anhalt","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","Thuringia","1-pers.-HH","","","","","4"
"Rarely","2010","Thuringia","(Married) couple without C. ","","","","","4"
"Rarely","2010","Schleswig-Holstein","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","Hamburg","1-pers.-HH","","","","","4"
"Rarely","2010","Hamburg","(Married) couple without C. ","","","","","4"
"Rarely","2010","Hamburg","Single parent ","","","","","4"
"Rarely","2010","Hamburg","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","Hamburg","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","Hamburg","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","Lower Saxony","1-pers.-HH","","","","","4"
"Rarely","2010","Lower Saxony","(Married) couple without C. ","","","","","4"
"Rarely","2010","Lower Saxony","Single parent ","","","","","4"
"Rarely","2010","Lower Saxony","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","Lower Saxony","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","Lower Saxony","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","Bremen","1-pers.-HH","","","","","4"
"Rarely","2010","Bremen","(Married) couple without C. ","","","","","4"
"Rarely","2010","Bremen","Single parent ","","","","","4"
"Rarely","2010","Bremen","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","Bremen","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","Bremen","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","North Rhine-Westphalia","1-pers.-HH","","","","","4"
"Rarely","2010","North Rhine-Westphalia","(Married) couple without C. ","","","","","4"
"Rarely","2010","Schleswig-Holstein","1-pers.-HH","","","","","4"
"Rarely","2010","Brandenburg","(Married) couple without C. ","","","","","4"
"Rarely","2010","Brandenburg","Single parent ","","","","","4"
"Rarely","2010","Brandenburg","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","Schleswig-Holstein","(Married) couple without C. ","","","","","4"
"Rarely","2010","Schleswig-Holstein","Single parent ","","","","","4"
"Rarely","2010","Schleswig-Holstein","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","Bavaria","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","Bavaria","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","Bavaria","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","Berlin","1-pers.-HH","","","","","4"
"Rarely","2010","Berlin","(Married) couple without C. ","","","","","4"
"Rarely","2010","Berlin","Single parent ","","","","","4"
"Rarely","2010","Berlin","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","Berlin","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","Berlin","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","Brandenburg","1-pers.-HH","","","","","4"
"Sometimes","2010","Saxony","1-pers.-HH","","","","","3"
"Sometimes","2010","Saxony","(Married) couple without C. ","","","","","3"
"Sometimes","2010","Saxony","Single parent ","","","","","3"
"Sometimes","2010","Saxony","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","Saxony","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","Brandenburg","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","Brandenburg","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","3"
"Sometimes","2010","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","3"
"Sometimes","2010","Mecklenburg-Western Pomerania","Single parent ","","","","","3"
"Sometimes","2010","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","Schleswig-Holstein","1-pers.-HH","","","","","3"
"Sometimes","2010","Schleswig-Holstein","(Married) couple without C. ","","","","","3"
"Sometimes","2010","Schleswig-Holstein","Single parent ","","","","","3"
"Sometimes","2010","Schleswig-Holstein","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","Schleswig-Holstein","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","Hamburg","1-pers.-HH","","","","","3"
"Sometimes","2010","Hamburg","(Married) couple without C. ","","","","","3"
"Sometimes","2010","Hamburg","Single parent ","","","","","3"
"Sometimes","2010","Hamburg","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","Hamburg","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","Hamburg","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","Lower Saxony","1-pers.-HH","","","","","3"
"Sometimes","2010","North Rhine-Westphalia","Single parent ","","","","","3"
"Sometimes","2010","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","Hesse","1-pers.-HH","","","","","3"
"Sometimes","2010","Hesse","(Married) couple without C. ","","","","","3"
"Sometimes","2010","Hesse","Single parent ","","","","","3"
"Sometimes","2010","Hesse","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","Hesse","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","Hesse","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","3"
"Sometimes","2010","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","3"
"Sometimes","2010","Rhineland-Palatinate,Saarland","Single parent ","","","","","3"
"Sometimes","2010","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","Baden-Württemberg","1-pers.-HH","","","","","3"
"Sometimes","2010","Baden-Württemberg","(Married) couple without C. ","","","","","3"
"Sometimes","2010","Baden-Württemberg","Single parent ","","","","","3"
"Sometimes","2010","Baden-Württemberg","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","Baden-Württemberg","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","Baden-Württemberg","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","Bavaria","1-pers.-HH","","","","","3"
"Sometimes","2010","Bavaria","(Married) couple without C. ","","","","","3"
"Sometimes","2010","Bavaria","Single parent ","","","","","3"
"Sometimes","2010","Bavaria","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","Bavaria","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","Bavaria","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","Berlin","1-pers.-HH","","","","","3"
"Sometimes","2010","Berlin","(Married) couple without C. ","","","","","3"
"Sometimes","2010","Berlin","Single parent ","","","","","3"
"Sometimes","2010","Berlin","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","Berlin","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","Berlin","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","Brandenburg","1-pers.-HH","","","","","3"
"Sometimes","2010","Brandenburg","(Married) couple without C. ","","","","","3"
"Sometimes","2010","Brandenburg","Single parent ","","","","","3"
"Sometimes","2010","Brandenburg","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","Saxony","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","Saxony-Anhalt","1-pers.-HH","","","","","3"
"Sometimes","2010","Saxony-Anhalt","(Married) couple without C. ","","","","","3"
"Sometimes","2010","Saxony-Anhalt","Single parent ","","","","","3"
"Sometimes","2010","Saxony-Anhalt","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","Saxony-Anhalt","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","Thuringia","1-pers.-HH","","","","","3"
"Sometimes","2010","Thuringia","(Married) couple without C. ","","","","","3"
"Sometimes","2010","Thuringia","Single parent ","","","","","3"
"Sometimes","2010","Thuringia","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","Thuringia","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","Thuringia","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","Lower Saxony","(Married) couple without C. ","","","","","3"
"Sometimes","2010","Lower Saxony","Single parent ","","","","","3"
"Sometimes","2010","Lower Saxony","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","Lower Saxony","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","Lower Saxony","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","Bremen","1-pers.-HH","","","","","3"
"Sometimes","2010","Bremen","(Married) couple without C. ","","","","","3"
"Sometimes","2010","Bremen","Single parent ","","","","","3"
"Sometimes","2010","Bremen","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","Bremen","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","Bremen","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","North Rhine-Westphalia","1-pers.-HH","","","","","3"
"Sometimes","2010","North Rhine-Westphalia","(Married) couple without C. ","","","","","3"
"Very often","2010","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Very often","2010","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Very often","2010","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Very often","2010","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","Saxony","1-pers.-HH","","","","","1"
"Very often","2010","Saxony","(Married) couple without C. ","","","","","1"
"Very often","2010","Saxony","Single parent ","","","","","1"
"Very often","2010","Saxony","Couple + C. LE 16 ","","","","","1"
"Very often","2010","Saxony","Couple + C. GT 16 ","","","","","1"
"Very often","2010","Saxony","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","Saxony-Anhalt","1-pers.-HH","","","","","1"
"Very often","2010","Saxony-Anhalt","(Married) couple without C. ","","","","","1"
"Very often","2010","Saxony-Anhalt","Single parent ","","","","","1"
"Very often","2010","Saxony-Anhalt","Couple + C. LE 16 ","","","","","1"
"Very often","2010","Saxony-Anhalt","Couple + C. GT 16 ","","","","","1"
"Very often","2010","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","Thuringia","1-pers.-HH","","","","","1"
"Very often","2010","Thuringia","(Married) couple without C. ","","","","","1"
"Very often","2010","Thuringia","Single parent ","","","","","1"
"Very often","2010","Thuringia","Couple + C. LE 16 ","","","","","1"
"Very often","2010","Thuringia","Couple + C. GT 16 ","","","","","1"
"Very often","2010","Thuringia","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","North Rhine-Westphalia","Single parent ","","","","","1"
"Very often","2010","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","1"
"Very often","2010","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","1"
"Very often","2010","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","Hesse","1-pers.-HH","","","","","1"
"Very often","2010","Hesse","(Married) couple without C. ","","","","","1"
"Very often","2010","Hesse","Single parent ","","","","","1"
"Very often","2010","Hesse","Couple + C. LE 16 ","","","","","1"
"Very often","2010","Hesse","Couple + C. GT 16 ","","","","","1"
"Very often","2010","Hesse","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","1"
"Very often","2010","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","1"
"Very often","2010","Rhineland-Palatinate,Saarland","Single parent ","","","","","1"
"Very often","2010","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","1"
"Very often","2010","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","1"
"Very often","2010","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","Baden-Württemberg","1-pers.-HH","","","","","1"
"Very often","2010","Baden-Württemberg","(Married) couple without C. ","","","","","1"
"Very often","2010","Baden-Württemberg","Single parent ","","","","","1"
"Very often","2010","Baden-Württemberg","Couple + C. LE 16 ","","","","","1"
"Very often","2010","Baden-Württemberg","Couple + C. GT 16 ","","","","","1"
"Very often","2010","Baden-Württemberg","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","Bavaria","1-pers.-HH","","","","","1"
"Very often","2010","Bavaria","(Married) couple without C. ","","","","","1"
"Very often","2010","Bavaria","Single parent ","","","","","1"
"Very often","2010","Bavaria","Couple + C. LE 16 ","","","","","1"
"Very often","2010","Bavaria","Couple + C. GT 16 ","","","","","1"
"Very often","2010","Bavaria","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","Berlin","1-pers.-HH","","","","","1"
"Very often","2010","Berlin","(Married) couple without C. ","","","","","1"
"Very often","2010","Berlin","Single parent ","","","","","1"
"Very often","2010","Berlin","Couple + C. LE 16 ","","","","","1"
"Very often","2010","Berlin","Couple + C. GT 16 ","","","","","1"
"Very often","2010","Berlin","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","Brandenburg","1-pers.-HH","","","","","1"
"Very often","2010","Brandenburg","(Married) couple without C. ","","","","","1"
"Very often","2010","Brandenburg","Single parent ","","","","","1"
"Very often","2010","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Very often","2010","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Very often","2010","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Very often","2010","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Very often","2010","Schleswig-Holstein","Couple + C. GT 16 ","","","","","1"
"Very often","2010","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","Hamburg","1-pers.-HH","","","","","1"
"Very often","2010","Hamburg","(Married) couple without C. ","","","","","1"
"Very often","2010","Hamburg","Single parent ","","","","","1"
"Very often","2010","Hamburg","Couple + C. LE 16 ","","","","","1"
"Very often","2010","Hamburg","Couple + C. GT 16 ","","","","","1"
"Very often","2010","Hamburg","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","Lower Saxony","1-pers.-HH","","","","","1"
"Very often","2010","Lower Saxony","(Married) couple without C. ","","","","","1"
"Very often","2010","Lower Saxony","Single parent ","","","","","1"
"Very often","2010","Lower Saxony","Couple + C. LE 16 ","","","","","1"
"Very often","2010","Lower Saxony","Couple + C. GT 16 ","","","","","1"
"Very often","2010","Lower Saxony","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","Bremen","1-pers.-HH","","","","","1"
"Very often","2010","Bremen","(Married) couple without C. ","","","","","1"
"Very often","2010","Bremen","Single parent ","","","","","1"
"Very often","2010","Schleswig-Holstein","(Married) couple without C. ","","","","","1"
"Very often","2010","Schleswig-Holstein","Single parent ","","","","","1"
"Very often","2010","Bremen","Couple + C. LE 16 ","","","","","1"
"Very often","2010","Bremen","Couple + C. GT 16 ","","","","","1"
"Very often","2010","Bremen","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","North Rhine-Westphalia","(Married) couple without C. ","","","","","1"
"Very often","2010","Schleswig-Holstein","Couple + C. LE 16 ","","","","","1"
"Very often","2010","Schleswig-Holstein","1-pers.-HH","","","","","1"
"Very often","2010","North Rhine-Westphalia","1-pers.-HH","","","","","1"
"Never","2011","Brandenburg","Couple + C. LE and GT 16","","","","","5"
"Never","2011","Thuringia","Couple + C. LE and GT 16","","","","","5"
"Never","2011","Thuringia","Single parent ","","","","","5"
"Never","2011","Brandenburg","Couple + C. GT 16 ","","","","","5"
"Never","2011","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","5"
"Never","2011","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","5"
"Never","2011","Mecklenburg-Western Pomerania","Single parent ","","","","","5"
"Never","2011","Thuringia","Couple + C. LE 16 ","","","","","5"
"Never","2011","Thuringia","Couple + C. GT 16 ","","","","","5"
"Never","2011","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","5"
"Never","2011","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","5"
"Never","2011","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","5"
"Never","2011","Saxony","1-pers.-HH","","","","","5"
"Never","2011","Saxony","(Married) couple without C. ","","","","","5"
"Never","2011","Saxony","Single parent ","","","","","5"
"Never","2011","Saxony","Couple + C. LE 16 ","","","","","5"
"Never","2011","Saxony","Couple + C. GT 16 ","","","","","5"
"Never","2011","Saxony","Couple + C. LE and GT 16","","","","","5"
"Never","2011","Saxony-Anhalt","1-pers.-HH","","","","","5"
"Never","2011","Saxony-Anhalt","(Married) couple without C. ","","","","","5"
"Never","2011","Saxony-Anhalt","Single parent ","","","","","5"
"Never","2011","Saxony-Anhalt","Couple + C. LE 16 ","","","","","5"
"Never","2011","Saxony-Anhalt","Couple + C. GT 16 ","","","","","5"
"Never","2011","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","5"
"Never","2011","Thuringia","1-pers.-HH","","","","","5"
"Never","2011","Thuringia","(Married) couple without C. ","","","","","5"
"Never","2011","Bremen","Couple + C. GT 16 ","","","","","5"
"Never","2011","Bremen","Couple + C. LE and GT 16","","","","","5"
