"m11125","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"10 Completely satisfied","1984","Full Time","West Germany","1405","0.230495367987736","0.219534246590133","0.241456489385339"
"10 Completely satisfied","1984","Full Time","East Germany","","","",""
"10 Completely satisfied","1984","Part Time","West Germany","454","0.234468269485596","0.215342626218","0.253593912753193"
"10 Completely satisfied","1984","Part Time","East Germany","","","",""
"10 Completely satisfied","1984","Not Working","West Germany","921","0.163901801572722","0.153266362867145","0.1745372402783"
"10 Completely satisfied","1984","Not Working","East Germany","","","",""
"0 Completely dissatisfied","1985","Full Time","West Germany","54","0.00997758621746613","0.00721192655415254","0.0127432458807797"
"0 Completely dissatisfied","1985","Full Time","East Germany","","","",""
"0 Completely dissatisfied","1985","Part Time","West Germany","23","","",""
"0 Completely dissatisfied","1985","Part Time","East Germany","","","",""
"0 Completely dissatisfied","1985","Not Working","West Germany","153","0.0396575522272721","0.0337625624239501","0.0455525420305941"
"0 Completely dissatisfied","1985","Not Working","East Germany","","","",""
"1 on Scale 1 to 10","1985","Full Time","West Germany","37","0.00725487987146322","0.00489332810052922","0.00961643164239722"
"1 on Scale 1 to 10","1985","Full Time","East Germany","","","",""
"1 on Scale 1 to 10","1985","Part Time","West Germany","13","","",""
"1 on Scale 1 to 10","1985","Part Time","East Germany","","","",""
"1 on Scale 1 to 10","1985","Not Working","West Germany","83","0.0231419669064581","0.0186002202690983","0.0276837135438179"
"1 on Scale 1 to 10","1985","Not Working","East Germany","","","",""
"2 on Scale 1 to 10","1985","Full Time","West Germany","87","0.0147295516592693","0.0113773049744598","0.0180817983440787"
"2 on Scale 1 to 10","1985","Full Time","East Germany","","","",""
"2 on Scale 1 to 10","1985","Part Time","West Germany","36","0.0190194712444728","0.0128135777548284","0.0252253647341172"
"2 on Scale 1 to 10","1985","Part Time","East Germany","","","",""
"2 on Scale 1 to 10","1985","Not Working","West Germany","181","0.0483803086390926","0.0418988452768481","0.0548617720013371"
"2 on Scale 1 to 10","1985","Not Working","East Germany","","","",""
"3 on Scale 1 to 10","1985","Full Time","West Germany","151","0.0282028052245036","0.0235960254433942","0.0328095850056131"
"3 on Scale 1 to 10","1985","Full Time","East Germany","","","",""
"3 on Scale 1 to 10","1985","Part Time","West Germany","52","0.0283516688954746","0.0208108454420893","0.0358924923488599"
"3 on Scale 1 to 10","1985","Part Time","East Germany","","","",""
"3 on Scale 1 to 10","1985","Not Working","West Germany","218","0.0591348684720585","0.0520097424906733","0.0662599944534438"
"3 on Scale 1 to 10","1985","Not Working","East Germany","","","",""
"4 on Scale 1 to 10","1985","Full Time","West Germany","191","0.0416284346156595","0.036070345862018","0.0471865233693011"
"4 on Scale 1 to 10","1985","Full Time","East Germany","","","",""
"4 on Scale 1 to 10","1985","Part Time","West Germany","86","0.0464566166006346","0.0368941722321661","0.0560190609691032"
"4 on Scale 1 to 10","1985","Part Time","East Germany","","","",""
"4 on Scale 1 to 10","1985","Not Working","West Germany","241","0.0609526809342305","0.0537258617654744","0.0681795001029866"
"4 on Scale 1 to 10","1985","Not Working","East Germany","","","",""
"5 on Scale 1 to 10","1985","Full Time","West Germany","688","0.139042806395637","0.129414974041436","0.148670638749838"
"5 on Scale 1 to 10","1985","Full Time","East Germany","","","",""
"5 on Scale 1 to 10","1985","Part Time","West Germany","258","0.141964628111083","0.126107754126171","0.157821502095994"
"5 on Scale 1 to 10","1985","Part Time","East Germany","","","",""
"5 on Scale 1 to 10","1985","Not Working","West Germany","710","0.182246809388125","0.170585478094521","0.193908140681728"
"5 on Scale 1 to 10","1985","Not Working","East Germany","","","",""
"6 on Scale 1 to 10","1985","Full Time","West Germany","384","0.0811713193863827","0.0735718713176219","0.0887707674551435"
"6 on Scale 1 to 10","1985","Full Time","East Germany","","","",""
"6 on Scale 1 to 10","1985","Part Time","West Germany","155","0.0847580207078015","0.072103862104455","0.0974121793111481"
"6 on Scale 1 to 10","1985","Part Time","East Germany","","","",""
"6 on Scale 1 to 10","1985","Not Working","West Germany","331","0.0851310134442217","0.0767009586473713","0.093561068241072"
"6 on Scale 1 to 10","1985","Not Working","East Germany","","","",""
"7 on Scale 1 to 10","1985","Full Time","West Germany","718","0.149383918193506","0.139464591470114","0.159303244916898"
"7 on Scale 1 to 10","1985","Full Time","East Germany","","","",""
"7 on Scale 1 to 10","1985","Part Time","West Germany","243","0.136601843721551","0.120998820909232","0.15220486653387"
"7 on Scale 1 to 10","1985","Part Time","East Germany","","","",""
"7 on Scale 1 to 10","1985","Not Working","West Germany","504","0.123373161702794","0.113439147611074","0.133307175794514"
"7 on Scale 1 to 10","1985","Not Working","East Germany","","","",""
"8 on Scale 1 to 10","1985","Full Time","West Germany","1138","0.233305620219166","0.221536683768334","0.245074556669997"
"8 on Scale 1 to 10","1985","Full Time","East Germany","","","",""
"8 on Scale 1 to 10","1985","Part Time","West Germany","412","0.213476838381905","0.194859995062403","0.232093681701408"
"8 on Scale 1 to 10","1985","Part Time","East Germany","","","",""
"8 on Scale 1 to 10","1985","Not Working","West Germany","705","0.155210766486564","0.144272659924564","0.166148873048563"
"8 on Scale 1 to 10","1985","Not Working","East Germany","","","",""
"9 on Scale 1 to 10","1985","Full Time","West Germany","612","0.122210732496633","0.113096643094813","0.131324821898453"
"9 on Scale 1 to 10","1985","Full Time","East Germany","","","",""
"9 on Scale 1 to 10","1985","Part Time","West Germany","223","0.12379402315773","0.108830707119466","0.138757339195994"
"9 on Scale 1 to 10","1985","Part Time","East Germany","","","",""
"9 on Scale 1 to 10","1985","Not Working","West Germany","411","0.0887916598388708","0.0801995074010221","0.0973838122767195"
"9 on Scale 1 to 10","1985","Not Working","East Germany","","","",""
"10 Completely satisfied","1985","Full Time","West Germany","901","0.173092345720314","0.162564708393845","0.183619983046783"
"10 Completely satisfied","1985","Full Time","East Germany","","","",""
"10 Completely satisfied","1985","Part Time","West Germany","360","0.185998504226191","0.168320133716132","0.203676874736249"
"10 Completely satisfied","1985","Part Time","East Germany","","","",""
"10 Completely satisfied","1985","Not Working","West Germany","673","0.133979211960313","0.123689815268271","0.144268608652355"
"10 Completely satisfied","1985","Not Working","East Germany","","","",""
"0 Completely dissatisfied","1986","Full Time","West Germany","46","0.00902926060314787","0.00636874836189944","0.0116897728443963"
"0 Completely dissatisfied","1986","Full Time","East Germany","","","",""
"0 Completely dissatisfied","1986","Part Time","West Germany","27","","",""
"0 Completely dissatisfied","1986","Part Time","East Germany","","","",""
"0 Completely dissatisfied","1986","Not Working","West Germany","153","0.0447323308914356","0.0382694653605485","0.0511951964223227"
"0 Completely dissatisfied","1986","Not Working","East Germany","","","",""
"1 on Scale 1 to 10","1986","Full Time","West Germany","32","0.00590499765104502","0.00375007065519729","0.00805992464689275"
"1 on Scale 1 to 10","1986","Full Time","East Germany","","","",""
"1 on Scale 1 to 10","1986","Part Time","West Germany","19","","",""
"1 on Scale 1 to 10","1986","Part Time","East Germany","","","",""
"1 on Scale 1 to 10","1986","Not Working","West Germany","80","0.0233057666569567","0.0185887998023097","0.0280227335116038"
"1 on Scale 1 to 10","1986","Not Working","East Germany","","","",""
"2 on Scale 1 to 10","1986","Full Time","West Germany","68","0.0135881380408349","0.010331887069731","0.0168443890119388"
"2 on Scale 1 to 10","1986","Full Time","East Germany","","","",""
"2 on Scale 1 to 10","1986","Part Time","West Germany","41","0.0221010001287232","0.01536541218842","0.0288365880690264"
"2 on Scale 1 to 10","1986","Part Time","East Germany","","","",""
"2 on Scale 1 to 10","1986","Not Working","West Germany","140","0.0374094613147021","0.031476611735341","0.0433423108940633"
"2 on Scale 1 to 10","1986","Not Working","East Germany","","","",""
"3 on Scale 1 to 10","1986","Full Time","West Germany","170","0.0335467136315275","0.0284823582219039","0.0386110690411511"
"3 on Scale 1 to 10","1986","Full Time","East Germany","","","",""
"3 on Scale 1 to 10","1986","Part Time","West Germany","71","0.0359078150457334","0.0273831697542808","0.0444324603371861"
"3 on Scale 1 to 10","1986","Part Time","East Germany","","","",""
"3 on Scale 1 to 10","1986","Not Working","West Germany","199","0.0570598907598844","0.0498078649932238","0.0643119165265449"
"3 on Scale 1 to 10","1986","Not Working","East Germany","","","",""
"4 on Scale 1 to 10","1986","Full Time","West Germany","210","0.0452902051958017","0.0394416770366637","0.0511387333549398"
"4 on Scale 1 to 10","1986","Full Time","East Germany","","","",""
"4 on Scale 1 to 10","1986","Part Time","West Germany","98","0.0582629134091404","0.047530843777788","0.0689949830404929"
"4 on Scale 1 to 10","1986","Part Time","East Germany","","","",""
"4 on Scale 1 to 10","1986","Not Working","West Germany","231","0.0633236950467786","0.0557093998960519","0.0709379901975053"
"4 on Scale 1 to 10","1986","Not Working","East Germany","","","",""
"5 on Scale 1 to 10","1986","Full Time","West Germany","642","0.1340078101393","0.124426369909254","0.143589250369347"
"5 on Scale 1 to 10","1986","Full Time","East Germany","","","",""
"5 on Scale 1 to 10","1986","Part Time","West Germany","261","0.145900811990884","0.129727254556776","0.162074369424993"
"5 on Scale 1 to 10","1986","Part Time","East Germany","","","",""
"5 on Scale 1 to 10","1986","Not Working","West Germany","642","0.181817244618552","0.169758710607357","0.193875778629748"
"5 on Scale 1 to 10","1986","Not Working","East Germany","","","",""
"6 on Scale 1 to 10","1986","Full Time","West Germany","400","0.0802556943124594","0.0726141658690712","0.0878972227558477"
"6 on Scale 1 to 10","1986","Full Time","East Germany","","","",""
"6 on Scale 1 to 10","1986","Part Time","West Germany","151","0.0820254684681552","0.0694532412341544","0.0945976957021559"
"6 on Scale 1 to 10","1986","Part Time","East Germany","","","",""
"6 on Scale 1 to 10","1986","Not Working","West Germany","349","0.0987549170862229","0.0894276881994053","0.108082145973041"
"6 on Scale 1 to 10","1986","Not Working","East Germany","","","",""
"7 on Scale 1 to 10","1986","Full Time","West Germany","733","0.156583442518699","0.14636222262116","0.166804662416239"
"7 on Scale 1 to 10","1986","Full Time","East Germany","","","",""
"7 on Scale 1 to 10","1986","Part Time","West Germany","240","0.138746214850706","0.12290827497614","0.154584154725272"
"7 on Scale 1 to 10","1986","Part Time","East Germany","","","",""
"7 on Scale 1 to 10","1986","Not Working","West Germany","437","0.111045195219342","0.101222254059106","0.120868136379579"
"7 on Scale 1 to 10","1986","Not Working","East Germany","","","",""
"8 on Scale 1 to 10","1986","Full Time","West Germany","1090","0.227422933450045","0.215633395449267","0.239212471450824"
"8 on Scale 1 to 10","1986","Full Time","East Germany","","","",""
"8 on Scale 1 to 10","1986","Part Time","West Germany","401","0.230597842870142","0.211299195701045","0.249896490039238"
"8 on Scale 1 to 10","1986","Part Time","East Germany","","","",""
"8 on Scale 1 to 10","1986","Not Working","West Germany","714","0.172839384434933","0.161018006690389","0.184660762179477"
"8 on Scale 1 to 10","1986","Not Working","East Germany","","","",""
"9 on Scale 1 to 10","1986","Full Time","West Germany","655","0.137730936286862","0.128038210993986","0.147423661579737"
"9 on Scale 1 to 10","1986","Full Time","East Germany","","","",""
"9 on Scale 1 to 10","1986","Part Time","West Germany","235","0.123265803958269","0.108203971045599","0.138327636870939"
"9 on Scale 1 to 10","1986","Part Time","East Germany","","","",""
"9 on Scale 1 to 10","1986","Not Working","West Germany","422","0.0941241369840754","0.0849948541221222","0.103253419846029"
"9 on Scale 1 to 10","1986","Not Working","East Germany","","","",""
"10 Completely satisfied","1986","Full Time","West Germany","810","0.156639868170277","0.14641714877764","0.166862587562913"
"10 Completely satisfied","1986","Full Time","East Germany","","","",""
"10 Completely satisfied","1986","Part Time","West Germany","286","0.138694675777129","0.122859203988261","0.154530147565998"
"10 Completely satisfied","1986","Part Time","East Germany","","","",""
"10 Completely satisfied","1986","Not Working","West Germany","563","0.115587976987117","0.105591764800625","0.125584189173609"
"10 Completely satisfied","1986","Not Working","East Germany","","","",""
"0 Completely dissatisfied","1987","Full Time","West Germany","27","","",""
"0 Completely dissatisfied","1987","Full Time","East Germany","","","",""
"0 Completely dissatisfied","1987","Part Time","West Germany","31","0.0188784225217486","0.0126086314642686","0.0251482135792286"
"0 Completely dissatisfied","1987","Part Time","East Germany","","","",""
"0 Completely dissatisfied","1987","Not Working","West Germany","126","0.0382150508868742","0.032113884357828","0.0443162174159204"
"0 Completely dissatisfied","1987","Not Working","East Germany","","","",""
"1 on Scale 1 to 10","1987","Full Time","West Germany","35","0.00623408503439945","0.0040284519060481","0.00843971816275081"
"1 on Scale 1 to 10","1987","Full Time","East Germany","","","",""
"1 on Scale 1 to 10","1987","Part Time","West Germany","14","","",""
"1 on Scale 1 to 10","1987","Part Time","East Germany","","","",""
"1 on Scale 1 to 10","1987","Not Working","West Germany","92","0.030223396881419","0.024775057431002","0.0356717363318361"
"1 on Scale 1 to 10","1987","Not Working","East Germany","","","",""
"2 on Scale 1 to 10","1987","Full Time","West Germany","115","0.0213638653459954","0.0173119962463171","0.0254157344456738"
"2 on Scale 1 to 10","1987","Full Time","East Germany","","","",""
"2 on Scale 1 to 10","1987","Part Time","West Germany","45","0.0261349361128446","0.0187852478617513","0.0334846243639378"
"2 on Scale 1 to 10","1987","Part Time","East Germany","","","",""
"2 on Scale 1 to 10","1987","Not Working","West Germany","145","0.0440089423938506","0.0374813346260955","0.0505365501616056"
"2 on Scale 1 to 10","1987","Not Working","East Germany","","","",""
"3 on Scale 1 to 10","1987","Full Time","West Germany","167","0.0354274841998339","0.0302473326581644","0.0406076357415033"
"3 on Scale 1 to 10","1987","Full Time","East Germany","","","",""
"3 on Scale 1 to 10","1987","Part Time","West Germany","70","0.0413002637892476","0.0321332787979794","0.0504672487805158"
"3 on Scale 1 to 10","1987","Part Time","East Germany","","","",""
"3 on Scale 1 to 10","1987","Not Working","West Germany","187","0.0512449143838947","0.0442277909817132","0.0582620377860761"
"3 on Scale 1 to 10","1987","Not Working","East Germany","","","",""
"4 on Scale 1 to 10","1987","Full Time","West Germany","198","0.0425313993273945","0.036876537822105","0.048186260832684"
"4 on Scale 1 to 10","1987","Full Time","East Germany","","","",""
"4 on Scale 1 to 10","1987","Part Time","West Germany","65","0.0373900381810508","0.0286500280954767","0.046130048266625"
"4 on Scale 1 to 10","1987","Part Time","East Germany","","","",""
"4 on Scale 1 to 10","1987","Not Working","West Germany","205","0.0608279488816564","0.0532215195323957","0.0684343782309171"
"4 on Scale 1 to 10","1987","Not Working","East Germany","","","",""
"5 on Scale 1 to 10","1987","Full Time","West Germany","638","0.136303418242417","0.12668864954482","0.145918186940014"
"5 on Scale 1 to 10","1987","Full Time","East Germany","","","",""
"5 on Scale 1 to 10","1987","Part Time","West Germany","257","0.149630403133371","0.133197186181554","0.166063620085189"
"5 on Scale 1 to 10","1987","Part Time","East Germany","","","",""
"5 on Scale 1 to 10","1987","Not Working","West Germany","599","0.179542338974339","0.167328049841152","0.191756628107526"
"5 on Scale 1 to 10","1987","Not Working","East Germany","","","",""
"6 on Scale 1 to 10","1987","Full Time","West Germany","410","0.0854877980377022","0.0776525692111693","0.093323026864235"
"6 on Scale 1 to 10","1987","Full Time","East Germany","","","",""
"6 on Scale 1 to 10","1987","Part Time","West Germany","153","0.0896694532097122","0.0765071884516018","0.102831717967823"
"6 on Scale 1 to 10","1987","Part Time","East Germany","","","",""
"6 on Scale 1 to 10","1987","Not Working","West Germany","372","0.105312457603828","0.0955438595835673","0.115081055624089"
"6 on Scale 1 to 10","1987","Not Working","East Germany","","","",""
"7 on Scale 1 to 10","1987","Full Time","West Germany","786","0.163290250119139","0.152932333543472","0.173648166694807"
"7 on Scale 1 to 10","1987","Full Time","East Germany","","","",""
"7 on Scale 1 to 10","1987","Part Time","West Germany","265","0.158689412741541","0.141856434688996","0.175522390794086"
"7 on Scale 1 to 10","1987","Part Time","East Germany","","","",""
"7 on Scale 1 to 10","1987","Not Working","West Germany","518","0.133549095981143","0.122723567036807","0.144374624925478"
"7 on Scale 1 to 10","1987","Not Working","East Germany","","","",""
"8 on Scale 1 to 10","1987","Full Time","West Germany","1202","0.250315520226363","0.238176377553239","0.262454662899486"
"8 on Scale 1 to 10","1987","Full Time","East Germany","","","",""
"8 on Scale 1 to 10","1987","Part Time","West Germany","396","0.220644496840812","0.201540547544123","0.2397484461375"
"8 on Scale 1 to 10","1987","Part Time","East Germany","","","",""
"8 on Scale 1 to 10","1987","Not Working","West Germany","684","0.171336240568829","0.159344824850409","0.183327656287248"
"8 on Scale 1 to 10","1987","Not Working","East Germany","","","",""
"9 on Scale 1 to 10","1987","Full Time","West Germany","597","0.121960143589976","0.112790109601511","0.131130177578441"
"9 on Scale 1 to 10","1987","Full Time","East Germany","","","",""
"9 on Scale 1 to 10","1987","Part Time","West Germany","240","0.122442364025303","0.107341128489019","0.137543599561586"
"9 on Scale 1 to 10","1987","Part Time","East Germany","","","",""
"9 on Scale 1 to 10","1987","Not Working","West Germany","381","0.0832338607017907","0.0744429074320893","0.092024813971492"
"9 on Scale 1 to 10","1987","Not Working","East Germany","","","",""
"10 Completely satisfied","1987","Full Time","West Germany","717","0.132041544729829","0.122554965588279","0.141528123871379"
"10 Completely satisfied","1987","Full Time","East Germany","","","",""
"10 Completely satisfied","1987","Part Time","West Germany","274","0.128769037020277","0.113338495115097","0.144199578925457"
"10 Completely satisfied","1987","Part Time","East Germany","","","",""
"10 Completely satisfied","1987","Not Working","West Germany","484","0.102505752742376","0.0928531012567975","0.112158404227954"
"10 Completely satisfied","1987","Not Working","East Germany","","","",""
"0 Completely dissatisfied","1988","Full Time","West Germany","39","0.00826365860060063","0.00564528599458993","0.0108820312066113"
"0 Completely dissatisfied","1988","Full Time","East Germany","","","",""
"0 Completely dissatisfied","1988","Part Time","West Germany","14","","",""
"0 Completely dissatisfied","1988","Part Time","East Germany","","","",""
"0 Completely dissatisfied","1988","Not Working","West Germany","136","0.0471434486508912","0.0401831869336726","0.0541037103681097"
"0 Completely dissatisfied","1988","Not Working","East Germany","","","",""
"1 on Scale 1 to 10","1988","Full Time","West Germany","32","0.00693695073905732","0.0045363503736902","0.00933755110442443"
"1 on Scale 1 to 10","1988","Full Time","East Germany","","","",""
"1 on Scale 1 to 10","1988","Part Time","West Germany","13","","",""
"1 on Scale 1 to 10","1988","Part Time","East Germany","","","",""
"1 on Scale 1 to 10","1988","Not Working","West Germany","93","0.0296442498547067","0.0240744850332464","0.0352140146761669"
"1 on Scale 1 to 10","1988","Not Working","East Germany","","","",""
"2 on Scale 1 to 10","1988","Full Time","West Germany","83","0.0175088459446602","0.0137153446509787","0.0213023472383417"
"2 on Scale 1 to 10","1988","Full Time","East Germany","","","",""
"2 on Scale 1 to 10","1988","Part Time","West Germany","46","0.0259403619254547","0.0186910726053358","0.0331896512455736"
"2 on Scale 1 to 10","1988","Part Time","East Germany","","","",""
"2 on Scale 1 to 10","1988","Not Working","West Germany","151","0.0517723928477786","0.0444961606433618","0.0590486250521954"
"2 on Scale 1 to 10","1988","Not Working","East Germany","","","",""
"3 on Scale 1 to 10","1988","Full Time","West Germany","182","0.0397840884656544","0.0341309931711749","0.0454371837601339"
"3 on Scale 1 to 10","1988","Full Time","East Germany","","","",""
"3 on Scale 1 to 10","1988","Part Time","West Germany","77","0.0380482114408181","0.0293233523895505","0.0467730704920857"
"3 on Scale 1 to 10","1988","Part Time","East Germany","","","",""
"3 on Scale 1 to 10","1988","Not Working","West Germany","192","0.0598516774486022","0.0520616769656824","0.067641677931522"
"3 on Scale 1 to 10","1988","Not Working","East Germany","","","",""
"4 on Scale 1 to 10","1988","Full Time","West Germany","201","0.0474855800004345","0.0413343239620916","0.0536368360387774"
"4 on Scale 1 to 10","1988","Full Time","East Germany","","","",""
"4 on Scale 1 to 10","1988","Part Time","West Germany","94","0.0587733279656271","0.0480469796057453","0.0694996763255089"
"4 on Scale 1 to 10","1988","Part Time","East Germany","","","",""
"4 on Scale 1 to 10","1988","Not Working","West Germany","203","0.0588086942158895","0.0510825847857276","0.0665348036460515"
"4 on Scale 1 to 10","1988","Not Working","East Germany","","","",""
"5 on Scale 1 to 10","1988","Full Time","West Germany","605","0.136327109296955","0.126402511667254","0.146251706926655"
"5 on Scale 1 to 10","1988","Full Time","East Germany","","","",""
"5 on Scale 1 to 10","1988","Part Time","West Germany","268","0.150704630105187","0.134388869697225","0.167020390513148"
"5 on Scale 1 to 10","1988","Part Time","East Germany","","","",""
"5 on Scale 1 to 10","1988","Not Working","West Germany","565","0.175373063690566","0.162884533261199","0.187861594119934"
"5 on Scale 1 to 10","1988","Not Working","East Germany","","","",""
"6 on Scale 1 to 10","1988","Full Time","West Germany","400","0.0890281878058189","0.0807912955061973","0.0972650801054405"
"6 on Scale 1 to 10","1988","Full Time","East Germany","","","",""
"6 on Scale 1 to 10","1988","Part Time","West Germany","159","0.0895041485321035","0.0764852209370515","0.102523076127156"
"6 on Scale 1 to 10","1988","Part Time","East Germany","","","",""
"6 on Scale 1 to 10","1988","Not Working","West Germany","330","0.0993225032550748","0.089500284147644","0.109144722362506"
"6 on Scale 1 to 10","1988","Not Working","East Germany","","","",""
"7 on Scale 1 to 10","1988","Full Time","West Germany","710","0.159300602159968","0.148715958829655","0.169885245490282"
"7 on Scale 1 to 10","1988","Full Time","East Germany","","","",""
"7 on Scale 1 to 10","1988","Part Time","West Germany","252","0.133328577944167","0.117826014944252","0.148831140944082"
"7 on Scale 1 to 10","1988","Part Time","East Germany","","","",""
"7 on Scale 1 to 10","1988","Not Working","West Germany","467","0.134848736728595","0.123631894850462","0.146065578606727"
"7 on Scale 1 to 10","1988","Not Working","East Germany","","","",""
"8 on Scale 1 to 10","1988","Full Time","West Germany","1143","0.253032834290632","0.240458461043748","0.265607207537517"
"8 on Scale 1 to 10","1988","Full Time","East Germany","","","",""
"8 on Scale 1 to 10","1988","Part Time","West Germany","408","0.233109532807075","0.213827122054032","0.252391943560119"
"8 on Scale 1 to 10","1988","Part Time","East Germany","","","",""
"8 on Scale 1 to 10","1988","Not Working","West Germany","687","0.17994914551964","0.167333879279034","0.192564411760247"
"8 on Scale 1 to 10","1988","Not Working","East Germany","","","",""
"9 on Scale 1 to 10","1988","Full Time","West Germany","613","0.131855241904899","0.122069541286907","0.14164094252289"
"9 on Scale 1 to 10","1988","Full Time","East Germany","","","",""
"9 on Scale 1 to 10","1988","Part Time","West Germany","253","0.129195481834328","0.113898750353363","0.144492213315293"
"9 on Scale 1 to 10","1988","Part Time","East Germany","","","",""
"9 on Scale 1 to 10","1988","Not Working","West Germany","349","0.0811608095582335","0.0721928410632723","0.0901287780531948"
"9 on Scale 1 to 10","1988","Not Working","East Germany","","","",""
